PNR Number: 22517_20221101_0_2088_23				Train Number :22517				Date of Journey:2022-11-01
znsnpMcWcyslBOm             				SL2259				9				LB
MNbPAHQNDUGrOq              				SL2259				10				MB
hJuxRqt                     				SL2259				11				UB
gDYTrwAxJkSIKzpP            				SL2259				12				LB
yBIsLWQafwqXSx              				SL2259				13				MB
xZwAKHkXfFcOWw              				SL2259				14				UB
t                           				SL2259				15				LB
gEGmVOfvTBZiBXc             				SL2259				16				MB
FaCOuf                      				SL2259				17				UB
tqQriC                      				SL2259				18				SL
kNvRjSiTk                   				SL2259				19				SU
zQed                        				SL2259				20				LB
pThoMntmPyei                				SL2259				21				MB
YvraHnWWuhsfGqK             				SL2259				22				UB
ZychMW                      				SL2259				23				LB
hXLJEucwGsKe                				SL2259				24				MB
ltDqPTJYqdnbx               				SL2260				1				LB
ljbvVCX                     				SL2260				2				MB
IJKSSJBqL                   				SL2260				3				UB
tdQRlHsRYlNHR               				SL2260				4				LB
ii                          				SL2260				5				MB
LDgr                        				SL2260				6				UB
nWLZuAnCpv                  				SL2260				7				SL
lKSdIYPJRJsEIHo             				SL2260				8				SU
lkz                         				SL2260				9				LB
HBvRcsxRKwB                 				SL2260				10				MB




PNR Number: 22517_20221101_0_2420_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

GFmQrVGbWGfrVTFD            				SL2420				1				LB
AqNLsxlAKQQan               				SL2420				2				MB
W                           				SL2420				3				UB
kh                          				SL2420				4				LB




PNR Number: 22517_20221101_1_3234_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ywrGIqQHttx                 				AC3234				2				SL
LDuJsKqkSdHQ                				AC3234				3				SU
cSDhmDZimWPalvjK            				AC3234				4				LB
ABWGxEjKtbKe                				AC3234				5				LB
ewaOoVxRYYmpr               				AC3234				6				UB
IazcLOL                     				AC3234				7				UB
WrlLdhSUnQeKdG              				AC3234				8				SL
ICwLp                       				AC3234				9				SU
xnPqJtM                     				AC3234				10				LB
FacozB                      				AC3234				11				LB
nfIwWUzcQlaiV               				AC3234				12				UB
CufziEfnaktEP               				AC3234				13				UB




PNR Number: 22517_20221101_0_2420_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

qUobRfsf                    				SL2420				7				SL
KzgiMWXUmVioKLHe            				SL2420				8				SU




PNR Number: 4652_20221101_0_2280_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

zgDGBUHMhgUSYrsw            				SL2280				6				UB
rmUOJCYZdfvT                				SL2280				7				SL
VxzJvXnh                    				SL2280				8				SU
KLOGfOJIHd                  				SL2280				9				LB
bKFittURYUyYu               				SL2280				10				MB
zefZmpHRGnTqSBN             				SL2280				11				UB
FUkWiKgCa                   				SL2280				12				LB
JmEyMAdNWkdzgZSH            				SL2280				13				MB
lrYleozcLbsBo               				SL2280				14				UB
ydrtozMcViWO                				SL2280				15				LB
VvAtvNYHnZUPmZi             				SL2280				16				MB
wPGVArN                     				SL2280				17				UB
jH                          				SL2280				18				SL
YDBiqbsgaCku                				SL2280				19				SU
FRdSeABYg                   				SL2280				20				LB
IhuxN                       				SL2280				21				MB
ZTDwYkfUacUFYEs             				SL2280				22				UB
EQEKGwxYOts                 				SL2280				23				LB
pTIfRfOWlx                  				SL2280				24				MB
dX                          				SL2281				1				LB
BP                          				SL2281				2				MB
YfHoksywac                  				SL2281				3				UB
wgr                         				SL2281				4				LB
pXlngWgYmNY                 				SL2281				5				MB
FqlimEtwqFuSgg              				SL2281				6				UB
hJvWhlpSPWFJ                				SL2281				7				SL
dkJLxbjtQQIr                				SL2281				8				SU
KDlvZjzaOE                  				SL2281				9				LB
HNissbWowkSKx               				SL2281				10				MB
o                           				SL2281				11				UB
riWQzlRBvCwzP               				SL2281				12				LB
bzJuoKfACL                  				SL2281				13				MB




PNR Number: 22517_20221101_0_2434_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

peGpenLObYTS                				SL2434				14				UB
dmwA                        				SL2434				15				LB
KkptmXnxyjEofV              				SL2434				16				MB
R                           				SL2434				17				UB
fjvLBGMIgx                  				SL2434				18				SL
E                           				SL2434				19				SU
qUMpsQDdbsXmI               				SL2434				20				LB
iYDIwTOS                    				SL2434				21				MB
HHqsJsx                     				SL2434				22				UB
db                          				SL2434				23				LB
NkHBfHGWXsrmHJEC            				SL2434				24				MB
ChSHCngOcekhyoG             				SL2435				1				LB
dTojpHVvDuXT                				SL2435				2				MB
rzjaN                       				SL2435				3				UB
YezGHHtcSAbwfr              				SL2435				4				LB
ZrREuCK                     				SL2435				5				MB
LR                          				SL2435				6				UB
wklQ                        				SL2435				7				SL
hYUogXxvtCC                 				SL2435				8				SU
oF                          				SL2435				9				LB
pYwIOlXDxxASK               				SL2435				10				MB
ionFdfzxua                  				SL2435				11				UB
Oow                         				SL2435				12				LB
EXVomTdta                   				SL2435				13				MB
CnvbwpLL                    				SL2435				14				UB
DXFMAEQlUI                  				SL2435				15				LB
OPDLtlnnY                   				SL2435				16				MB
LA                          				SL2435				17				UB
H                           				SL2435				18				SL
BKgRn                       				SL2435				19				SU
uoIEKlBkmzcGrB              				SL2435				20				LB




PNR Number: 4652_20221101_0_2307_19				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

LwXZgcrOmuANEh              				SL2307				19				SU
KpWsOKKLPurjl               				SL2307				20				LB
jDGbJsHF                    				SL2307				21				MB
VVOx                        				SL2307				22				UB
oDTb                        				SL2307				23				LB
QTAGpHuEQBHRga              				SL2307				24				MB
rKDkugfRjULLvm              				SL2308				1				LB
RLmCIZHY                    				SL2308				2				MB
nJiAnFpZqS                  				SL2308				3				UB
pXGCB                       				SL2308				4				LB
VTnu                        				SL2308				5				MB
ttdL                        				SL2308				6				UB
KOzdtF                      				SL2308				7				SL




PNR Number: 4652_20221101_0_2311_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

jBbB                        				SL2311				9				LB
PXGGrqX                     				SL2311				10				MB
HITB                        				SL2311				11				UB
kTOKSKijplChbAZb            				SL2311				12				LB
xsWhiyH                     				SL2311				13				MB
ihzD                        				SL2311				14				UB
exGCIGhQiaZgX               				SL2311				15				LB
S                           				SL2311				16				MB
aamZUdMwHZooontX            				SL2311				17				UB
wctYIlKq                    				SL2311				18				SL
jRHUp                       				SL2311				19				SU
ZpNTGiwlZ                   				SL2311				20				LB
LojTaJxNt                   				SL2311				21				MB
bvGTfxXkNSVOi               				SL2311				22				UB
A                           				SL2311				23				LB
fkjaI                       				SL2311				24				MB
ZyBf                        				SL2312				1				LB
MbroUYrVnEoJmaK             				SL2312				2				MB
IUcyUtdSlww                 				SL2312				3				UB
FErsNyi                     				SL2312				4				LB
c                           				SL2312				5				MB
jMzbBaxvkqmu                				SL2312				6				UB
fohXCaA                     				SL2312				7				SL
trSrRVniAKMZ                				SL2312				8				SU
WJ                          				SL2312				9				LB
srvv                        				SL2312				10				MB
uyUGqwefig                  				SL2312				11				UB
qJvZqEvLqBPchY              				SL2312				12				LB
gNqjuzeOneqY                				SL2312				13				MB
djeQCUgVONN                 				SL2312				14				UB
ZRh                         				SL2312				15				LB
qBY                         				SL2312				16				MB
iEMkncABRcBOX               				SL2312				17				UB
jfXnoXdbCDGU                				SL2312				18				SL
UZ                          				SL2312				19				SU
FNPFNpBPDMNmyHr             				SL2312				20				LB
qqTbPVXbYfca                				SL2312				21				MB
nyeUVwNdAFOxG               				SL2312				22				UB
ktf                         				SL2312				23				LB
VxgmjNwSxGLubiE             				SL2312				24				MB




PNR Number: 4652_20221101_1_3335_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

LjrzHsWEJmVHwBTs            				AC3335				9				SU
KqOdGfN                     				AC3335				10				LB
hk                          				AC3335				11				LB
CDqVUSxsaS                  				AC3335				12				UB
UG                          				AC3335				13				UB
RxD                         				AC3335				14				SL
oVCnACqhovH                 				AC3335				15				SU
cBrdwi                      				AC3335				16				LB
eEpeENwsOPNbeL              				AC3335				17				LB




PNR Number: 4652_20221101_0_2370_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

djMlJKveXWqvRBs             				SL2370				13				MB
HP                          				SL2370				14				UB
XwrfB                       				SL2370				15				LB
VKwItnTWAKPy                				SL2370				16				MB
yKEd                        				SL2370				17				UB
WrzJBbh                     				SL2370				18				SL
rz                          				SL2370				19				SU
fYpEZiWrfOAAFV              				SL2370				20				LB
sLxwGF                      				SL2370				21				MB
SGlfdhI                     				SL2370				22				UB
ai                          				SL2370				23				LB
ObXryqiOuwRRR               				SL2370				24				MB
wG                          				SL2371				1				LB
sLeOIHKODY                  				SL2371				2				MB
IXwArRiGnaQNQlX             				SL2371				3				UB
XMRJGljoXWIhI               				SL2371				4				LB
Pt                          				SL2371				5				MB
YRpjARrLEsEQFVmS            				SL2371				6				UB
AvWXhmJaYFT                 				SL2371				7				SL
k                           				SL2371				8				SU
WPv                         				SL2371				9				LB
eSlWpNRjKJxcj               				SL2371				10				MB
MIPAzdBn                    				SL2371				11				UB
Hbnw                        				SL2371				12				LB




PNR Number: 22517_20221101_1_3366_3				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

PITbqWtUXUHfovC             				AC3366				3				SU
ReElrKLxNpzNLx              				AC3366				4				LB
CkuDGKBbHqiQk               				AC3366				5				LB
TmODhyCxHjcA                				AC3366				6				UB
dxCaxCgJBub                 				AC3366				7				UB




PNR Number: 4652_20221101_0_2392_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

HjLyzZMABsiOb               				SL2392				10				MB
ZBKUz                       				SL2392				11				UB
eFfMiQncr                   				SL2392				12				LB
xI                          				SL2392				13				MB
gJTEr                       				SL2392				14				UB
EiMTvnydFzZmIiiv            				SL2392				15				LB
mKaLfQDWd                   				SL2392				16				MB
SVFYaoQwxCpQs               				SL2392				17				UB
TdwSJe                      				SL2392				18				SL
cpIjLiR                     				SL2392				19				SU
vsvP                        				SL2392				20				LB
aosshUxoInv                 				SL2392				21				MB




PNR Number: 22517_20221101_0_2574_8				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

D                           				SL2574				8				SU
BdYwqwQObOTuAYr             				SL2574				9				LB
WAzwbcOGf                   				SL2574				10				MB
gwRSNHijP                   				SL2574				11				UB
Vd                          				SL2574				12				LB
wajAat                      				SL2574				13				MB
bfjyL                       				SL2574				14				UB
HoSMOjegcWySxAz             				SL2574				15				LB
ICozuQzPlvNgi               				SL2574				16				MB
Inwni                       				SL2574				17				UB
CTGcdqwNrhsFMwor            				SL2574				18				SL
tXeeonXrWOW                 				SL2574				19				SU
orAYNJNMMLnzkzW             				SL2574				20				LB
uTRS                        				SL2574				21				MB
ttGkk                       				SL2574				22				UB
bGwvkUiQxhMT                				SL2574				23				LB
qjRDwsrhwk                  				SL2574				24				MB
BZEI                        				SL2575				1				LB
LFi                         				SL2575				2				MB
pmu                         				SL2575				3				UB
ORRJPJU                     				SL2575				4				LB
nljhFBI                     				SL2575				5				MB
lw                          				SL2575				6				UB
EWbKBGAwXmlv                				SL2575				7				SL
bvFJQu                      				SL2575				8				SU
UeC                         				SL2575				9				LB
lVkmPSLFjjFPJYXY            				SL2575				10				MB
tINaHkiyPJy                 				SL2575				11				UB
zIyXbQFYyOqcI               				SL2575				12				LB
ERCSyUqxKMx                 				SL2575				13				MB
TKTnGPaf                    				SL2575				14				UB
iAKJiBUPJgtoSucY            				SL2575				15				LB
SMcedI                      				SL2575				16				MB
jEnAJYAilAcE                				SL2575				17				UB
RA                          				SL2575				18				SL
TfXJEtv                     				SL2575				19				SU
KZFLHc                      				SL2575				20				LB




PNR Number: 4652_20221101_0_2452_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

bZ                          				SL2452				13				MB
YGiixUTKzU                  				SL2452				14				UB
QfcYzXWJ                    				SL2452				15				LB
sNOwq                       				SL2452				16				MB




PNR Number: 4652_20221101_0_2459_14				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

uIdoUtihxTm                 				SL2459				14				UB
SG                          				SL2459				15				LB
BuKoRnPbaocRbb              				SL2459				16				MB
mxDDKTBhg                   				SL2459				17				UB
N                           				SL2459				18				SL
VOdbpwcLOLI                 				SL2459				19				SU
ygIu                        				SL2459				20				LB
PDCGfKkPTdAvJhVm            				SL2459				21				MB
J                           				SL2459				22				UB
RpPCGLCpXeYLT               				SL2459				23				LB
fkwWe                       				SL2459				24				MB
KpmPLW                      				SL2460				1				LB
IxFBSWct                    				SL2460				2				MB
zBWT                        				SL2460				3				UB
zakWXyrZXCnlAh              				SL2460				4				LB
MlvBbxHlTdFgnf              				SL2460				5				MB
MqTWqNCzdoa                 				SL2460				6				UB
gI                          				SL2460				7				SL
Ebrphq                      				SL2460				8				SU




PNR Number: 22517_20221101_1_3529_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

AgTsRfliAfCrjjTq            				AC3529				7				UB
xvGvVyLGHc                  				AC3529				8				SL
C                           				AC3529				9				SU
wiSnDbjyTbovQxLW            				AC3529				10				LB
xfHMyrLMnDjrhBcb            				AC3529				11				LB
BzsHvIxhzZ                  				AC3529				12				UB
mV                          				AC3529				13				UB
NmkFsmXQz                   				AC3529				14				SL
LDGVEyjA                    				AC3529				15				SU
GyAOuLXjnMeT                				AC3529				16				LB
GsZVrZ                      				AC3529				17				LB
i                           				AC3529				18				UB
dfapNXkzDkMiSrUb            				AC3530				1				UB
QT                          				AC3530				2				SL
adqEvCBHFgw                 				AC3530				3				SU
GtefyO                      				AC3530				4				LB
WfFhKgExVCr                 				AC3530				5				LB
onK                         				AC3530				6				UB
ANcHUvUnVpuZlT              				AC3530				7				UB
BiAnzKDSdOchTw              				AC3530				8				SL
DhiQYoxAZuanUEeY            				AC3530				9				SU
YkCYCKCLV                   				AC3530				10				LB
nM                          				AC3530				11				LB
hozDjRubRuZicRdb            				AC3530				12				UB
CVRfjrga                    				AC3530				13				UB
QNOpjiwK                    				AC3530				14				SL
EWAjaW                      				AC3530				15				SU
fVGprlMtttSygna             				AC3530				16				LB
nJRzVlWTobNwFRAl            				AC3530				17				LB
FCnEclYjkTyXcLpp            				AC3530				18				UB




PNR Number: 22517_20221101_1_3540_15				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nDGPaPTcQkPfe               				AC3540				15				SU
FSlXZrTSKeD                 				AC3540				16				LB
ECtmjLrMFkVv                				AC3540				17				LB
WrgtoHmYgFfimtR             				AC3540				18				UB
RNWBKlMlpHQ                 				AC3541				1				UB
XkzpkNvKNix                 				AC3541				2				SL
ebrb                        				AC3541				3				SU
zwBPch                      				AC3541				4				LB
VUPdHJ                      				AC3541				5				LB
pL                          				AC3541				6				UB
ZP                          				AC3541				7				UB
IX                          				AC3541				8				SL
AUnaFO                      				AC3541				9				SU
PIV                         				AC3541				10				LB
HQ                          				AC3541				11				LB
oGpeIl                      				AC3541				12				UB
nIuGsaE                     				AC3541				13				UB
RN                          				AC3541				14				SL
iQ                          				AC3541				15				SU
McI                         				AC3541				16				LB
yPcikpI                     				AC3541				17				LB
SGblSFSpB                   				AC3541				18				UB
uYc                         				AC3542				1				UB
bN                          				AC3542				2				SL
M                           				AC3542				3				SU
FizWDQccbp                  				AC3542				4				LB
GGvhhprhnbk                 				AC3542				5				LB
yoyjIDEZafhIVm              				AC3542				6				UB
ItLLP                       				AC3542				7				UB
CYxTcfNqZro                 				AC3542				8				SL
PEDchjVe                    				AC3542				9				SU
iQyiyVkvSaxNuj              				AC3542				10				LB
ZXEaRYf                     				AC3542				11				LB
suAA                        				AC3542				12				UB
bXduyFcvLjdgazla            				AC3542				13				UB
BTgElZ                      				AC3542				14				SL
qHW                         				AC3542				15				SU
rlgRI                       				AC3542				16				LB




PNR Number: 4652_20221101_0_2509_14				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

gedllSmzBfColRg             				SL2509				14				UB
hUBCtUsCkxuuvCf             				SL2509				15				LB
CWKKjVsKH                   				SL2509				16				MB
nMwTHknYqQ                  				SL2509				17				UB
TgckuEFbUHKd                				SL2509				18				SL
WgyzNrIkujv                 				SL2509				19				SU
gEtCakgKJTuZ                				SL2509				20				LB
ZmoiNxNiemSD                				SL2509				21				MB
kl                          				SL2509				22				UB
sILqpeadL                   				SL2509				23				LB
JLCOgjq                     				SL2509				24				MB
wvamP                       				SL2510				1				LB
ZIhe                        				SL2510				2				MB
rFXF                        				SL2510				3				UB
rbHXRHKJdj                  				SL2510				4				LB
UHN                         				SL2510				5				MB
lIJnj                       				SL2510				6				UB
hKcuxgzlD                   				SL2510				7				SL
wy                          				SL2510				8				SU




PNR Number: 22517_20221101_1_3549_10				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

RbqS                        				AC3549				10				LB
MqGMdMK                     				AC3549				11				LB
VdhZeJyIJU                  				AC3549				12				UB
IkANMsVTyuMw                				AC3549				13				UB
lxGpFARWnKmdxB              				AC3549				14				SL
SPbvrD                      				AC3549				15				SU
CtiUmydlXJ                  				AC3549				16				LB




PNR Number: 4652_20221101_0_2522_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

fB                          				SL2522				11				UB
W                           				SL2522				12				LB
uRocZTnNkZ                  				SL2522				13				MB
MpBdgDrq                    				SL2522				14				UB
XuZt                        				SL2522				15				LB
ImXraDip                    				SL2522				16				MB
VJiKwhUS                    				SL2522				17				UB
OBx                         				SL2522				18				SL
Hrfz                        				SL2522				19				SU
UHYHJ                       				SL2522				20				LB
VFRSsSPqowlBjdF             				SL2522				21				MB
HFjAMNp                     				SL2522				22				UB
pkndm                       				SL2522				23				LB
l                           				SL2522				24				MB
xwmEdmWz                    				SL2523				1				LB
avZWX                       				SL2523				2				MB
BAeuMkemosmf                				SL2523				3				UB
WLPhbB                      				SL2523				4				LB
kN                          				SL2523				5				MB
ClcAIQg                     				SL2523				6				UB
AQd                         				SL2523				7				SL
puOJlXSBk                   				SL2523				8				SU
efFG                        				SL2523				9				LB
lqLASA                      				SL2523				10				MB
UALxmZX                     				SL2523				11				UB
bDJU                        				SL2523				12				LB
ylOlbz                      				SL2523				13				MB
A                           				SL2523				14				UB
a                           				SL2523				15				LB
TBKaBbHLxILrag              				SL2523				16				MB
tTpDDzNHrKXnnCl             				SL2523				17				UB
IkTtjSYTIGWUdjp             				SL2523				18				SL
ArOMZhCg                    				SL2523				19				SU
aL                          				SL2523				20				LB
sinbEkdlKVp                 				SL2523				21				MB
TjcLr                       				SL2523				22				UB
ygiPpwOs                    				SL2523				23				LB
ODGCrRq                     				SL2523				24				MB




PNR Number: 4652_20221101_0_2524_7				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

dFjVlQulBWD                 				SL2524				7				SL
CZ                          				SL2524				8				SU
WRTcROWR                    				SL2524				9				LB
qPeTMDDFJk                  				SL2524				10				MB
DFo                         				SL2524				11				UB
HCVbUwHVx                   				SL2524				12				LB
gBvWEqMhXO                  				SL2524				13				MB
aTyKgOMRpy                  				SL2524				14				UB
DRUNCSQwSTRAKS              				SL2524				15				LB
dbpYX                       				SL2524				16				MB
f                           				SL2524				17				UB
Zk                          				SL2524				18				SL
s                           				SL2524				19				SU
R                           				SL2524				20				LB
QSWUvPpXpnya                				SL2524				21				MB
pJJTRYwJyoCOS               				SL2524				22				UB
uVBhVdWTuT                  				SL2524				23				LB
KMyPPxDLMXQKQp              				SL2524				24				MB
aiPkUqQGxFkhP               				SL2525				1				LB
fUx                         				SL2525				2				MB
attiDLkLLPAHjRZV            				SL2525				3				UB
vGeDUsr                     				SL2525				4				LB
SZEJmLA                     				SL2525				5				MB
TmkLaJWQtMx                 				SL2525				6				UB
rGUyyMoQhZOmHY              				SL2525				7				SL
ErVb                        				SL2525				8				SU




PNR Number: 22517_20221101_1_3609_8				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Vzq                         				AC3609				8				SL
DNFpWgmZfML                 				AC3609				9				SU
lvQP                        				AC3609				10				LB
sIN                         				AC3609				11				LB
U                           				AC3609				12				UB
ZlJMWkF                     				AC3609				13				UB
PJghVp                      				AC3609				14				SL
YnVNyFearXVSEN              				AC3609				15				SU
VzNDuvIOk                   				AC3609				16				LB
JRxyVFrFfwraqd              				AC3609				17				LB
JoY                         				AC3609				18				UB
goaOAPGXG                   				AC3610				1				UB
VStIUsfOm                   				AC3610				2				SL




PNR Number: 22517_20221101_0_2723_23				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

dUl                         				SL2723				23				LB
lhW                         				SL2723				24				MB
MbOr                        				SL2724				1				LB
f                           				SL2724				2				MB
JvHjwj                      				SL2724				3				UB
kvjxKqDRFXuiJuPQ            				SL2724				4				LB
wnWvMjbf                    				SL2724				5				MB
sGyU                        				SL2724				6				UB
PXXGmhjumifsXD              				SL2724				7				SL
sybQzjtUQdbXb               				SL2724				8				SU
zlC                         				SL2724				9				LB
R                           				SL2724				10				MB
zKweWJuLDVPcLj              				SL2724				11				UB
fd                          				SL2724				12				LB
azxkxYQE                    				SL2724				13				MB
MewvVrVqUlh                 				SL2724				14				UB
GgyxBuNJSdRJM               				SL2724				15				LB




PNR Number: 4652_20221101_1_3644_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

jQnYQCI                     				AC3644				10				LB
DkdmMv                      				AC3644				11				LB
HQGKvbuRQczR                				AC3644				12				UB
csfwykBjNm                  				AC3644				13				UB
D                           				AC3644				14				SL
nkXyvfSwv                   				AC3644				15				SU
UetpksXEvEWJhf              				AC3644				16				LB
fCvVRWm                     				AC3644				17				LB
i                           				AC3644				18				UB
vKFgAcYpTUvL                				AC3645				1				UB
JF                          				AC3645				2				SL
haoJPEOXNKbLG               				AC3645				3				SU
cffoZRJUhzl                 				AC3645				4				LB
NselUhtsKLC                 				AC3645				5				LB
sZM                         				AC3645				6				UB
UsMbZpKQgb                  				AC3645				7				UB
CtlwDKGvxfAVmMk             				AC3645				8				SL
AFJGoK                      				AC3645				9				SU
woyK                        				AC3645				10				LB
jAdwrqsSxbXYNxox            				AC3645				11				LB
RHiFybtzlMEkuTnf            				AC3645				12				UB
UTQpWKzYSCvLog              				AC3645				13				UB
aHKZhGhH                    				AC3645				14				SL
pzN                         				AC3645				15				SU
SiocDMFh                    				AC3645				16				LB
eRYSp                       				AC3645				17				LB
ZK                          				AC3645				18				UB
qfTTvd                      				AC3646				1				UB
tVU                         				AC3646				2				SL




PNR Number: 22517_20221101_1_3621_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

IPdHidNZAxnqfi              				AC3621				17				LB
hAWPWagWNsa                 				AC3621				18				UB
KrhnQDDbil                  				AC3622				1				UB
ALiDtA                      				AC3622				2				SL
zANxDethhGWLYa              				AC3622				3				SU
POpj                        				AC3622				4				LB
wIMaRsYpQ                   				AC3622				5				LB
tRDZXEIhjav                 				AC3622				6				UB
LtpnCQgh                    				AC3622				7				UB
QOEzdEvnfIPml               				AC3622				8				SL
HCwdFutRQc                  				AC3622				9				SU
CNI                         				AC3622				10				LB
xqFTkRoIjtyn                				AC3622				11				LB
CeaoSNj                     				AC3622				12				UB
djQrEAkbocMcYPhG            				AC3622				13				UB
kLfnNroDBqzkEW              				AC3622				14				SL
nOjPDKGTZKnRst              				AC3622				15				SU
IrJxGj                      				AC3622				16				LB
RShiPW                      				AC3622				17				LB
nfSXFLRxnv                  				AC3622				18				UB
VQnkmx                      				AC3623				1				UB
LxVjngellGRFSch             				AC3623				2				SL
fGBWKvmsx                   				AC3623				3				SU
XcIUcqgxyI                  				AC3623				4				LB
OXHjBMgGKfj                 				AC3623				5				LB
jiriHqStDCgeFL              				AC3623				6				UB
WbLJgFrIZ                   				AC3623				7				UB
ozwpNLFafZkz                				AC3623				8				SL




PNR Number: 22517_20221101_0_2735_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

bSarpHElSTczE               				SL2735				11				UB
KOhMbnaanCzeMb              				SL2735				12				LB
OqIwNOoYZ                   				SL2735				13				MB
zTnxvZKIrb                  				SL2735				14				UB
hgvwLyJA                    				SL2735				15				LB
jJvySMvaVxGsEbW             				SL2735				16				MB
JfGyQejNKcTLGVxy            				SL2735				17				UB
yJJNbOsAdpcgjuYk            				SL2735				18				SL
ocOvtllJdXUBgo              				SL2735				19				SU
JJuPJIQ                     				SL2735				20				LB
ActYMGeVO                   				SL2735				21				MB
VmhaVF                      				SL2735				22				UB
pJ                          				SL2735				23				LB
ikPBxCw                     				SL2735				24				MB
JNWTYOCfqvJw                				SL2736				1				LB
YLovZeU                     				SL2736				2				MB
UIi                         				SL2736				3				UB
W                           				SL2736				4				LB
DEqFrkpXXhiQM               				SL2736				5				MB
U                           				SL2736				6				UB
d                           				SL2736				7				SL
KCZErHUgZOwLLOv             				SL2736				8				SU
nsmloQf                     				SL2736				9				LB
nPGwOVov                    				SL2736				10				MB
udWbtZZPPZkLGa              				SL2736				11				UB
oSjxyKqzaUA                 				SL2736				12				LB
Q                           				SL2736				13				MB
aGn                         				SL2736				14				UB
iFFxkgaxk                   				SL2736				15				LB
MgkFSNxX                    				SL2736				16				MB




PNR Number: 4652_20221101_0_2566_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

URQ                         				SL2566				1				LB
XlXgXiHJepnhPXDU            				SL2566				2				MB
H                           				SL2566				3				UB
fNIFjLHcLFLr                				SL2566				4				LB
ZY                          				SL2566				5				MB
NfCZuEpT                    				SL2566				6				UB




PNR Number: 4652_20221101_1_3655_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

CXcKrxsqRxhp                				AC3655				16				LB
BiinLeAvDm                  				AC3655				17				LB
cjen                        				AC3655				18				UB
HFAViCN                     				AC3656				1				UB
rmxS                        				AC3656				2				SL
MmpzcPnAccc                 				AC3656				3				SU
beOlMAzDuj                  				AC3656				4				LB
TFfFOuZjfn                  				AC3656				5				LB
NeYgrhvPGc                  				AC3656				6				UB
pBWYlsHTrT                  				AC3656				7				UB
zl                          				AC3656				8				SL
VgzS                        				AC3656				9				SU
qRadRmzdXVI                 				AC3656				10				LB
qKTib                       				AC3656				11				LB
lIGdvecIsts                 				AC3656				12				UB
IAoEIbtoLFIAgHO             				AC3656				13				UB
zWKYuts                     				AC3656				14				SL
jHPklwq                     				AC3656				15				SU
CqzMCRNuGemv                				AC3656				16				LB
NjlwBVKj                    				AC3656				17				LB
kwoMJETMek                  				AC3656				18				UB
MLjpL                       				AC3657				1				UB
VhNPbUYu                    				AC3657				2				SL
ePAscFMER                   				AC3657				3				SU
mFpWlU                      				AC3657				4				LB
psYQu                       				AC3657				5				LB
ARmEAghMbsHx                				AC3657				6				UB
KzHthkEYVI                  				AC3657				7				UB
UZxHbGdOoWXNffH             				AC3657				8				SL
WhN                         				AC3657				9				SU
uCtWgzRYU                   				AC3657				10				LB
DuHsAWtVbDN                 				AC3657				11				LB
