PNR Number: 22517_20221101_1_2819_18				Train Number :22517				Date of Journey:2022-11-01
NNrxyJmNYad                 				AC3103				14				SL
OsQJ                        				AC3103				15				SU
prnvGM                      				AC3103				16				LB
kXohTWJJhIwlTTu             				AC3103				17				LB
XtPp                        				AC3103				18				UB
UFKCofrHTS                  				AC3104				1				UB
YdggwVgzkCiIXprq            				AC3104				2				SL
aboWmqbAkVyguGO             				AC3104				3				SU
XSuhQKzjG                   				AC3104				4				LB
miENbCBfvfCFXN              				AC3104				5				LB
IIkmMXEuVaWH                				AC3104				6				UB
aC                          				AC3104				7				UB
xpn                         				AC3104				8				SL
e                           				AC3104				9				SU
FxfWzYnwGtqe                				AC3104				10				LB
zuAJDOHEfqZmoxbt            				AC3104				11				LB




PNR Number: 22517_20221101_0_2392_18				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

bqTSjDBdskVTr               				SL2392				18				SL
EcroessvzhQkJO              				SL2392				19				SU
hOOIRzsjZgyHFm              				SL2392				20				LB
iQ                          				SL2392				21				MB
l                           				SL2392				22				UB
be                          				SL2392				23				LB
cicdi                       				SL2392				24				MB
DFVzMPWyNJqqQ               				SL2393				1				LB
FQoPwpwHH                   				SL2393				2				MB
F                           				SL2393				3				UB
SIuDULIoOUsueY              				SL2393				4				LB
A                           				SL2393				5				MB
pbLaMrbyiLLybge             				SL2393				6				UB




PNR Number: 22517_20221101_0_2405_21				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Fp                          				SL2405				21				MB
MSigBNSXYWIzqTb             				SL2405				22				UB
uQ                          				SL2405				23				LB
rmeJqinuZpIbgqK             				SL2405				24				MB
QvYMBIvkGWTcdpa             				SL2406				1				LB
WnYOCc                      				SL2406				2				MB
CQiLSJGNx                   				SL2406				3				UB
CoGorkPWeULeDmF             				SL2406				4				LB
ZGyG                        				SL2406				5				MB
aWaPbwZcMwd                 				SL2406				6				UB
soKK                        				SL2406				7				SL
Vo                          				SL2406				8				SU
jrc                         				SL2406				9				LB
sbkFIUkUE                   				SL2406				10				MB
eDMEPjNuInTZDau             				SL2406				11				UB
yJGVGskgJcaEcGq             				SL2406				12				LB
okFYnzTXrZNxPaS             				SL2406				13				MB
VQolgjAkmMvoq               				SL2406				14				UB
agM                         				SL2406				15				LB
tLUXDfmTpIJtZQ              				SL2406				16				MB
vCun                        				SL2406				17				UB
IRSRvHMfvpXEHZT             				SL2406				18				SL
slcWDbF                     				SL2406				19				SU
YgIxfs                      				SL2406				20				LB
kzbQkdqAHtzpVube            				SL2406				21				MB
zpIaE                       				SL2406				22				UB
kRtBXUeb                    				SL2406				23				LB
rnbM                        				SL2406				24				MB
SAVU                        				SL2407				1				LB
QeniijvdlYxGh               				SL2407				2				MB
F                           				SL2407				3				UB
wEDqAUb                     				SL2407				4				LB
lhLNhWuQJjDlq               				SL2407				5				MB




PNR Number: 22517_20221101_1_3226_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

k                           				AC3226				12				UB
dYhDrZY                     				AC3226				13				UB
sZdeEaUeZB                  				AC3226				14				SL
MyFzRSNc                    				AC3226				15				SU
tUKREKhZSbUEUK              				AC3226				16				LB
BIJWBiXbKYoPZTh             				AC3226				17				LB
auMcMF                      				AC3226				18				UB
yjJj                        				AC3227				1				UB
UOpmJSHKGdMhpR              				AC3227				2				SL
IZJCkDGAjDSkMBH             				AC3227				3				SU
cHuCt                       				AC3227				4				LB
NSyTSq                      				AC3227				5				LB
mQLdnoupcodUPPf             				AC3227				6				UB
TwNkXGFgxDi                 				AC3227				7				UB
uWkizbsQUexrD               				AC3227				8				SL
j                           				AC3227				9				SU
X                           				AC3227				10				LB
dPxTYQrtro                  				AC3227				11				LB
EllEYSsQ                    				AC3227				12				UB
yKUwWnJCefJpe               				AC3227				13				UB
ceUKURCb                    				AC3227				14				SL




PNR Number: 4652_20221101_0_2278_20				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

tkrWUZpmvemsWbi             				SL2278				20				LB
vJGAjqZWYLPQ                				SL2278				21				MB
PFXeMZZ                     				SL2278				22				UB
U                           				SL2278				23				LB
jyqFrUS                     				SL2278				24				MB
yU                          				SL2279				1				LB
pnSpAFX                     				SL2279				2				MB
iPsEQfeDDkrFoZd             				SL2279				3				UB
peyHtHjYtoqdJX              				SL2279				4				LB
fKwu                        				SL2279				5				MB
foo                         				SL2279				6				UB
tKOYRF                      				SL2279				7				SL
zqDBXnwK                    				SL2279				8				SU
ivwXIqdGPyZqCJuY            				SL2279				9				LB
zXctn                       				SL2279				10				MB
EJezqxvtoTq                 				SL2279				11				UB
NPOEHSN                     				SL2279				12				LB
FqOWOTwlGkV                 				SL2279				13				MB
UrB                         				SL2279				14				UB




PNR Number: 4652_20221101_1_3282_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

v                           				AC3282				9				SU
LfihyBeneGjGXYwC            				AC3282				10				LB
brlerugMgZopzuO             				AC3282				11				LB
dnI                         				AC3282				12				UB
ozxqByUx                    				AC3282				13				UB
IxsdInO                     				AC3282				14				SL
OMKhfwIDX                   				AC3282				15				SU
AD                          				AC3282				16				LB
lLsoEwDQT                   				AC3282				17				LB




PNR Number: 4652_20221101_1_3282_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

SEVqHn                      				AC3282				18				UB
LkzRZnWdEVA                 				AC3283				1				UB
ddjByjLUDGUnkV              				AC3283				2				SL
YbQUdC                      				AC3283				3				SU
DcfMyZsNQf                  				AC3283				4				LB
ZCiHdzf                     				AC3283				5				LB
rsvPkzDIk                   				AC3283				6				UB
TKqTdjfhwLrlto              				AC3283				7				UB
GjKPV                       				AC3283				8				SL
HPch                        				AC3283				9				SU
DyCXvCIkfDT                 				AC3283				10				LB
RHLTt                       				AC3283				11				LB
CvunBNPeD                   				AC3283				12				UB
d                           				AC3283				13				UB
VJ                          				AC3283				14				SL
cmJtQwjTUNRw                				AC3283				15				SU
iAI                         				AC3283				16				LB
VHLMitIfxFyLjzZH            				AC3283				17				LB
gBBDVlKE                    				AC3283				18				UB
hByIp                       				AC3284				1				UB
ATQZLUv                     				AC3284				2				SL




PNR Number: 22517_20221101_0_2428_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

P                           				SL2428				11				UB
QSCGtOgkD                   				SL2428				12				LB
JruCKrA                     				SL2428				13				MB
NFXZkHVamMEyCgU             				SL2428				14				UB
FaHNYdTZhxlv                				SL2428				15				LB
jYLU                        				SL2428				16				MB
bvFFgGKUtGuEr               				SL2428				17				UB
RATKMogRxeZADDdL            				SL2428				18				SL
uJuCmBhs                    				SL2428				19				SU
zL                          				SL2428				20				LB
bVXpW                       				SL2428				21				MB
gMHJaMzHeAV                 				SL2428				22				UB
nRFjYEv                     				SL2428				23				LB
DnEeU                       				SL2428				24				MB
AWfqvyl                     				SL2429				1				LB
NaSRyu                      				SL2429				2				MB
JVrSolsYvztow               				SL2429				3				UB
HfHyzKJgtnCYQQ              				SL2429				4				LB
PvprYVJPnfPfnjV             				SL2429				5				MB
NTcTAnqmsRjwsP              				SL2429				6				UB
JLimkD                      				SL2429				7				SL
ieKHFqp                     				SL2429				8				SU




PNR Number: 22517_20221101_1_3277_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

A                           				AC3277				12				UB
aJHTWheONxBBXjPQ            				AC3277				13				UB
P                           				AC3277				14				SL
OMpiR                       				AC3277				15				SU
FWDjUfJy                    				AC3277				16				LB
XkTY                        				AC3277				17				LB
WDazWOVGiXtboHpE            				AC3277				18				UB
sC                          				AC3278				1				UB
bmOs                        				AC3278				2				SL
JQGUga                      				AC3278				3				SU
SJrgmpGL                    				AC3278				4				LB
GXVvOl                      				AC3278				5				LB
jdStGXBwYHNCI               				AC3278				6				UB
QmaqryIXL                   				AC3278				7				UB
YCmMDfhLTwgwZ               				AC3278				8				SL
thFfgS                      				AC3278				9				SU
kdJPJFzn                    				AC3278				10				LB
CpqmECvdIufEb               				AC3278				11				LB
mEbZgDZ                     				AC3278				12				UB
QjbcTFyfncooGfQ             				AC3278				13				UB




PNR Number: 22517_20221101_0_2468_9				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YNuufVy                     				SL2468				9				LB
oZbgqyknBpOk                				SL2468				10				MB
cCphKlPz                    				SL2468				11				UB
MBCNjnKnpAiiPm              				SL2468				12				LB
GzftG                       				SL2468				13				MB
OvKvmF                      				SL2468				14				UB
nX                          				SL2468				15				LB
pIGQFzmloaEGc               				SL2468				16				MB
GMWqLAomjXk                 				SL2468				17				UB
NclXzcYwGYGFcPDW            				SL2468				18				SL
apgrdi                      				SL2468				19				SU
H                           				SL2468				20				LB
CCnphJTgOEm                 				SL2468				21				MB
fNLxQxXUrS                  				SL2468				22				UB
YEpUzOifYT                  				SL2468				23				LB
tUzlXVtRcx                  				SL2468				24				MB




PNR Number: 22517_20221101_1_3314_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

JgClZXhlKADO                				AC3314				4				LB
bSzPOEIzMEN                 				AC3314				5				LB
RzNQHelzMGTKK               				AC3314				6				UB
HOoLZ                       				AC3314				7				UB
BAxcJ                       				AC3314				8				SL
UIPoZiiBPrZOnb              				AC3314				9				SU
JVYhM                       				AC3314				10				LB
jeGTbFIqjWVZ                				AC3314				11				LB
TTiJLmbePks                 				AC3314				12				UB
KmdmiMX                     				AC3314				13				UB
ClZBcSA                     				AC3314				14				SL
KKwGCTbGN                   				AC3314				15				SU
dnMsKihd                    				AC3314				16				LB
vTUugHSQnJStPceF            				AC3314				17				LB
ATm                         				AC3314				18				UB
nAFgJqoHmF                  				AC3315				1				UB
kcRJqo                      				AC3315				2				SL
rrbwxknsDjwZuxaH            				AC3315				3				SU
BlCYBHvfOMYtr               				AC3315				4				LB
Wr                          				AC3315				5				LB
Kzn                         				AC3315				6				UB
Oan                         				AC3315				7				UB
PSbd                        				AC3315				8				SL
alVJZLflwbu                 				AC3315				9				SU
AcIbkfejzyCF                				AC3315				10				LB
mZMF                        				AC3315				11				LB
fLsJpiginAZCB               				AC3315				12				UB
rH                          				AC3315				13				UB
o                           				AC3315				14				SL
SFAhxFFhbEjvF               				AC3315				15				SU
j                           				AC3315				16				LB
KpMHyXgiep                  				AC3315				17				LB
SoUsbfwnJz                  				AC3315				18				UB
jMna                        				AC3316				1				UB
jQsIGwVkCKy                 				AC3316				2				SL
VjWfhkluFH                  				AC3316				3				SU
ru                          				AC3316				4				LB
mCETaeQl                    				AC3316				5				LB




PNR Number: 4652_20221101_1_3409_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

UCYnt                       				AC3409				18				UB
dogQuKVNT                   				AC3410				1				UB
INMCipTbymZsR               				AC3410				2				SL
jzdGTHBSLd                  				AC3410				3				SU
JDPiIP                      				AC3410				4				LB
gH                          				AC3410				5				LB




PNR Number: 4652_20221101_0_2373_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

rrliLkywvrgEP               				SL2373				8				SU
KspcyOLxEaLZlA              				SL2373				9				LB
bTzDCEnmQNJXYz              				SL2373				10				MB
faQdkN                      				SL2373				11				UB
ndQ                         				SL2373				12				LB
lauejCuxp                   				SL2373				13				MB
zpgSZW                      				SL2373				14				UB
EvogPZ                      				SL2373				15				LB
wRAqQLAN                    				SL2373				16				MB
SzfwBh                      				SL2373				17				UB
qnbWKpHNhLFvHw              				SL2373				18				SL
wUUwUiZ                     				SL2373				19				SU
fjVtfmI                     				SL2373				20				LB
oVCnWRPRtHg                 				SL2373				21				MB
eApcfgN                     				SL2373				22				UB
LGJolihz                    				SL2373				23				LB
pWejI                       				SL2373				24				MB
UyYhtRSLaVIDJ               				SL2374				1				LB
CODTRlnxNmRQIXpT            				SL2374				2				MB
YcC                         				SL2374				3				UB
jYlUPT                      				SL2374				4				LB
M                           				SL2374				5				MB
wrpdEkZFuya                 				SL2374				6				UB
qLhbUH                      				SL2374				7				SL
tCVyLSLnF                   				SL2374				8				SU
pNLYeTn                     				SL2374				9				LB




PNR Number: 22517_20221101_0_2524_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ePCCvkGumZ                  				SL2524				12				LB
NHcOijNXMNGa                				SL2524				13				MB
o                           				SL2524				14				UB
shqdpROvzrTsjW              				SL2524				15				LB
MUxgvGPiBQ                  				SL2524				16				MB
XYBlCWZtDFdKc               				SL2524				17				UB
VDSCc                       				SL2524				18				SL
JIMoPXfYFMQ                 				SL2524				19				SU
XRt                         				SL2524				20				LB
lv                          				SL2524				21				MB
NArVJnlzA                   				SL2524				22				UB
zdesYu                      				SL2524				23				LB
uWwbzJhG                    				SL2524				24				MB
NcbfCBDktZHuB               				SL2525				1				LB
snvELVMnWrjlvJP             				SL2525				2				MB
UXYrILTmvf                  				SL2525				3				UB
PJAypBGHlQgc                				SL2525				4				LB
HfdpLS                      				SL2525				5				MB
KfipLlL                     				SL2525				6				UB
hwcngEyEXOTcYF              				SL2525				7				SL
CqPjMNEgBmIrEs              				SL2525				8				SU
ZkzqRJxFGUaj                				SL2525				9				LB




PNR Number: 4652_20221101_1_3421_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

il                          				AC3421				15				SU
w                           				AC3421				16				LB
NX                          				AC3421				17				LB
VELcomBl                    				AC3421				18				UB
BBsozqs                     				AC3422				1				UB
wTKtmFfxf                   				AC3422				2				SL
sBs                         				AC3422				3				SU
GqUI                        				AC3422				4				LB
akjuO                       				AC3422				5				LB
axdrj                       				AC3422				6				UB
YLzdB                       				AC3422				7				UB
RdgaZxWZNT                  				AC3422				8				SL




PNR Number: 22517_20221101_0_2525_23				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YiJMRKCODKgOVh              				SL2525				23				LB
q                           				SL2525				24				MB
GcllrQqVqB                  				SL2526				1				LB
bcGrhpZJEutBxQK             				SL2526				2				MB




PNR Number: 22517_20221101_1_3373_6				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

NvZHksdMeARZesiJ            				AC3373				6				UB
GA                          				AC3373				7				UB
nwuUpjzGbsvXHbq             				AC3373				8				SL
znkVRH                      				AC3373				9				SU
XlaENZX                     				AC3373				10				LB
XkXlEiWxzwZnnX              				AC3373				11				LB
LdPxzUdx                    				AC3373				12				UB
hgucx                       				AC3373				13				UB




PNR Number: 4652_20221101_0_2389_19				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

DtKZ                        				SL2389				19				SU
hsZe                        				SL2389				20				LB
XaDjGBuepxDTor              				SL2389				21				MB
omeitvmdUd                  				SL2389				22				UB
TvhEjraKRqGqNgvI            				SL2389				23				LB
Pklry                       				SL2389				24				MB
hOQcotIULHlWJP              				SL2390				1				LB
IJmsOvUtMnqrBVEn            				SL2390				2				MB




PNR Number: 22517_20221101_0_2540_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nTYZHOlvOJOPOhOO            				SL2540				14				UB
ethO                        				SL2540				15				LB
vFFV                        				SL2540				16				MB
XTOhgUXGHzRI                				SL2540				17				UB
zgMpiTeEtbcyIzf             				SL2540				18				SL
Arh                         				SL2540				19				SU
bPAXadhLuh                  				SL2540				20				LB
UmdaXg                      				SL2540				21				MB
NIHuCrVXiuj                 				SL2540				22				UB
Z                           				SL2540				23				LB
uMzwIUQtohkzeaxe            				SL2540				24				MB
emUPfVlQL                   				SL2541				1				LB
MTwmhB                      				SL2541				2				MB
HtIxVBdrNfnbXAL             				SL2541				3				UB
Ul                          				SL2541				4				LB
d                           				SL2541				5				MB
TvKkMwdXeMiRpRZE            				SL2541				6				UB
LRn                         				SL2541				7				SL
LSEerctFswsauDbX            				SL2541				8				SU
YvspQTNBOeFASTk             				SL2541				9				LB
wHksQjmyZlFQEXPf            				SL2541				10				MB
EEINusun                    				SL2541				11				UB
MZmR                        				SL2541				12				LB
V                           				SL2541				13				MB
RiaoUMk                     				SL2541				14				UB
RNHovmshynEv                				SL2541				15				LB
rYoZlYtWd                   				SL2541				16				MB
DGiWF                       				SL2541				17				UB
pNyYRVTLh                   				SL2541				18				SL
TiHTaEnhmM                  				SL2541				19				SU
IVkn                        				SL2541				20				LB
mkaHZOPXSqljEt              				SL2541				21				MB
hN                          				SL2541				22				UB
AIbPEUt                     				SL2541				23				LB
btEAjQku                    				SL2541				24				MB
AfymFbNnapORk               				SL2542				1				LB
DjhnszAUa                   				SL2542				2				MB
REBRC                       				SL2542				3				UB




PNR Number: 22517_20221101_0_2542_18				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

yF                          				SL2542				18				SL
Hk                          				SL2542				19				SU
K                           				SL2542				20				LB
IJVFqOvOiu                  				SL2542				21				MB
wwm                         				SL2542				22				UB
mueskBMVTmHQ                				SL2542				23				LB




PNR Number: 22517_20221101_1_3406_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

DCgbp                       				AC3406				2				SL
GhKplVEyHar                 				AC3406				3				SU
zEim                        				AC3406				4				LB
ekF                         				AC3406				5				LB
q                           				AC3406				6				UB
SybttaSNHbYlo               				AC3406				7				UB
FWtyyhkBGEVr                				AC3406				8				SL
yDhZJUUrzb                  				AC3406				9				SU
AvCznsHYnmaO                				AC3406				10				LB
LCNxfpmHMSGS                				AC3406				11				LB
JPFAyHIocCnIMabo            				AC3406				12				UB
XeNTWRMKJKzX                				AC3406				13				UB




PNR Number: 22517_20221101_0_2565_6				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

TsKCRjLuBJMBUxC             				SL2565				6				UB
pnak                        				SL2565				7				SL
CIcSTrzUiZFmMObN            				SL2565				8				SU
MLZ                         				SL2565				9				LB
wDSeohjViHSqofz             				SL2565				10				MB
QJdDSEMrvVvDc               				SL2565				11				UB
jSaFw                       				SL2565				12				LB




PNR Number: 4652_20221101_0_2419_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

euZEhAFV                    				SL2419				8				SU
tg                          				SL2419				9				LB
SLCWaBTndKtbQ               				SL2419				10				MB
kasdJwkOtetAAXZO            				SL2419				11				UB
u                           				SL2419				12				LB
MXKBHPBBDZmU                				SL2419				13				MB
iRpJYeJBEiWfNuNQ            				SL2419				14				UB
EDSrgvROYUm                 				SL2419				15				LB
dOUDvh                      				SL2419				16				MB
EXQNtYzKA                   				SL2419				17				UB
gveUjAfqcEE                 				SL2419				18				SL
cyPdlK                      				SL2419				19				SU
erSgspxSSogIgM              				SL2419				20				LB
FgPUcYfVNgAuSH              				SL2419				21				MB
fGmplFNIkpoTiaSD            				SL2419				22				UB
fZsrAcWRrER                 				SL2419				23				LB
eIUyJiCojptI                				SL2419				24				MB
OtDMhgMoekFVMp              				SL2420				1				LB
ATJqXdeMkwvQKx              				SL2420				2				MB
oDScRjGgCxDF                				SL2420				3				UB
xXmsCjHUYdOreZeH            				SL2420				4				LB
FljciJ                      				SL2420				5				MB
oi                          				SL2420				6				UB
jDsiJJF                     				SL2420				7				SL
xQimupPpbOYuGHcb            				SL2420				8				SU
xAAZQaVqiRXlS               				SL2420				9				LB
Mbw                         				SL2420				10				MB
tXz                         				SL2420				11				UB
JTjbgnYBpYCXbL              				SL2420				12				LB
qhESBOnaqSbB                				SL2420				13				MB
EUPhGR                      				SL2420				14				UB
stFoZ                       				SL2420				15				LB
KfO                         				SL2420				16				MB
aJlnOIRxExKr                				SL2420				17				UB
fGAJOfxucy                  				SL2420				18				SL




PNR Number: 4652_20221101_0_2420_19				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

EPP                         				SL2420				19				SU
Iadf                        				SL2420				20				LB
gtvIpHG                     				SL2420				21				MB




PNR Number: 4652_20221101_1_3469_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

M                           				AC3469				6				UB
iIkBxSiYATdpKDw             				AC3469				7				UB
DscqJbj                     				AC3469				8				SL
gBbehtEOczZJaN              				AC3469				9				SU
jEFTKnxutRQTBgLB            				AC3469				10				LB
NzWynnJwgakpR               				AC3469				11				LB
QGWlgh                      				AC3469				12				UB
oTizMow                     				AC3469				13				UB
GSbEUEkVJOZJywOZ            				AC3469				14				SL
xqJwqJkOQoLE                				AC3469				15				SU
KxSXZjXCUsjTU               				AC3469				16				LB
kKYR                        				AC3469				17				LB
EJQVO                       				AC3469				18				UB
AEn                         				AC3470				1				UB
LkpWE                       				AC3470				2				SL
l                           				AC3470				3				SU
Qacx                        				AC3470				4				LB
dWvhPTWtylMnNT              				AC3470				5				LB
dPgBNIINByOTlt              				AC3470				6				UB
UYJUSWiXdQuJV               				AC3470				7				UB
USmFkJ                      				AC3470				8				SL




PNR Number: 4652_20221101_1_3470_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

whKCno                      				AC3470				9				SU
SyJLXykmwocLqE              				AC3470				10				LB
nNuYqcZQm                   				AC3470				11				LB
KlJUaxbnVYKTP               				AC3470				12				UB
DYxinw                      				AC3470				13				UB
MsQwrLFWlVXlYHL             				AC3470				14				SL
W                           				AC3470				15				SU
WtwOGcNkgy                  				AC3470				16				LB




PNR Number: 4652_20221101_0_2424_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nJhbZXNlnV                  				SL2424				8				SU
ZzcplUG                     				SL2424				9				LB
PBPqeZUl                    				SL2424				10				MB
YObxaujh                    				SL2424				11				UB
FhaWQYopKnGLQpW             				SL2424				12				LB
Wg                          				SL2424				13				MB
OtwsLPzdyja                 				SL2424				14				UB
uZfeFsusVJMJk               				SL2424				15				LB
PryEFkbmMtzDu               				SL2424				16				MB
stJoTIFAtFMV                				SL2424				17				UB
iMQgxPFnqhY                 				SL2424				18				SL
KQ                          				SL2424				19				SU
BcXtZM                      				SL2424				20				LB
fzFSQt                      				SL2424				21				MB
DcvOMfMMMYz                 				SL2424				22				UB
BhVEE                       				SL2424				23				LB
CoIqzhsCACHkAwsz            				SL2424				24				MB
N                           				SL2425				1				LB
eZgNQXdSYKfhY               				SL2425				2				MB
l                           				SL2425				3				UB
brdvixqQyuROUVH             				SL2425				4				LB
HSnaaCJzk                   				SL2425				5				MB
hmEwHSSDWa                  				SL2425				6				UB
xCVKADa                     				SL2425				7				SL
IQj                         				SL2425				8				SU
yXFnmooauOTgG               				SL2425				9				LB
JGbvplQnzNquXDPY            				SL2425				10				MB
eBTClIOxhXBn                				SL2425				11				UB
fqPUqzfnqHwj                				SL2425				12				LB
eFCfVwdRng                  				SL2425				13				MB
pm                          				SL2425				14				UB
jbbjwqcuGmCBKT              				SL2425				15				LB
NJMywkMAC                   				SL2425				16				MB
avOdqKiOwGIFCrs             				SL2425				17				UB
LczoqRe                     				SL2425				18				SL




PNR Number: 4652_20221101_0_2429_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

CN                          				SL2429				4				LB
Xg                          				SL2429				5				MB
miZ                         				SL2429				6				UB




PNR Number: 22517_20221101_1_3441_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

xNGhLgAMbf                  				AC3441				12				UB
N                           				AC3441				13				UB
M                           				AC3441				14				SL
BoLcbnFISBGa                				AC3441				15				SU
AQ                          				AC3441				16				LB
EomhSUWKeAY                 				AC3441				17				LB
FLQKXNAckzEItx              				AC3441				18				UB
JmxeXDIeVUHz                				AC3442				1				UB
ewFxFulVhCF                 				AC3442				2				SL
Fes                         				AC3442				3				SU
XEzTGXovI                   				AC3442				4				LB
eJ                          				AC3442				5				LB




PNR Number: 4652_20221101_0_2437_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

aTpwSPjTRdTYsJ              				SL2437				2				MB
MXuxGomauQb                 				SL2437				3				UB
MqSASnGxqrzmhftz            				SL2437				4				LB
qKYufQ                      				SL2437				5				MB
vKMTuTyEBE                  				SL2437				6				UB
LjurKB                      				SL2437				7				SL
TAUeNVJlJYJMskU             				SL2437				8				SU
xiZS                        				SL2437				9				LB
KVrvY                       				SL2437				10				MB
fJaONAakaq                  				SL2437				11				UB
cGZdztQxr                   				SL2437				12				LB
tfHZoZZ                     				SL2437				13				MB




PNR Number: 22517_20221101_1_3455_18				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

P                           				AC3455				18				UB
JqZwvc                      				AC3456				1				UB
BlCAJnA                     				AC3456				2				SL
CgBuWywPmBRxI               				AC3456				3				SU
yQD                         				AC3456				4				LB
UZMNMySBMOPPoHNd            				AC3456				5				LB
bdcMrJvEpNmyX               				AC3456				6				UB
udPGeIeIqogOcY              				AC3456				7				UB
ZknCEMeASOHmus              				AC3456				8				SL
qHtGpYaPabqGyOn             				AC3456				9				SU
Hu                          				AC3456				10				LB
YteVyyTU                    				AC3456				11				LB
HOFrRgaNLUXWUp              				AC3456				12				UB
OsXwe                       				AC3456				13				UB
vxddrmWxW                   				AC3456				14				SL
CqtToOzUEhiADY              				AC3456				15				SU
sJCddZVgatGOig              				AC3456				16				LB
okEsRGYgKo                  				AC3456				17				LB
HMDlZq                      				AC3456				18				UB
F                           				AC3457				1				UB
FwNmN                       				AC3457				2				SL
Ii                          				AC3457				3				SU
wSTduFw                     				AC3457				4				LB
JJQJfZqEBcapulZ             				AC3457				5				LB
V                           				AC3457				6				UB
vfCjFCKR                    				AC3457				7				UB
CkstUHksVQzhbQHM            				AC3457				8				SL
FUYPTqApKMpDBLKB            				AC3457				9				SU
wTGSYHXYXwZ                 				AC3457				10				LB




PNR Number: 4652_20221101_0_2449_7				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

f                           				SL2449				7				SL




PNR Number: 4652_20221101_1_3513_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nkUkbKz                     				AC3513				2				SL
HUNkllldt                   				AC3513				3				SU
SJlcWeUeyKIYjlnW            				AC3513				4				LB
bdZXlrKNLaCTv               				AC3513				5				LB
a                           				AC3513				6				UB
EOsRRfukkZdlOK              				AC3513				7				UB
fgdDcHWKSExspitX            				AC3513				8				SL
NhQzkW                      				AC3513				9				SU




PNR Number: 22517_20221101_0_2596_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Yje                         				SL2596				17				UB
fBiZJ                       				SL2596				18				SL
CrvhmVyNySaUnOv             				SL2596				19				SU
fibJYKoXwNFae               				SL2596				20				LB
OApCwicocPr                 				SL2596				21				MB
EalSlPSOOjJE                				SL2596				22				UB
HIsSzUVfbkQF                				SL2596				23				LB
lwDirWkGE                   				SL2596				24				MB
swoHJVtOLAwOoNK             				SL2597				1				LB
crt                         				SL2597				2				MB
ccUzsNleShLO                				SL2597				3				UB
LgQ                         				SL2597				4				LB
NiKnoBVTukRaJqdz            				SL2597				5				MB
E                           				SL2597				6				UB
iHUnzlWOQKRQ                				SL2597				7				SL
