PNR Number: 22517_20221101_1_2816_1				Train Number :22517				Date of Journey:2022-11-01
GM                          				SL2408				9				LB
EHYeYMwXRW                  				SL2408				10				MB
wQCPHRVkHI                  				SL2408				11				UB
rzQ                         				SL2408				12				LB
zbjqkh                      				SL2408				13				MB
uWZE                        				SL2408				14				UB
OeodRAewHOKVs               				SL2408				15				LB
CNNJPw                      				SL2408				16				MB
LuX                         				SL2408				17				UB
mG                          				SL2408				18				SL
WvdKYaw                     				SL2408				19				SU
AuVnPbyuFDlOdO              				SL2408				20				LB
yklp                        				SL2408				21				MB
EpPfsoLItVLiRk              				SL2408				22				UB
kHE                         				SL2408				23				LB
cdLVniUrHc                  				SL2408				24				MB
vvkbysiKTF                  				SL2409				1				LB
jtotkHRJ                    				SL2409				2				MB
zXcb                        				SL2409				3				UB
FPRmNdH                     				SL2409				4				LB
RslJlhcNqHT                 				SL2409				5				MB
TLRpwBBLZtupGLq             				SL2409				6				UB
hCv                         				SL2409				7				SL
Uuj                         				SL2409				8				SU
pvW                         				SL2409				9				LB
NEtmbeabp                   				SL2409				10				MB
gkYPaBDKIACzFo              				SL2409				11				UB
fayYEidjkng                 				SL2409				12				LB
rZYxIDqEVP                  				SL2409				13				MB
l                           				SL2409				14				UB
ho                          				SL2409				15				LB
baLAGcNbIITA                				SL2409				16				MB
aGxOQGAqKp                  				SL2409				17				UB
xsHKIPCIrhNNLCpJ            				SL2409				18				SL




PNR Number: 22517_20221101_1_3225_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

inzFxHq                     				AC3225				1				UB
lbJqKVxuNh                  				AC3225				2				SL
gLr                         				AC3225				3				SU
OeDd                        				AC3225				4				LB
wTJoB                       				AC3225				5				LB
pbBHbfUeQtSR                				AC3225				6				UB
VOOXMhYxFGKcsxw             				AC3225				7				UB




PNR Number: 22517_20221101_0_2414_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

KX                          				SL2414				17				UB
XRrazzPqKWnIcfMO            				SL2414				18				SL
OboBkjYMRe                  				SL2414				19				SU
hRf                         				SL2414				20				LB
pI                          				SL2414				21				MB
eUKQbqPAYrrFVv              				SL2414				22				UB
ErdbquDFddAcpb              				SL2414				23				LB
qmUaLpnuS                   				SL2414				24				MB
qNG                         				SL2415				1				LB
s                           				SL2415				2				MB
YKhlCvnshLsnr               				SL2415				3				UB
sfiXgOVnbf                  				SL2415				4				LB
ceFCHERilkPgFuXf            				SL2415				5				MB
BUcDqhNi                    				SL2415				6				UB
JeMYFKcktefWAI              				SL2415				7				SL
LwyMPjWQNvI                 				SL2415				8				SU
aMmTMq                      				SL2415				9				LB
XZYMKYB                     				SL2415				10				MB
yCo                         				SL2415				11				UB
B                           				SL2415				12				LB
pZpRMMAIXfaZ                				SL2415				13				MB
miJEseekBxxXwvf             				SL2415				14				UB
cnp                         				SL2415				15				LB
imKHWviTwCF                 				SL2415				16				MB
vDFfnBXGyP                  				SL2415				17				UB
pApLYW                      				SL2415				18				SL
zvgArlFdZgWipGpU            				SL2415				19				SU
ecrdGHxrLWNrhIfB            				SL2415				20				LB
NEx                         				SL2415				21				MB
ePp                         				SL2415				22				UB
CPjsfS                      				SL2415				23				LB
TUd                         				SL2415				24				MB
uvBVIHxbgNQpT               				SL2416				1				LB
GxSmpvUSvWWFYTU             				SL2416				2				MB
h                           				SL2416				3				UB
yoKWYSl                     				SL2416				4				LB
BkmN                        				SL2416				5				MB
pWrgmiFzSMqhoG              				SL2416				6				UB
NWYFUhWjNuGX                				SL2416				7				SL
sntqhWX                     				SL2416				8				SU




PNR Number: 22517_20221101_1_3227_15				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

eIKLcIPFgsCttAXh            				AC3227				15				SU
YkkFrSUePhfO                				AC3227				16				LB
nzJAJvGuogu                 				AC3227				17				LB
BzDL                        				AC3227				18				UB




PNR Number: 4652_20221101_1_3282_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

kiA                         				AC3282				8				SL




PNR Number: 4652_20221101_0_2283_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YGgVfuECfTrkCwgx            				SL2283				18				SL
j                           				SL2283				19				SU
NycfjGi                     				SL2283				20				LB
gnig                        				SL2283				21				MB
hJoqE                       				SL2283				22				UB
nzQobKvIdwAYqyN             				SL2283				23				LB
x                           				SL2283				24				MB
pnsgbRoyknBS                				SL2284				1				LB
QScxYtdG                    				SL2284				2				MB
MkWhrGR                     				SL2284				3				UB
VSSiRnDw                    				SL2284				4				LB
Xm                          				SL2284				5				MB
ICcmlaqsFAIxHEI             				SL2284				6				UB
mnawyltDabt                 				SL2284				7				SL
mUcNpXidUhVn                				SL2284				8				SU
FBkMHSyfZN                  				SL2284				9				LB
WYxCCHDllaL                 				SL2284				10				MB
wuO                         				SL2284				11				UB




PNR Number: 4652_20221101_0_2284_12				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

P                           				SL2284				12				LB
d                           				SL2284				13				MB
ZDCqGLuvcNCr                				SL2284				14				UB
TiCEVzFAEGWbNjUV            				SL2284				15				LB
HazmnNZNWEDj                				SL2284				16				MB
gkAxPvvVZc                  				SL2284				17				UB
wvQ                         				SL2284				18				SL
BwdDeLKZZQhIODY             				SL2284				19				SU
uCVS                        				SL2284				20				LB
JGZGsenZfqxg                				SL2284				21				MB
JiFKpKGBvobxTDM             				SL2284				22				UB
qLIblmjkiMzJ                				SL2284				23				LB
RcVYVxS                     				SL2284				24				MB
qjk                         				SL2285				1				LB
y                           				SL2285				2				MB
uHodEfnY                    				SL2285				3				UB
kHiHcMu                     				SL2285				4				LB
XXaqtkvXvQXf                				SL2285				5				MB




PNR Number: 4652_20221101_0_2285_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

m                           				SL2285				6				UB
LVcvVMoo                    				SL2285				7				SL
bjvpsFXzHABsskco            				SL2285				8				SU
g                           				SL2285				9				LB
vAPyFpLbTjL                 				SL2285				10				MB
wNYaEpdliZPUSr              				SL2285				11				UB
aRBdinCuUTenFT              				SL2285				12				LB
JMmMt                       				SL2285				13				MB
rDjqNfVwnjYDQj              				SL2285				14				UB
aCRlqTHVoVQuKv              				SL2285				15				LB
itNslBNEFmHQOGAj            				SL2285				16				MB
sZDMMIJCTE                  				SL2285				17				UB
xS                          				SL2285				18				SL
ieeth                       				SL2285				19				SU
xGFaicAG                    				SL2285				20				LB
bJRjrs                      				SL2285				21				MB
GaySCuEv                    				SL2285				22				UB
olkzM                       				SL2285				23				LB
BEFsbh                      				SL2285				24				MB
gXjtLqAOsxsptWm             				SL2286				1				LB
kdknfHjEdnPggwt             				SL2286				2				MB
UtnM                        				SL2286				3				UB
GbQpZuWuJsvdi               				SL2286				4				LB
fgiDTmtCfTPlhk              				SL2286				5				MB
OhlxbmQ                     				SL2286				6				UB
gSclflqjOpf                 				SL2286				7				SL
kSznQ                       				SL2286				8				SU




PNR Number: 4652_20221101_1_3289_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

crKsqK                      				AC3289				16				LB
sPGuRIIWTJRGVPLF            				AC3289				17				LB




PNR Number: 4652_20221101_1_3289_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

hq                          				AC3289				18				UB
yTb                         				AC3290				1				UB
vqGkMNRwR                   				AC3290				2				SL
oiYWgUbqZY                  				AC3290				3				SU
L                           				AC3290				4				LB
YcoGwewTUjVfz               				AC3290				5				LB
zCOObjtvn                   				AC3290				6				UB
lHOzTD                      				AC3290				7				UB
mbJtxKHfgIWeruOd            				AC3290				8				SL
qorxlXxX                    				AC3290				9				SU
Wpflxje                     				AC3290				10				LB
bhOdk                       				AC3290				11				LB
kim                         				AC3290				12				UB
wQNys                       				AC3290				13				UB
qhrPs                       				AC3290				14				SL
pTALApMkcv                  				AC3290				15				SU
lnhigC                      				AC3290				16				LB




PNR Number: 22517_20221101_1_3265_6				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wlQHKmejVCWo                				AC3265				6				UB
AOvahmiJJwNyjHZc            				AC3265				7				UB
OCuAfYaKymNAo               				AC3265				8				SL
EnSl                        				AC3265				9				SU
dSHKesnbcmBSTq              				AC3265				10				LB
OU                          				AC3265				11				LB
bCIvaLvokhhka               				AC3265				12				UB
ZETsomuIwcdtYb              				AC3265				13				UB
xizo                        				AC3265				14				SL
VrTzXe                      				AC3265				15				SU
FTOTAtqR                    				AC3265				16				LB
RITN                        				AC3265				17				LB
sRegSfDHUQ                  				AC3265				18				UB
efOnvohGsiUnBGpA            				AC3266				1				UB
EXvti                       				AC3266				2				SL
TLiqIhMhr                   				AC3266				3				SU
oIalCfOzj                   				AC3266				4				LB
vFeCtJUuAiomjqZU            				AC3266				5				LB
WrEsKklIzMvgdb              				AC3266				6				UB
tl                          				AC3266				7				UB
qrCHAoeIaZVqSo              				AC3266				8				SL
IdREM                       				AC3266				9				SU
b                           				AC3266				10				LB
cODNOjMePKASWdp             				AC3266				11				LB
KgyxxQmtYTLale              				AC3266				12				UB
ZZMzxS                      				AC3266				13				UB
zoDZtIEu                    				AC3266				14				SL
amvpFBQAJRWjY               				AC3266				15				SU
MIarm                       				AC3266				16				LB
RlnLbeUULCdogm              				AC3266				17				LB
JwyUEXkwZmmGN               				AC3266				18				UB




PNR Number: 4652_20221101_1_3317_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

jlScdJGCUHMpGga             				AC3317				15				SU
om                          				AC3317				16				LB
G                           				AC3317				17				LB
cYTGN                       				AC3317				18				UB
zzI                         				AC3318				1				UB
wIW                         				AC3318				2				SL
ezuLjAqR                    				AC3318				3				SU
RIVZwoA                     				AC3318				4				LB
rBywkQRyLkwvXOBr            				AC3318				5				LB
l                           				AC3318				6				UB
vUbrl                       				AC3318				7				UB
Jydk                        				AC3318				8				SL
upiDkCmaQJuz                				AC3318				9				SU
dgzyxvqi                    				AC3318				10				LB




PNR Number: 22517_20221101_1_3288_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

dBOPlrULp                   				AC3288				17				LB




PNR Number: 4652_20221101_0_2315_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

aaKeQzIWMK                  				SL2315				9				LB
rVhEwbQrd                   				SL2315				10				MB




PNR Number: 4652_20221101_0_2321_7				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

zehxpcv                     				SL2321				7				SL
SCQoVQsnWZ                  				SL2321				8				SU
pixcc                       				SL2321				9				LB
HaBPJkGRfGXTd               				SL2321				10				MB
n                           				SL2321				11				UB
iqNCH                       				SL2321				12				LB
uPzmBuUt                    				SL2321				13				MB
y                           				SL2321				14				UB
WoWjW                       				SL2321				15				LB
dnThaXDPvNuKzeb             				SL2321				16				MB
jfyMmnjkVYfyC               				SL2321				17				UB
XZydATtO                    				SL2321				18				SL
JJXUymHqGmGdhjfQ            				SL2321				19				SU
jzqEKjuC                    				SL2321				20				LB
Q                           				SL2321				21				MB
OoaB                        				SL2321				22				UB
LHcinPrqZASWN               				SL2321				23				LB
jr                          				SL2321				24				MB
EAVW                        				SL2322				1				LB
IqLpapelzxP                 				SL2322				2				MB
doWyOSPQqzAEG               				SL2322				3				UB
cCnFv                       				SL2322				4				LB
fLTghmTzRALvkD              				SL2322				5				MB
vEvvEItIiXqKg               				SL2322				6				UB
zdJLYTIGchCSHg              				SL2322				7				SL




PNR Number: 4652_20221101_0_2334_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

jxwRIBnQuEKmFplB            				SL2334				2				MB
lIGOTTpXBflMkz              				SL2334				3				UB
iO                          				SL2334				4				LB
SCmlErbjxmcFyH              				SL2334				5				MB
ZI                          				SL2334				6				UB
UDwd                        				SL2334				7				SL
jtZzZ                       				SL2334				8				SU
aBp                         				SL2334				9				LB
sSGgYCNu                    				SL2334				10				MB
qAuHRnIrma                  				SL2334				11				UB
nFY                         				SL2334				12				LB
PVsBOGllOdruhgu             				SL2334				13				MB
cpISCiKEHkLNkQgc            				SL2334				14				UB
Y                           				SL2334				15				LB
chrTV                       				SL2334				16				MB
IjLZZ                       				SL2334				17				UB
F                           				SL2334				18				SL
pQQurjI                     				SL2334				19				SU
StRSdbbahLJGsj              				SL2334				20				LB
qckNBftlKcaS                				SL2334				21				MB
ecb                         				SL2334				22				UB
OnNYg                       				SL2334				23				LB
idj                         				SL2334				24				MB
ELP                         				SL2335				1				LB
qTneoHzkaAhGoMtX            				SL2335				2				MB
M                           				SL2335				3				UB
WBTGITwW                    				SL2335				4				LB
Mg                          				SL2335				5				MB
tZ                          				SL2335				6				UB
rXKxkaWsoIEpKLNK            				SL2335				7				SL
rOqBksCbvuZq                				SL2335				8				SU




PNR Number: 22517_20221101_0_2492_23				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ocpPmSbmZViA                				SL2492				23				LB
VkkEF                       				SL2492				24				MB
oBgszeipKNRBC               				SL2493				1				LB
zKEfgQx                     				SL2493				2				MB
XxTFKtjcZCHJi               				SL2493				3				UB
hCPivrYpVvNfKvU             				SL2493				4				LB
GwpyMszwWwwGQRpZ            				SL2493				5				MB
tktNRgYYz                   				SL2493				6				UB
CHPZULq                     				SL2493				7				SL
OOkNuRPnhPYoAM              				SL2493				8				SU
wyJnfTc                     				SL2493				9				LB
lMdpOkSsAkvS                				SL2493				10				MB
zNzUsckLn                   				SL2493				11				UB
NyHIUVuxHT                  				SL2493				12				LB
eAT                         				SL2493				13				MB
qHLtnCpis                   				SL2493				14				UB
AsVdb                       				SL2493				15				LB
BHpCdGDyTGHYbxY             				SL2493				16				MB
IcDAXLcrtDzjH               				SL2493				17				UB
RXNgXhIrJMTH                				SL2493				18				SL
PsS                         				SL2493				19				SU
uRnMwvFEpbed                				SL2493				20				LB
AYtgGgpFb                   				SL2493				21				MB
WMQvoAxVyvihw               				SL2493				22				UB
rTPykESpinFn                				SL2493				23				LB
PzGJlkjmxuOdTC              				SL2493				24				MB
uepgLtSvsglLtAY             				SL2494				1				LB
iRdxkJaqxRTg                				SL2494				2				MB
eCtBZONV                    				SL2494				3				UB
mhgfbpHw                    				SL2494				4				LB
lPrzpihEFuuCGq              				SL2494				5				MB
DFXU                        				SL2494				6				UB
lHSCLbMftNFKS               				SL2494				7				SL
qq                          				SL2494				8				SU
FJwdpmwgUoinlZGY            				SL2494				9				LB
yIDVokDTla                  				SL2494				10				MB
qvneaFCGtjKayzK             				SL2494				11				UB
OOuQkDHqOeOcll              				SL2494				12				LB
y                           				SL2494				13				MB




PNR Number: 4652_20221101_1_3390_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

oMczyxabXjOqXHaQ            				AC3390				9				SU
GGzxlmUK                    				AC3390				10				LB
MuKUFkIgxSyQy               				AC3390				11				LB
VYeyQoY                     				AC3390				12				UB
uAZWm                       				AC3390				13				UB
R                           				AC3390				14				SL
AwPxKMiomGot                				AC3390				15				SU
LYvmJxfaLDl                 				AC3390				16				LB
KUuXbyOtfD                  				AC3390				17				LB
aLQFtEcTdi                  				AC3390				18				UB
CbsiXbNpXKh                 				AC3391				1				UB
bFjIANmvtaQY                				AC3391				2				SL
OQQYvkNQv                   				AC3391				3				SU
zgQLHOBkcIqUXml             				AC3391				4				LB
wSRIuJkzWysPINV             				AC3391				5				LB
fOiITH                      				AC3391				6				UB
hHlFHzxJkysO                				AC3391				7				UB
ifxUQxVTVF                  				AC3391				8				SL
HRsGz                       				AC3391				9				SU
AALTbWmKhMYXZbV             				AC3391				10				LB
tUMQKmvYfH                  				AC3391				11				LB
GoDKjVgjSwYKsK              				AC3391				12				UB
baS                         				AC3391				13				UB
vkfcua                      				AC3391				14				SL
rDKuKgntD                   				AC3391				15				SU
Ipr                         				AC3391				16				LB
naWstfFmnRUXQ               				AC3391				17				LB
WWGsFYHBMzFjLZW             				AC3391				18				UB
BMXtySI                     				AC3392				1				UB
iIdBl                       				AC3392				2				SL
VGUOyE                      				AC3392				3				SU
iqlkSK                      				AC3392				4				LB
tMUyeGodWDN                 				AC3392				5				LB
kCRMGIeWdazn                				AC3392				6				UB




PNR Number: 4652_20221101_1_3392_7				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YdGxvxRnbWobwE              				AC3392				7				UB
lQYdCeU                     				AC3392				8				SL
qJrqTLSnTMLReVaH            				AC3392				9				SU
swVldtcijXNzd               				AC3392				10				LB
XfyBOwCkxuIgj               				AC3392				11				LB
Zt                          				AC3392				12				UB
xrGdPj                      				AC3392				13				UB
jQsWCWPmoDnP                				AC3392				14				SL
tKTtoyiBBTyw                				AC3392				15				SU
SnQaHhxEQTkCr               				AC3392				16				LB
PDYrAsCsVvZruFvL            				AC3392				17				LB
JZd                         				AC3392				18				UB
TlzuCWeeSYmUN               				AC3393				1				UB
ap                          				AC3393				2				SL
qxdgSjcSmGz                 				AC3393				3				SU
zP                          				AC3393				4				LB
WtfpiIPxZEBO                				AC3393				5				LB
oHayvTBTvqGUfIa             				AC3393				6				UB
qWGtqidV                    				AC3393				7				UB




PNR Number: 4652_20221101_0_2371_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

udyVl                       				SL2371				13				MB
kLzBLZTOEs                  				SL2371				14				UB
tNDpGQeuwSyqhkEh            				SL2371				15				LB
wUghPboUhwR                 				SL2371				16				MB
SW                          				SL2371				17				UB
awrzMxkzYygOdQk             				SL2371				18				SL
PqVbSOaNJ                   				SL2371				19				SU
IZGYcmQhiRP                 				SL2371				20				LB
uCdaZzhFVhapBHD             				SL2371				21				MB
jKZ                         				SL2371				22				UB
CJMZwKTieHjBQ               				SL2371				23				LB
n                           				SL2371				24				MB
GtDpZnyBPCAungvh            				SL2372				1				LB
GIBEhCEogfw                 				SL2372				2				MB
Vlr                         				SL2372				3				UB
hcCyQc                      				SL2372				4				LB
WPIgEk                      				SL2372				5				MB
BenJAWly                    				SL2372				6				UB
McsCV                       				SL2372				7				SL
wCFid                       				SL2372				8				SU
TFM                         				SL2372				9				LB
SdqSR                       				SL2372				10				MB
bIjSTjNOQQu                 				SL2372				11				UB
YhXHkZAUB                   				SL2372				12				LB
Ogibfs                      				SL2372				13				MB
QYlCx                       				SL2372				14				UB
qiwkeenuGagdvga             				SL2372				15				LB
C                           				SL2372				16				MB
BxDqXtgGZnaB                				SL2372				17				UB
ShWwcQ                      				SL2372				18				SL
zFKubBStSdPabUX             				SL2372				19				SU
UUIbJdKdBVjNnq              				SL2372				20				LB
HmUNc                       				SL2372				21				MB
dsSZPwMwVqeeqYxe            				SL2372				22				UB
WqmjspJUrePxwoPO            				SL2372				23				LB
aaCcaTcFGmXOM               				SL2372				24				MB
QCiQDJN                     				SL2373				1				LB
uCikBREHDpTu                				SL2373				2				MB




PNR Number: 4652_20221101_0_2377_21				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FXiFGXQLsYjLfP              				SL2377				21				MB
LhvucDmyQOAXv               				SL2377				22				UB
SJkyLsv                     				SL2377				23				LB
gKKPjRXUzIJS                				SL2377				24				MB
KgayjiODcueCyBU             				SL2378				1				LB
IxrrALdlmhSMELR             				SL2378				2				MB
veUDfmYhddgsi               				SL2378				3				UB
PQWeTWDA                    				SL2378				4				LB
PhEwFNpJWkZxbwP             				SL2378				5				MB
dqgWlqU                     				SL2378				6				UB
K                           				SL2378				7				SL
gQufMWWthrZO                				SL2378				8				SU
WQFibUnoAfAfbka             				SL2378				9				LB
YxEw                        				SL2378				10				MB
cR                          				SL2378				11				UB
sGjGIUILCamurJc             				SL2378				12				LB
GwVkheUpqJrY                				SL2378				13				MB
ZxtEzQtvsFn                 				SL2378				14				UB
fdfp                        				SL2378				15				LB
TUiAgzyizbjnUv              				SL2378				16				MB
sciqfNWWgJFMXk              				SL2378				17				UB
GJ                          				SL2378				18				SL
wzgWVUjk                    				SL2378				19				SU
Qs                          				SL2378				20				LB
nnhZpDMSGKFRk               				SL2378				21				MB
mAhhSuvz                    				SL2378				22				UB
TDj                         				SL2378				23				LB
rIGwoCYggM                  				SL2378				24				MB
jirIXeXcYQ                  				SL2379				1				LB
fnJbCw                      				SL2379				2				MB
eQxbQNKQ                    				SL2379				3				UB
wvMRezlrGGx                 				SL2379				4				LB
JcuTclYnpUozDNtB            				SL2379				5				MB




PNR Number: 4652_20221101_1_3427_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YPpgl                       				AC3427				10				LB
fWdKHUSzbzlC                				AC3427				11				LB
cCgi                        				AC3427				12				UB
C                           				AC3427				13				UB
LqsKVHF                     				AC3427				14				SL
oNrxUlMAvdOgIx              				AC3427				15				SU
oJELeCmBPIvLCh              				AC3427				16				LB
xMoTUbeyk                   				AC3427				17				LB
soJP                        				AC3427				18				UB
BGJK                        				AC3428				1				UB
ViSSrwGJk                   				AC3428				2				SL
DCsSkkIpRyOSidRT            				AC3428				3				SU
fZ                          				AC3428				4				LB
Y                           				AC3428				5				LB
BrYlcsqGzha                 				AC3428				6				UB
IxnAJ                       				AC3428				7				UB
FwdAuVcNYuyBYvVx            				AC3428				8				SL
t                           				AC3428				9				SU




PNR Number: 22517_20221101_0_2529_15				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

XYJCkD                      				SL2529				15				LB
cvKGNtsMBKGoDi              				SL2529				16				MB
IqgvxWyxszUT                				SL2529				17				UB
TiFQqVWeklXzQInC            				SL2529				18				SL
TYhAoGzJWLl                 				SL2529				19				SU
Wph                         				SL2529				20				LB
BRJBgTdigzGrbAd             				SL2529				21				MB




PNR Number: 22517_20221101_1_3381_8				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

uYHNlkrulUBn                				AC3381				8				SL
QkoVeboZNwJfYRY             				AC3381				9				SU
MgPwvSBCihD                 				AC3381				10				LB
kZRIMoqSAgZh                				AC3381				11				LB
wkzNN                       				AC3381				12				UB
FivVsUNZwG                  				AC3381				13				UB
SWGOyuSibIfwU               				AC3381				14				SL
cOpFOhaMIP                  				AC3381				15				SU
TAsdf                       				AC3381				16				LB
WLj                         				AC3381				17				LB
joPXb                       				AC3381				18				UB
HS                          				AC3382				1				UB
SzSkYxziC                   				AC3382				2				SL
OazmVMfuCbPTTYn             				AC3382				3				SU




PNR Number: 4652_20221101_1_3437_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FafHflWvl                   				AC3437				6				UB
OJGfHpcWQQm                 				AC3437				7				UB
EhWqOAjtAhbc                				AC3437				8				SL
nrS                         				AC3437				9				SU
qLPb                        				AC3437				10				LB
AIL                         				AC3437				11				LB
TJpYE                       				AC3437				12				UB
vHHuVwXiR                   				AC3437				13				UB
rb                          				AC3437				14				SL
SHx                         				AC3437				15				SU
DIAveeHQl                   				AC3437				16				LB
OKFWJBWhkvOiAn              				AC3437				17				LB
HIJO                        				AC3437				18				UB
YVJ                         				AC3438				1				UB
KvIpt                       				AC3438				2				SL
mLBihEscS                   				AC3438				3				SU
VThOFPuXtLmBdU              				AC3438				4				LB
VhPJL                       				AC3438				5				LB
LyKEpqGxCYMRloud            				AC3438				6				UB
XkhLbNrzYY                  				AC3438				7				UB




PNR Number: 22517_20221101_1_3412_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

GbgQnbJNxHnEpv              				AC3412				14				SL
KjOivoavSAduBlU             				AC3412				15				SU
mLoldX                      				AC3412				16				LB
XBGO                        				AC3412				17				LB
UBB                         				AC3412				18				UB
UHNMxTf                     				AC3413				1				UB
ZNsZcr                      				AC3413				2				SL
Kk                          				AC3413				3				SU
xuYsJIjJAZVBdd              				AC3413				4				LB
PJsuclCgs                   				AC3413				5				LB
wYbfCqpPldpaH               				AC3413				6				UB
AOXGarJNV                   				AC3413				7				UB
XFORMIOhnyDRun              				AC3413				8				SL
nrKYJxLj                    				AC3413				9				SU
ZfgherRZm                   				AC3413				10				LB
HKoARKbP                    				AC3413				11				LB
veKsEEpnZ                   				AC3413				12				UB
fEsmxlhAWPUiJrpd            				AC3413				13				UB
pNUTBGUJO                   				AC3413				14				SL
NjWTpiNx                    				AC3413				15				SU
nhrElvPQkcRDh               				AC3413				16				LB
tcMr                        				AC3413				17				LB
JPmTjjPVHxxeOR              				AC3413				18				UB
X                           				AC3414				1				UB
Yp                          				AC3414				2				SL
dxAkMyfCmTbMqk              				AC3414				3				SU
UnVWIIAQCSITIDUw            				AC3414				4				LB
isnanLpF                    				AC3414				5				LB
tvZlmWhMhbAeByJf            				AC3414				6				UB
pdePIFJTaigzq               				AC3414				7				UB
XXrkzsOe                    				AC3414				8				SL
rdPvhes                     				AC3414				9				SU
bdQQoyCxkey                 				AC3414				10				LB
uEIpxIk                     				AC3414				11				LB
dsFRcgMbecF                 				AC3414				12				UB
pntICZ                      				AC3414				13				UB
DwZPV                       				AC3414				14				SL
zLDNn                       				AC3414				15				SU




PNR Number: 4652_20221101_0_2404_21				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YAQQ                        				SL2404				21				MB
M                           				SL2404				22				UB
N                           				SL2404				23				LB
YsII                        				SL2404				24				MB
MW                          				SL2405				1				LB
JhQzxnRNJ                   				SL2405				2				MB
Mf                          				SL2405				3				UB
RVICo                       				SL2405				4				LB
nrNLHUVh                    				SL2405				5				MB
sOuUHsfnVluBpD              				SL2405				6				UB
ciKMrsYvyjiw                				SL2405				7				SL
AiYTNsbMK                   				SL2405				8				SU
oQwzB                       				SL2405				9				LB
vr                          				SL2405				10				MB
DNQCbpbzrsWhLbct            				SL2405				11				UB
A                           				SL2405				12				LB
cRE                         				SL2405				13				MB
sStd                        				SL2405				14				UB
TiHFvsXjwOjpPwJ             				SL2405				15				LB




PNR Number: 22517_20221101_0_2562_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

KotYlreS                    				SL2562				1				LB
VMq                         				SL2562				2				MB
uOwnsjo                     				SL2562				3				UB
wwsxYsXRThaXE               				SL2562				4				LB
YqXNYbtUmbXKf               				SL2562				5				MB
UrGgpaVHGopyEL              				SL2562				6				UB




PNR Number: 4652_20221101_0_2429_7				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ISZ                         				SL2429				7				SL
il                          				SL2429				8				SU
iYtA                        				SL2429				9				LB
OgYQRZjtjHUkMkI             				SL2429				10				MB
ESQVZ                       				SL2429				11				UB
VMTZqHlDutA                 				SL2429				12				LB
DjoSn                       				SL2429				13				MB
rBDkMxXj                    				SL2429				14				UB
YXN                         				SL2429				15				LB
MLl                         				SL2429				16				MB
ZjCpwNeGDPQzc               				SL2429				17				UB
ENtaJHnpx                   				SL2429				18				SL
czViYayMu                   				SL2429				19				SU
PojvldTROOj                 				SL2429				20				LB
dtSAlULNrei                 				SL2429				21				MB
aKKPMogm                    				SL2429				22				UB
IC                          				SL2429				23				LB
Sh                          				SL2429				24				MB




