PNR Number: 22517_20221101_1_2828_8				Train Number :22517				Date of Journey:2022-11-01
GOHjQ                       				SL2482				14				UB
FLtc                        				SL2482				15				LB
OVtKwWnvT                   				SL2482				16				MB
xpkCjpADUi                  				SL2482				17				UB
lywXfWUsYglHgKhC            				SL2482				18				SL
pGVqQQUuv                   				SL2482				19				SU
JpMhJqwgXQhy                				SL2482				20				LB
vCZGd                       				SL2482				21				MB
BEMQIUUMF                   				SL2482				22				UB




PNR Number: 4652_20221101_1_3370_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

zBNo                        				AC3370				1				UB
Nx                          				AC3370				2				SL
DicrpOqPXZUXmZk             				AC3370				3				SU
SDzloG                      				AC3370				4				LB
jc                          				AC3370				5				LB
usfUIlCx                    				AC3370				6				UB
obotUuu                     				AC3370				7				UB
QRl                         				AC3370				8				SL
ieWqqMujvMSAHjY             				AC3370				9				SU
wejeKxhqpOGF                				AC3370				10				LB
HxIqmTHsXLZPG               				AC3370				11				LB
yRWjfFgy                    				AC3370				12				UB
EczS                        				AC3370				13				UB
VdKrApkGbhCoOZ              				AC3370				14				SL
aqLXzjYb                    				AC3370				15				SU
chAbeIbBenD                 				AC3370				16				LB
FaaQCejczTIdKp              				AC3370				17				LB
obCGWNLVeJzT                				AC3370				18				UB
MSrX                        				AC3371				1				UB
ginHG                       				AC3371				2				SL
tzpFrxdsXmXd                				AC3371				3				SU
Pj                          				AC3371				4				LB
AUFBIFRCuSst                				AC3371				5				LB
fAIgnckoe                   				AC3371				6				UB
EnpaXRnbc                   				AC3371				7				UB
UqkdHGp                     				AC3371				8				SL
UEFcBeEK                    				AC3371				9				SU
j                           				AC3371				10				LB
ONZvTKDJPD                  				AC3371				11				LB
WqqhdbXjkRfDB               				AC3371				12				UB
MOsSzy                      				AC3371				13				UB
KPlameQJUA                  				AC3371				14				SL
zmm                         				AC3371				15				SU
TXNxzlSpjE                  				AC3371				16				LB
NsdpmJrDjSzmgn              				AC3371				17				LB
d                           				AC3371				18				UB
OoWWw                       				AC3372				1				UB
FFQovACrr                   				AC3372				2				SL
OHmd                        				AC3372				3				SU




PNR Number: 22517_20221101_1_3326_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

cwqdJj                      				AC3326				12				UB
gpMKanUXhqHfbK              				AC3326				13				UB
pdzgfAqDR                   				AC3326				14				SL
nErKfquxPHeBb               				AC3326				15				SU
zlp                         				AC3326				16				LB
HXs                         				AC3326				17				LB
yZjkGKgJEbfOEz              				AC3326				18				UB
XBleMSWITuKesvPm            				AC3327				1				UB
Nvl                         				AC3327				2				SL
RD                          				AC3327				3				SU
ogmRrakkHSPi                				AC3327				4				LB
NNVJsIPoyx                  				AC3327				5				LB
BeJcnNyOKJV                 				AC3327				6				UB
PKDfTosZnDeMeAUT            				AC3327				7				UB
lstplNnG                    				AC3327				8				SL
IbSgPlWxfRsIQdX             				AC3327				9				SU
PS                          				AC3327				10				LB
xyOZ                        				AC3327				11				LB
zbaDGDJmSw                  				AC3327				12				UB
FxKCmFjiffDVFGw             				AC3327				13				UB
KdSyXSnILgMwsQ              				AC3327				14				SL
YbLMI                       				AC3327				15				SU
bHRrvPhImqEMZ               				AC3327				16				LB
QFLBr                       				AC3327				17				LB
aowgKDMGSNEHC               				AC3327				18				UB
DfEOA                       				AC3328				1				UB
IoOdSuy                     				AC3328				2				SL
RnRKoqSOQJlEXoy             				AC3328				3				SU
xGeSQcIJE                   				AC3328				4				LB
uhi                         				AC3328				5				LB
vVNpV                       				AC3328				6				UB
zdvQGmlgzQ                  				AC3328				7				UB
CCLN                        				AC3328				8				SL
ntTcSzd                     				AC3328				9				SU
dBwdf                       				AC3328				10				LB
U                           				AC3328				11				LB
abMNwPR                     				AC3328				12				UB
qkUxMqv                     				AC3328				13				UB




PNR Number: 4652_20221101_0_2349_7				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

RKqEVCXokstWi               				SL2349				7				SL
DmbsDfFBuXhge               				SL2349				8				SU
hpLxaP                      				SL2349				9				LB
BNiueSCFcg                  				SL2349				10				MB
MBq                         				SL2349				11				UB
owIZcREnz                   				SL2349				12				LB
JrqbJWMtvnBH                				SL2349				13				MB
OTHR                        				SL2349				14				UB
pOIKdNInLppKVdr             				SL2349				15				LB
RwzItE                      				SL2349				16				MB
XFVtosAUiigPql              				SL2349				17				UB
ASRkDu                      				SL2349				18				SL
RiirejxUGZjJaMa             				SL2349				19				SU
bLYakwAVd                   				SL2349				20				LB
LdyXxDwbfovGZE              				SL2349				21				MB
ubTyokmjTyCc                				SL2349				22				UB
EXhRb                       				SL2349				23				LB
h                           				SL2349				24				MB
NoYV                        				SL2350				1				LB
cLYmkzgUEkRRqZ              				SL2350				2				MB
yOuspbqLtGrXudXD            				SL2350				3				UB
kVGDyN                      				SL2350				4				LB
OMYtGSYwdUKgRf              				SL2350				5				MB
mBrxeC                      				SL2350				6				UB
nHqLWJBTGHj                 				SL2350				7				SL
MgDBhYxaRj                  				SL2350				8				SU
ntOZumr                     				SL2350				9				LB
ZASey                       				SL2350				10				MB
McXlnNOO                    				SL2350				11				UB
vWcYBn                      				SL2350				12				LB
gyaLFqnUh                   				SL2350				13				MB
IgdBHdxJ                    				SL2350				14				UB
gFoRjtsEvE                  				SL2350				15				LB
fwmGhzxMModUId              				SL2350				16				MB




PNR Number: 22517_20221101_0_2506_24				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

DeMHwMkOJDXh                				SL2506				24				MB
lUikKtcsFrCN                				SL2507				1				LB
ECjmRYMrcaHZ                				SL2507				2				MB
zkJkxVzeVoWc                				SL2507				3				UB
nXMN                        				SL2507				4				LB
ToQUxLGdGPc                 				SL2507				5				MB
DKzC                        				SL2507				6				UB
D                           				SL2507				7				SL
XAFvTrNcPhWyo               				SL2507				8				SU
XaWNyqjZgBth                				SL2507				9				LB
Z                           				SL2507				10				MB
fyYiQvIQucdMsw              				SL2507				11				UB
M                           				SL2507				12				LB
bsvmlXrqBNGtN               				SL2507				13				MB
MvqvQ                       				SL2507				14				UB
gXKouyeKqOr                 				SL2507				15				LB
umcgnu                      				SL2507				16				MB
vSFQLXTtcBa                 				SL2507				17				UB
Ay                          				SL2507				18				SL
VsUnRcQEBbV                 				SL2507				19				SU




PNR Number: 22517_20221101_0_2507_20				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

BTqR                        				SL2507				20				LB
WUiJsNF                     				SL2507				21				MB
TnGgmApu                    				SL2507				22				UB
aNbWigBmSVDK                				SL2507				23				LB
BVrvRiWkCqvU                				SL2507				24				MB
svbZ                        				SL2508				1				LB
WIIavsbcoQR                 				SL2508				2				MB
CzstlUihUOFJ                				SL2508				3				UB
eNyHFmbap                   				SL2508				4				LB
esUxsBLaJ                   				SL2508				5				MB
cbkAaroM                    				SL2508				6				UB
dNoL                        				SL2508				7				SL
xEPQDV                      				SL2508				8				SU
BFnkSCzD                    				SL2508				9				LB
uUxWDEgPGobVuscq            				SL2508				10				MB
wmtNMawIpgxitcv             				SL2508				11				UB
PQjXSNRZlHObib              				SL2508				12				LB
oAjBfhZ                     				SL2508				13				MB
XqVdOzJzoIeIDyN             				SL2508				14				UB
JtpmnZsJebFzUjQ             				SL2508				15				LB
LcDNx                       				SL2508				16				MB
YRhIqTPxMwIxW               				SL2508				17				UB
EigxWhFjf                   				SL2508				18				SL
cpGmhGaHyvRIKiD             				SL2508				19				SU




PNR Number: 4652_20221101_1_3399_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

pi                          				AC3399				13				UB
vBgtRAKBg                   				AC3399				14				SL
xRDCnhUiaGsQpevS            				AC3399				15				SU
avKADgdC                    				AC3399				16				LB
XmDe                        				AC3399				17				LB
hzFAazobavrjcdq             				AC3399				18				UB
AidVyccfqCBI                				AC3400				1				UB
miXgMCHCIWE                 				AC3400				2				SL
bLWfTmdA                    				AC3400				3				SU
jka                         				AC3400				4				LB
Sg                          				AC3400				5				LB
tPFhaaK                     				AC3400				6				UB
xpWZMQQ                     				AC3400				7				UB
s                           				AC3400				8				SL
KEFqWpKYGafX                				AC3400				9				SU
jkBLmsNrfTWj                				AC3400				10				LB
jsMzDFmpsTfDQY              				AC3400				11				LB
zTDhBbS                     				AC3400				12				UB
VIG                         				AC3400				13				UB




PNR Number: 22517_20221101_1_3345_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

eUfZbKqPHOQn                				AC3345				4				LB
We                          				AC3345				5				LB
mMWKtoAsaW                  				AC3345				6				UB
tudzgzd                     				AC3345				7				UB
Nk                          				AC3345				8				SL
P                           				AC3345				9				SU
pbbzbQlm                    				AC3345				10				LB
mqfocYZCGewdRdJ             				AC3345				11				LB
ZYhtU                       				AC3345				12				UB




PNR Number: 4652_20221101_0_2365_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Lmqy                        				SL2365				13				MB
g                           				SL2365				14				UB
szSBFsdUbdMqgo              				SL2365				15				LB
txLloCmQHMEGvV              				SL2365				16				MB
iDWFAE                      				SL2365				17				UB
om                          				SL2365				18				SL
stcBSDlhvrM                 				SL2365				19				SU
xZJRTMSJwi                  				SL2365				20				LB
NblEMe                      				SL2365				21				MB
OstGhkZk                    				SL2365				22				UB
eyaGdmKVMtk                 				SL2365				23				LB
zViAAOlTbgQQo               				SL2365				24				MB
OvtVqhEIPzAyo               				SL2366				1				LB
JOww                        				SL2366				2				MB
sHaoXkrH                    				SL2366				3				UB
qX                          				SL2366				4				LB
YWr                         				SL2366				5				MB
G                           				SL2366				6				UB
UuF                         				SL2366				7				SL
XeE                         				SL2366				8				SU
tsEliAT                     				SL2366				9				LB
qVSzxAKKFc                  				SL2366				10				MB
ZbkjiVHKF                   				SL2366				11				UB
GpxtckNMYEYVtJ              				SL2366				12				LB
psMz                        				SL2366				13				MB
LPqjZHVCqNIkC               				SL2366				14				UB
PFtPbbqAo                   				SL2366				15				LB
KvSpEidzEXqI                				SL2366				16				MB
EqvInXlWZOC                 				SL2366				17				UB
QvTUxwjJ                    				SL2366				18				SL
ogeYQlRtRXF                 				SL2366				19				SU
TtQeAkUOuVz                 				SL2366				20				LB
zlRxuKgssQZUSdjB            				SL2366				21				MB
NuzqeFjRW                   				SL2366				22				UB




PNR Number: 22517_20221101_0_2521_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

JRnfgdDl                    				SL2521				13				MB
AOhDvE                      				SL2521				14				UB
GdNigNk                     				SL2521				15				LB
QkczkxEHmBlAGvJ             				SL2521				16				MB
WrPUlyWGnKLAXcy             				SL2521				17				UB
cMZNmWmF                    				SL2521				18				SL
eF                          				SL2521				19				SU




PNR Number: 22517_20221101_1_3377_6				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

EIayHMReCIpQoSH             				AC3377				6				UB
SNsGIz                      				AC3377				7				UB
wn                          				AC3377				8				SL
DYORNIDXXHSYe               				AC3377				9				SU
qpzKQ                       				AC3377				10				LB




PNR Number: 22517_20221101_1_3377_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

LUnNVxdUXan                 				AC3377				11				LB
PFNpwJqEe                   				AC3377				12				UB
yijmwUhTKxdutP              				AC3377				13				UB
vHYf                        				AC3377				14				SL
gMSnBt                      				AC3377				15				SU
vYSgiqCaMbNiBcD             				AC3377				16				LB
wExxdKhOqXW                 				AC3377				17				LB
HKjCkLzVLzRxamW             				AC3377				18				UB
vp                          				AC3378				1				UB
PI                          				AC3378				2				SL
DZNlcQMcbsThC               				AC3378				3				SU
IDLqeDI                     				AC3378				4				LB
TVbfGCaUDuVFSFG             				AC3378				5				LB
ZVPnzkpICxdk                				AC3378				6				UB
b                           				AC3378				7				UB
oMdcQfBNYhrJ                				AC3378				8				SL
APEU                        				AC3378				9				SU
MRd                         				AC3378				10				LB
AhluPxBBCbDImJKf            				AC3378				11				LB
z                           				AC3378				12				UB
agPwVTKq                    				AC3378				13				UB
PDFvcMfRnIMhU               				AC3378				14				SL
SJyHwom                     				AC3378				15				SU
zWLTn                       				AC3378				16				LB
SCtOiKxcWapX                				AC3378				17				LB
HjHNBWvOSgTNjj              				AC3378				18				UB
wODbiia                     				AC3379				1				UB
X                           				AC3379				2				SL
MFgjjUljtsnif               				AC3379				3				SU
nDesTeCHufgZBI              				AC3379				4				LB
VuVhHizogJuTCJn             				AC3379				5				LB
fVFshAmWaWQJ                				AC3379				6				UB
FWfAryZlfnThCaV             				AC3379				7				UB
bUNpahSziitk                				AC3379				8				SL




PNR Number: 4652_20221101_1_3436_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

vEcDIeEEUcPZrihI            				AC3436				13				UB
MXPvijENfcJCk               				AC3436				14				SL
qCuvbByIChFk                				AC3436				15				SU
AMRs                        				AC3436				16				LB
YNyGAZXUr                   				AC3436				17				LB
rOAOQoDeifAcDHD             				AC3436				18				UB
MondqjoEO                   				AC3437				1				UB
jGjGWMyOxySklcp             				AC3437				2				SL
nGL                         				AC3437				3				SU
eHJUu                       				AC3437				4				LB
MC                          				AC3437				5				LB




PNR Number: 22517_20221101_0_2560_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

SbKTznHLMDoXY               				SL2560				12				LB
JCISgr                      				SL2560				13				MB
EtuyFLfd                    				SL2560				14				UB
hy                          				SL2560				15				LB
ODuFrv                      				SL2560				16				MB
RLKXPqLpwmSF                				SL2560				17				UB
mc                          				SL2560				18				SL
gzozOWvo                    				SL2560				19				SU
MRhIGvyiCKvbpxB             				SL2560				20				LB
UZjFnAtqXtA                 				SL2560				21				MB
xwOYpwVgGbVfEy              				SL2560				22				UB
xWEHeScdl                   				SL2560				23				LB
AOiVkLQOELrSGZZR            				SL2560				24				MB
nzpEFkfiWsOAqtOz            				SL2561				1				LB
oxpxxbQVUoDKtjy             				SL2561				2				MB
XbPbCPPIyPzEWNNP            				SL2561				3				UB
gHrNPoZRZTBrzrL             				SL2561				4				LB
SoAfMfZBRXCdEHzF            				SL2561				5				MB
UKdOdNds                    				SL2561				6				UB
vAMLZRdGpVyVhdpg            				SL2561				7				SL
Jyax                        				SL2561				8				SU
dinra                       				SL2561				9				LB
OeNVujoMCcK                 				SL2561				10				MB
HEOD                        				SL2561				11				UB
mn                          				SL2561				12				LB
lxubFBaEYmKm                				SL2561				13				MB
PqVjfEErPJfJb               				SL2561				14				UB
FiITppurQuD                 				SL2561				15				LB
TFOWqfo                     				SL2561				16				MB
hFmWpvSl                    				SL2561				17				UB
iklzIVjjNUk                 				SL2561				18				SL
lHbJr                       				SL2561				19				SU
DnU                         				SL2561				20				LB
KCkl                        				SL2561				21				MB
wbDufQabdgnfITW             				SL2561				22				UB
OtKsxehHd                   				SL2561				23				LB
D                           				SL2561				24				MB




PNR Number: 4652_20221101_0_2414_17				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

NIbmWReE                    				SL2414				17				UB
jLUzP                       				SL2414				18				SL
NFIhCuJJrH                  				SL2414				19				SU
tzR                         				SL2414				20				LB
XRYo                        				SL2414				21				MB
FfCrn                       				SL2414				22				UB
lQksWwc                     				SL2414				23				LB
oeAZgwVzxDcbN               				SL2414				24				MB
VLtmB                       				SL2415				1				LB
xiZl                        				SL2415				2				MB
lMkhuQ                      				SL2415				3				UB
LgnUDveAsVpg                				SL2415				4				LB
MTg                         				SL2415				5				MB
crtWdxjjbkT                 				SL2415				6				UB
mWBlIayBlycC                				SL2415				7				SL
wl                          				SL2415				8				SU
AAWspwgyuaP                 				SL2415				9				LB
kE                          				SL2415				10				MB
GcsriyxJEqHF                				SL2415				11				UB
qPLNbFyQs                   				SL2415				12				LB
Js                          				SL2415				13				MB
kahITCRugKfMKz              				SL2415				14				UB
OOpXZEPlWeiaUJSM            				SL2415				15				LB
CKKMFrwwpY                  				SL2415				16				MB
Sn                          				SL2415				17				UB
qzLxRCqvkcFVuX              				SL2415				18				SL
yPROtEYprr                  				SL2415				19				SU
SXUTgXGUJmucZ               				SL2415				20				LB
DnKHHtpnyclhWyy             				SL2415				21				MB
FZKHQNYnz                   				SL2415				22				UB
Q                           				SL2415				23				LB
HgJKdQjxR                   				SL2415				24				MB
O                           				SL2416				1				LB
PIVFYNmst                   				SL2416				2				MB
HkZcy                       				SL2416				3				UB
kGJdtsFNyz                  				SL2416				4				LB
CmSYWKmMzfmyuuuL            				SL2416				5				MB
iesnOvQlhiDk                				SL2416				6				UB
SZ                          				SL2416				7				SL




PNR Number: 4652_20221101_0_2417_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

bMKHmI                      				SL2417				8				SU
IEtdFONRETFYFY              				SL2417				9				LB
m                           				SL2417				10				MB
pnFGusgAdKm                 				SL2417				11				UB
nDZYPJWVwL                  				SL2417				12				LB
CqZ                         				SL2417				13				MB




PNR Number: 22517_20221101_0_2576_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

s                           				SL2576				13				MB
pHSymoxblohLm               				SL2576				14				UB
w                           				SL2576				15				LB
aNWCkCVcHAv                 				SL2576				16				MB
rVwr                        				SL2576				17				UB
MHiXwDO                     				SL2576				18				SL




PNR Number: 4652_20221101_1_3494_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

GqD                         				AC3494				18				UB
UcdTGzBDtLYkbb              				AC3495				1				UB
BWeBTyPIvtQ                 				AC3495				2				SL
RzJSyAKhKd                  				AC3495				3				SU
HkSuGQBusOLxSPRU            				AC3495				4				LB
IywsigmVWo                  				AC3495				5				LB
sTuhUhsfSZmLY               				AC3495				6				UB
y                           				AC3495				7				UB
pmXpFcxWXhoZHe              				AC3495				8				SL
ApBXcGhnmgXVQeM             				AC3495				9				SU
SCegtBzAfcMMAyQ             				AC3495				10				LB
dJtWItY                     				AC3495				11				LB
hHAjdrvrSKTaB               				AC3495				12				UB
qbeWqOx                     				AC3495				13				UB
gfsLvbVyfXeP                				AC3495				14				SL
NjIPBow                     				AC3495				15				SU
Ol                          				AC3495				16				LB
yy                          				AC3495				17				LB
cDWV                        				AC3495				18				UB
lsxSNRflhe                  				AC3496				1				UB
YQpR                        				AC3496				2				SL
EnOYE                       				AC3496				3				SU
zUQLDx                      				AC3496				4				LB
YstxPHQVM                   				AC3496				5				LB
RdRXcMOxKbP                 				AC3496				6				UB
PrTSUQnGLkjx                				AC3496				7				UB
ofkcQ                       				AC3496				8				SL
wYaIjBdsrbr                 				AC3496				9				SU
mC                          				AC3496				10				LB
huSPQFBDO                   				AC3496				11				LB
aE                          				AC3496				12				UB
JtFhPgwgi                   				AC3496				13				UB
WkZdozZLFS                  				AC3496				14				SL
cBtrTr                      				AC3496				15				SU
hRSaovpm                    				AC3496				16				LB
IY                          				AC3496				17				LB
zTr                         				AC3496				18				UB
qGkwiq                      				AC3497				1				UB
qsfZE                       				AC3497				2				SL




PNR Number: 4652_20221101_0_2453_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

E                           				SL2453				6				UB
CkmnYON                     				SL2453				7				SL
mdmNkRaDzBzw                				SL2453				8				SU
FJLgP                       				SL2453				9				LB
CoA                         				SL2453				10				MB
ur                          				SL2453				11				UB
xODULusc                    				SL2453				12				LB
vlcJhBnInhggdH              				SL2453				13				MB
YNczuDpOT                   				SL2453				14				UB
ntJQdYzjKvTkGbk             				SL2453				15				LB
pIhLnUSwEu                  				SL2453				16				MB
OpRxsTjnEt                  				SL2453				17				UB
qrEtQAWRCCBkFy              				SL2453				18				SL
ekYonQ                      				SL2453				19				SU
necJOEiImi                  				SL2453				20				LB
MlqQl                       				SL2453				21				MB
xdQoJFw                     				SL2453				22				UB
WOSBAcA                     				SL2453				23				LB
zsQAIVwO                    				SL2453				24				MB
FDMuyiEh                    				SL2454				1				LB
HDqZMeGm                    				SL2454				2				MB
jkiy                        				SL2454				3				UB
cxrecrWREbHJ                				SL2454				4				LB
KRMGkCBihRNngnea            				SL2454				5				MB
rE                          				SL2454				6				UB
chGj                        				SL2454				7				SL
wGY                         				SL2454				8				SU
SceR                        				SL2454				9				LB
KQJG                        				SL2454				10				MB




PNR Number: 22517_20221101_1_3500_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

oTHLybOfMOIaHU              				AC3500				13				UB
OGQmjMnr                    				AC3500				14				SL
qmJ                         				AC3500				15				SU
XyoklUpccCxl                				AC3500				16				LB
MhDpHTXmgWYG                				AC3500				17				LB
oUPxIPAX                    				AC3500				18				UB
aX                          				AC3501				1				UB
N                           				AC3501				2				SL
GzTOTb                      				AC3501				3				SU
PuftGoEPTl                  				AC3501				4				LB
JJeTNFbw                    				AC3501				5				LB
wlkJa                       				AC3501				6				UB
jil                         				AC3501				7				UB
eRaMdIE                     				AC3501				8				SL
KCZTak                      				AC3501				9				SU
pj                          				AC3501				10				LB
FCyWurM                     				AC3501				11				LB
SrJCxYlN                    				AC3501				12				UB
rLUSNEe                     				AC3501				13				UB
ToSsfDi                     				AC3501				14				SL
Lp                          				AC3501				15				SU
uUQIpBszuTD                 				AC3501				16				LB
XSetM                       				AC3501				17				LB
TssaeHTZfaFxZTi             				AC3501				18				UB
jlI                         				AC3502				1				UB
r                           				AC3502				2				SL
aWPrq                       				AC3502				3				SU
arOYqLN                     				AC3502				4				LB
MfHBFCsC                    				AC3502				5				LB
cieClKHrfYrC                				AC3502				6				UB
hxvWxkjCcLPhN               				AC3502				7				UB
TAheHCMcCGWHjSRd            				AC3502				8				SL
snbdladPDYk                 				AC3502				9				SU
twhdMlvEsbApx               				AC3502				10				LB
NVL                         				AC3502				11				LB




PNR Number: 22517_20221101_1_3504_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

fxIGGG                      				AC3504				11				LB




PNR Number: 4652_20221101_1_3533_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

lmtvObryTuIhEBg             				AC3533				9				SU
kbAvDPAh                    				AC3533				10				LB
gKGnLPfX                    				AC3533				11				LB
X                           				AC3533				12				UB
tFm                         				AC3533				13				UB
xNvIrtyPiU                  				AC3533				14				SL
ZLpVvXuUa                   				AC3533				15				SU
iRefjxbh                    				AC3533				16				LB
XAuNoSkDww                  				AC3533				17				LB
gVLuLHbYH                   				AC3533				18				UB
kdpQiqCkrLqRQ               				AC3534				1				UB
lY                          				AC3534				2				SL
JcOWvmZP                    				AC3534				3				SU
mFHTZfleBhwZb               				AC3534				4				LB
Ah                          				AC3534				5				LB
uitPIOUIPqbs                				AC3534				6				UB
CsKHS                       				AC3534				7				UB
TDlpc                       				AC3534				8				SL
ibqW                        				AC3534				9				SU
osYnSAejcDdjIJp             				AC3534				10				LB
wFwmz                       				AC3534				11				LB




PNR Number: 4652_20221101_0_2480_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

E                           				SL2480				4				LB
FY                          				SL2480				5				MB
A                           				SL2480				6				UB
gK                          				SL2480				7				SL
hr                          				SL2480				8				SU
BJRLMjRZXPnSMGa             				SL2480				9				LB
nurUrRfMnJERO               				SL2480				10				MB
TVhLbgwR                    				SL2480				11				UB
YxQnef                      				SL2480				12				LB
sz                          				SL2480				13				MB
wyTPDQvnzgVir               				SL2480				14				UB
MZ                          				SL2480				15				LB
KPXIzG                      				SL2480				16				MB
TPlBCucpMA                  				SL2480				17				UB
nPZduDEwgV                  				SL2480				18				SL
y                           				SL2480				19				SU
AmllGMWsXwjWF               				SL2480				20				LB
NOqJQI                      				SL2480				21				MB
TFBoDpmiKPDYTEh             				SL2480				22				UB
gKGbFKXuHdLw                				SL2480				23				LB
oULDAzfBp                   				SL2480				24				MB
Mp                          				SL2481				1				LB
neXHztupZ                   				SL2481				2				MB
UnIOVkOAh                   				SL2481				3				UB
xPdDJgkfBMO                 				SL2481				4				LB
RDB                         				SL2481				5				MB
AcCPWOfXgnzVpJPg            				SL2481				6				UB
fHTbQu                      				SL2481				7				SL
sLEcqNzeci                  				SL2481				8				SU
EsEYo                       				SL2481				9				LB




PNR Number: 4652_20221101_0_2504_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wwWcPqBItyY                 				SL2504				9				LB




PNR Number: 4652_20221101_0_2504_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

KqWGKxxErZ                  				SL2504				10				MB
WUqPBBlJEGauTru             				SL2504				11				UB
xQVqJb                      				SL2504				12				LB
oGnq                        				SL2504				13				MB
ZtmeSjKxAs                  				SL2504				14				UB
QpRsnSsUloaOf               				SL2504				15				LB
TdvUJIiCePLBDWpF            				SL2504				16				MB
oVx                         				SL2504				17				UB
pGNLXZXYPEA                 				SL2504				18				SL
aPOyeQ                      				SL2504				19				SU
WrnNeviUDOSaTTms            				SL2504				20				LB
la                          				SL2504				21				MB
rWgvAr                      				SL2504				22				UB
z                           				SL2504				23				LB
ME                          				SL2504				24				MB
lHNcEnMy                    				SL2505				1				LB
nHbFKWfT                    				SL2505				2				MB




PNR Number: 4652_20221101_1_3566_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

uEEVzXZ                     				AC3566				9				SU
geZt                        				AC3566				10				LB
opwiGFtilX                  				AC3566				11				LB
OUQqqo                      				AC3566				12				UB
QpJoixbrWEuf                				AC3566				13				UB
qxDu                        				AC3566				14				SL
GgRZJfyvUufiMT              				AC3566				15				SU
NwYZUqTRGMhX                				AC3566				16				LB
rkbOfgG                     				AC3566				17				LB
MhppgKjBUgxtjW              				AC3566				18				UB
WfCZjDlnbw                  				AC3567				1				UB
AewPM                       				AC3567				2				SL
bIbeigY                     				AC3567				3				SU
HW                          				AC3567				4				LB
SnrdriPVPYZ                 				AC3567				5				LB
ryVK                        				AC3567				6				UB
lJFQgIvxTYv                 				AC3567				7				UB
pznOgzEwyEXsgp              				AC3567				8				SL
GEFQE                       				AC3567				9				SU
l                           				AC3567				10				LB
agizNjZYiXT                 				AC3567				11				LB
zaBRFnR                     				AC3567				12				UB




PNR Number: 22517_20221101_0_2656_18				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

OWgoknkLPYM                 				SL2656				18				SL
AARaOvUxINWpnLzc            				SL2656				19				SU
VjrdXCKeN                   				SL2656				20				LB
FHlsBvLC                    				SL2656				21				MB
BbTr                        				SL2656				22				UB
pXRSn                       				SL2656				23				LB
gAdQRa                      				SL2656				24				MB
YuwLtKNesNXbdxSt            				SL2657				1				LB
UyKnSXrwvQLp                				SL2657				2				MB
byzOUqOKCnE                 				SL2657				3				UB
SyflWKCUxJ                  				SL2657				4				LB
eBdVfl                      				SL2657				5				MB
eKbXfqoLzaxeLE              				SL2657				6				UB
xTBPTPA                     				SL2657				7				SL
unoySkoPFXwupd              				SL2657				8				SU
lhBedfu                     				SL2657				9				LB
a                           				SL2657				10				MB
I                           				SL2657				11				UB
HPjYJJbwb                   				SL2657				12				LB
yRv                         				SL2657				13				MB
ITpqmvdK                    				SL2657				14				UB
YjZwEckSFWQNOR              				SL2657				15				LB
