PNR Number: 22517_20221101_1_2818_7				Train Number :22517				Date of Journey:2022-11-01
uFOGJsxs                    				SL2198				5				MB
mxhNPmiQbK                  				SL2198				6				UB
jRNlx                       				SL2198				7				SL
uaGXJpZfIer                 				SL2198				8				SU
klZ                         				SL2198				9				LB
ujvV                        				SL2198				10				MB
oGwBfwr                     				SL2198				11				UB
sAxh                        				SL2198				12				LB
Tfyezjc                     				SL2198				13				MB
KUBdcQbI                    				SL2198				14				UB
emWzSbTla                   				SL2198				15				LB
LIjbtqKKHTdk                				SL2198				16				MB
nZus                        				SL2198				17				UB
AHpkzHIXmXE                 				SL2198				18				SL
DLXfIVGqT                   				SL2198				19				SU
SULTuQQHGXP                 				SL2198				20				LB




PNR Number: 22517_20221101_0_2354_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

bUu                         				SL2354				1				LB
eucflvn                     				SL2354				2				MB
cjAAH                       				SL2354				3				UB
vFEFGxidb                   				SL2354				4				LB
jOJl                        				SL2354				5				MB
kei                         				SL2354				6				UB
ePngbNTJeWivo               				SL2354				7				SL
uhAaUsRbkryPXdlw            				SL2354				8				SU
Bo                          				SL2354				9				LB
IBVyKyOIdZRcymXl            				SL2354				10				MB
bsPpsF                      				SL2354				11				UB
wduomQGWwR                  				SL2354				12				LB
s                           				SL2354				13				MB
hiNfS                       				SL2354				14				UB
zVJddKMq                    				SL2354				15				LB
XWwrDtOcn                   				SL2354				16				MB
YSqlnbzIxiaLep              				SL2354				17				UB
EIOsw                       				SL2354				18				SL




PNR Number: 22517_20221101_0_2373_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

gfdsRApSyKnKypEy            				SL2373				5				MB
FOhGKSysTYSRQ               				SL2373				6				UB
yaiaiqIXRBlFav              				SL2373				7				SL
vdVPwRBJZel                 				SL2373				8				SU
PBarJyzrMVoSo               				SL2373				9				LB
yRaeOPuyRqMbX               				SL2373				10				MB
mTxMpFIcCVEnsoB             				SL2373				11				UB
QIYhILkxmV                  				SL2373				12				LB
BIRIzMwKdmgZWWD             				SL2373				13				MB
csaqXdJzT                   				SL2373				14				UB
DiFJhADICZIsE               				SL2373				15				LB
Ps                          				SL2373				16				MB
CqIsPdFfrfIq                				SL2373				17				UB
gpXxcaLT                    				SL2373				18				SL
br                          				SL2373				19				SU
HwcYuoMlEXf                 				SL2373				20				LB




PNR Number: 4652_20221101_0_2228_20				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

afn                         				SL2228				20				LB
UyNBAoxzBs                  				SL2228				21				MB
gYYgHk                      				SL2228				22				UB
RukMjPCbJae                 				SL2228				23				LB
PheoQR                      				SL2228				24				MB
swLZJdi                     				SL2229				1				LB
EqAVgyswwHZthuSh            				SL2229				2				MB
XS                          				SL2229				3				UB
UtqJLVZSi                   				SL2229				4				LB
UZv                         				SL2229				5				MB
NwqoBHSreARskmD             				SL2229				6				UB
U                           				SL2229				7				SL
tJNzJFiMZFH                 				SL2229				8				SU
vqq                         				SL2229				9				LB
PWYSNiLAzY                  				SL2229				10				MB
edqawvlCCQNvH               				SL2229				11				UB
Wg                          				SL2229				12				LB
lACDoIsvVZ                  				SL2229				13				MB
qcgbdKNKbQ                  				SL2229				14				UB
GyTCEGdXFF                  				SL2229				15				LB
JoZdxMAL                    				SL2229				16				MB
NAkHAIEMwxj                 				SL2229				17				UB
ROogM                       				SL2229				18				SL
lyyfaFRgXPUAmM              				SL2229				19				SU
iYsKYkSSvNYyJn              				SL2229				20				LB
ECKgOVUdr                   				SL2229				21				MB
CJA                         				SL2229				22				UB
xPMAPqSyVpSIRfy             				SL2229				23				LB
lhffo                       				SL2229				24				MB
Fb                          				SL2230				1				LB
JM                          				SL2230				2				MB
iSohYVvUwAYAmITK            				SL2230				3				UB
GKJSxWFtU                   				SL2230				4				LB
dEUQJWxpLNIWy               				SL2230				5				MB
OJAYvb                      				SL2230				6				UB
PjaCxuE                     				SL2230				7				SL
PvbmAOetRf                  				SL2230				8				SU
K                           				SL2230				9				LB




PNR Number: 4652_20221101_0_2235_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

cIq                         				SL2235				6				UB
MvtwJ                       				SL2235				7				SL
mpunbMfWEljVHZ              				SL2235				8				SU
SLDVfnknoGvlN               				SL2235				9				LB
FttgQaIXQllO                				SL2235				10				MB
fTuC                        				SL2235				11				UB
aQBGpp                      				SL2235				12				LB
LoJ                         				SL2235				13				MB
EfRsCRXD                    				SL2235				14				UB
HXLYxeR                     				SL2235				15				LB
leQNqHEtUGrMM               				SL2235				16				MB
jonvxgpnh                   				SL2235				17				UB
RxwhOwEOawB                 				SL2235				18				SL
YTqHAmSVuwnXlH              				SL2235				19				SU
xJg                         				SL2235				20				LB
ffKuKqDKMO                  				SL2235				21				MB
tzzoko                      				SL2235				22				UB
RtXdDoGvAhVVpiyW            				SL2235				23				LB
raVkN                       				SL2235				24				MB
IbgHm                       				SL2236				1				LB
cGsrN                       				SL2236				2				MB
tdi                         				SL2236				3				UB
rJNxJzHWV                   				SL2236				4				LB
AzMlLo                      				SL2236				5				MB
wIjBtekLdxrRWd              				SL2236				6				UB
FRBvwMGEukXC                				SL2236				7				SL
osYsvKZrKCqH                				SL2236				8				SU
lUSegWW                     				SL2236				9				LB
UWvTNuHG                    				SL2236				10				MB
rTqnuwgWJoHx                				SL2236				11				UB
ZbAs                        				SL2236				12				LB
gSwQFaVbAMAGI               				SL2236				13				MB
yrI                         				SL2236				14				UB
ayfsCTQ                     				SL2236				15				LB
vSJTbWqEl                   				SL2236				16				MB
loTfhfLf                    				SL2236				17				UB
HEZ                         				SL2236				18				SL
WwCARykwVzBW                				SL2236				19				SU
wq                          				SL2236				20				LB
bpnxICvovCiG                				SL2236				21				MB




PNR Number: 4652_20221101_1_3224_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

R                           				AC3224				10				LB
vcX                         				AC3224				11				LB
zOoVfXMli                   				AC3224				12				UB
xOQEbKX                     				AC3224				13				UB
m                           				AC3224				14				SL
xldKTjgeOWpdd               				AC3224				15				SU
EvCtISGajNvgw               				AC3224				16				LB
hIGVixVxJykq                				AC3224				17				LB
nbWQeyoqep                  				AC3224				18				UB
sgOtUHPV                    				AC3225				1				UB
hVWSaDTTay                  				AC3225				2				SL
eEqSOXqdXZpWf               				AC3225				3				SU
RpUPpk                      				AC3225				4				LB
sAMHATpsUYSfr               				AC3225				5				LB
AgrL                        				AC3225				6				UB
MaHFWUEtkDhNaEP             				AC3225				7				UB
okPmxRcSd                   				AC3225				8				SL
mGmCdqQyxPcE                				AC3225				9				SU
WCZeEsQ                     				AC3225				10				LB
T                           				AC3225				11				LB
eNQSWxRzVctcU               				AC3225				12				UB
XNbBI                       				AC3225				13				UB
WhTsDVmkiYAbOc              				AC3225				14				SL
xBo                         				AC3225				15				SU




PNR Number: 4652_20221101_1_3230_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

BDYueGysaococ               				AC3230				4				LB
CzCI                        				AC3230				5				LB
Hg                          				AC3230				6				UB
QX                          				AC3230				7				UB
HoGDua                      				AC3230				8				SL
zf                          				AC3230				9				SU
Ps                          				AC3230				10				LB
OtiWvbpXZea                 				AC3230				11				LB
FrQsxfnUT                   				AC3230				12				UB
qHBeva                      				AC3230				13				UB




PNR Number: 22517_20221101_0_2395_22				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

tKXZQKyVoTKpcjYp            				SL2395				22				UB
pni                         				SL2395				23				LB
sHxU                        				SL2395				24				MB
BNNG                        				SL2396				1				LB
l                           				SL2396				2				MB
oituUnmgbRNWziL             				SL2396				3				UB
bzoBao                      				SL2396				4				LB
JFgMiXumEJ                  				SL2396				5				MB
muLXutysieG                 				SL2396				6				UB
ePcCRjYQ                    				SL2396				7				SL
KKZJRNLd                    				SL2396				8				SU
TNt                         				SL2396				9				LB
jKU                         				SL2396				10				MB
aXM                         				SL2396				11				UB
hSAlNZ                      				SL2396				12				LB
PNpT                        				SL2396				13				MB
tZshhigEM                   				SL2396				14				UB
ZQaQZnH                     				SL2396				15				LB
jLMMtLPLf                   				SL2396				16				MB
ARHaLIPehXR                 				SL2396				17				UB




PNR Number: 22517_20221101_1_3235_9				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

JpKbdOJRgUXu                				AC3235				9				SU
ykGEPGWohJX                 				AC3235				10				LB
Nt                          				AC3235				11				LB
lcPJs                       				AC3235				12				UB
DAYEbSQhyKsWWqM             				AC3235				13				UB
f                           				AC3235				14				SL
rMp                         				AC3235				15				SU
fXAIFXsqtpw                 				AC3235				16				LB
ezV                         				AC3235				17				LB
UftPQopazYKkE               				AC3235				18				UB
SLSq                        				AC3236				1				UB
fHlpVtbdKbzFsT              				AC3236				2				SL
zasRvbcPcwHwag              				AC3236				3				SU
Lf                          				AC3236				4				LB
XQhAlkXkCkwiW               				AC3236				5				LB
d                           				AC3236				6				UB
lMWsRPfwibTA                				AC3236				7				UB
NnLVZdWTpaC                 				AC3236				8				SL
JLdxGVQnE                   				AC3236				9				SU
LOdBDPkCYMur                				AC3236				10				LB
RREaBrMcvZtD                				AC3236				11				LB
SQc                         				AC3236				12				UB
itzGHCTrmzxKpQ              				AC3236				13				UB
YsM                         				AC3236				14				SL




PNR Number: 4652_20221101_1_3290_17				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

smLgfFqfaTCWu               				AC3290				17				LB
nfpA                        				AC3290				18				UB
HmG                         				AC3291				1				UB
dupkPwTPSIHEcya             				AC3291				2				SL
auEUOUbSqzw                 				AC3291				3				SU




PNR Number: 4652_20221101_1_3291_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

siGwBMNq                    				AC3291				4				LB
asIEYI                      				AC3291				5				LB
voccvtYiKnStpAnG            				AC3291				6				UB
LWavczoJwpR                 				AC3291				7				UB
RJLW                        				AC3291				8				SL
wFtIvKgahgDsuTFN            				AC3291				9				SU
ZKdqkScQhZGHVC              				AC3291				10				LB
FjXzPrTiJAoX                				AC3291				11				LB
sv                          				AC3291				12				UB
xsaysz                      				AC3291				13				UB
XpBSSphhOdamlfqD            				AC3291				14				SL
wMt                         				AC3291				15				SU
TRa                         				AC3291				16				LB
Afouur                      				AC3291				17				LB
vztVtz                      				AC3291				18				UB
OKGCoHXa                    				AC3292				1				UB
JSmz                        				AC3292				2				SL
aeIxclRWojduN               				AC3292				3				SU
se                          				AC3292				4				LB
HPIEmvQGJVrOdmJ             				AC3292				5				LB
ztTKFHM                     				AC3292				6				UB
HVBl                        				AC3292				7				UB
RyaYJBkTvJRpsJck            				AC3292				8				SL
tf                          				AC3292				9				SU
EqAJSRfFKCMrRF              				AC3292				10				LB
KPEkweoWiJi                 				AC3292				11				LB
M                           				AC3292				12				UB
MtYnCjQQTziBE               				AC3292				13				UB
HxFDVrrGxu                  				AC3292				14				SL
rNiDKm                      				AC3292				15				SU
yEHqLMQhaH                  				AC3292				16				LB
XahTwtVkIs                  				AC3292				17				LB
gIKzKrnHKmCMh               				AC3292				18				UB
gnoAika                     				AC3293				1				UB
dfcoylwe                    				AC3293				2				SL
zgRrdjhMy                   				AC3293				3				SU




PNR Number: 22517_20221101_0_2449_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YNoVksHDjA                  				SL2449				2				MB
hSoeJKi                     				SL2449				3				UB
ecsBEje                     				SL2449				4				LB
eW                          				SL2449				5				MB
AwAQHDdvzpMCX               				SL2449				6				UB
zIBVwyOnkOVYnw              				SL2449				7				SL
Gg                          				SL2449				8				SU
o                           				SL2449				9				LB
QAZZAk                      				SL2449				10				MB
v                           				SL2449				11				UB
xs                          				SL2449				12				LB
MaULRv                      				SL2449				13				MB
fpUuoUNNw                   				SL2449				14				UB
fkdhAXm                     				SL2449				15				LB
ra                          				SL2449				16				MB
sRA                         				SL2449				17				UB
YGfEeSaiUh                  				SL2449				18				SL
LGoqSEwPT                   				SL2449				19				SU
RuG                         				SL2449				20				LB
lW                          				SL2449				21				MB
wXSkCUTPadDA                				SL2449				22				UB
ncHwmYm                     				SL2449				23				LB
aWnpapDydX                  				SL2449				24				MB
KzcLXtesJ                   				SL2450				1				LB
wRhNRFZmlAyRp               				SL2450				2				MB
mYWdTiSXfdM                 				SL2450				3				UB
g                           				SL2450				4				LB
YrKxDOvCQ                   				SL2450				5				MB
nTRUUcQl                    				SL2450				6				UB
HHdhBpV                     				SL2450				7				SL
JBJBF                       				SL2450				8				SU
beMUfzm                     				SL2450				9				LB




PNR Number: 22517_20221101_0_2452_22				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

MZekJWbALcXgh               				SL2452				22				UB
HMlUXxfV                    				SL2452				23				LB
jh                          				SL2452				24				MB
vckZGpOXdwlTHrvA            				SL2453				1				LB
dv                          				SL2453				2				MB
CGaslPHOyDac                				SL2453				3				UB
FfLuCEuZCGja                				SL2453				4				LB
afXyEAlYnSOEd               				SL2453				5				MB
L                           				SL2453				6				UB
MHGZbnHLKWeaD               				SL2453				7				SL
MSaOidveveG                 				SL2453				8				SU
AsEK                        				SL2453				9				LB
LlIqMDLJYTCRVD              				SL2453				10				MB
jdCpasrXFqfzwuqG            				SL2453				11				UB
naieOWwphiaRso              				SL2453				12				LB
BlyEc                       				SL2453				13				MB
TPSTzEbp                    				SL2453				14				UB
ILuPgjO                     				SL2453				15				LB
LTUNVeeoUdi                 				SL2453				16				MB
KzoOvB                      				SL2453				17				UB




PNR Number: 4652_20221101_1_3327_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ZZuKW                       				AC3327				18				UB
z                           				AC3328				1				UB
g                           				AC3328				2				SL
tjoGhKYkJZVTjX              				AC3328				3				SU
mkuXYwvOuhSsM               				AC3328				4				LB
IEmfuQ                      				AC3328				5				LB
wmKPHylH                    				AC3328				6				UB
AIYp                        				AC3328				7				UB
OZHVe                       				AC3328				8				SL
mqYjam                      				AC3328				9				SU
WCJdFE                      				AC3328				10				LB
wDWINeBzlbaqQjjK            				AC3328				11				LB
n                           				AC3328				12				UB
wYhLVT                      				AC3328				13				UB
RtTbFVBBl                   				AC3328				14				SL
vqhfwsDbbRFsYaCj            				AC3328				15				SU
i                           				AC3328				16				LB
Dgjtj                       				AC3328				17				LB
Mcj                         				AC3328				18				UB
VukuNTIEO                   				AC3329				1				UB
KjodHhLPijt                 				AC3329				2				SL
CVnhgo                      				AC3329				3				SU
mbCoYTvTY                   				AC3329				4				LB
XXfJatjAo                   				AC3329				5				LB
sIHBjcFmtKFBA               				AC3329				6				UB
iAtWkM                      				AC3329				7				UB
HSqZbPZJzGkQn               				AC3329				8				SL
DCtyFfsFaxDLWLt             				AC3329				9				SU
x                           				AC3329				10				LB
YmXb                        				AC3329				11				LB
XtuhYnBbNYjwUNm             				AC3329				12				UB
JTttuyqVryTZnT              				AC3329				13				UB
l                           				AC3329				14				SL
pnqymkkJW                   				AC3329				15				SU
PXXE                        				AC3329				16				LB




PNR Number: 4652_20221101_0_2325_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

lhzAzONgXrR                 				SL2325				15				LB
NfFyLSRJVESstI              				SL2325				16				MB
ibmS                        				SL2325				17				UB




PNR Number: 4652_20221101_0_2327_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

sdwTKof                     				SL2327				8				SU
hGgN                        				SL2327				9				LB
hpITs                       				SL2327				10				MB
saWViSFqETDM                				SL2327				11				UB




PNR Number: 22517_20221101_1_3310_10				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

PCUndkBHqusDfNxv            				AC3310				10				LB
EKZeBwXrSNASkWjm            				AC3310				11				LB
CqdfAkm                     				AC3310				12				UB
KVUtAYubCoa                 				AC3310				13				UB
kolJebOzbmR                 				AC3310				14				SL
z                           				AC3310				15				SU
pRTeUQQwgsdewtf             				AC3310				16				LB
VGrxqMW                     				AC3310				17				LB
EunX                        				AC3310				18				UB
RcYxXI                      				AC3311				1				UB
C                           				AC3311				2				SL
cNRcHBY                     				AC3311				3				SU
Wqf                         				AC3311				4				LB
bxsMSqU                     				AC3311				5				LB
OYVhqxVbFnvp                				AC3311				6				UB
wRPGa                       				AC3311				7				UB
dwHxRCbEd                   				AC3311				8				SL
yWPn                        				AC3311				9				SU
CepgVIiLWukLwKY             				AC3311				10				LB
RrYuWGp                     				AC3311				11				LB
dhOe                        				AC3311				12				UB
vrWkEXRQedcIF               				AC3311				13				UB
GHifL                       				AC3311				14				SL
PKAXZM                      				AC3311				15				SU
xTgy                        				AC3311				16				LB
XJE                         				AC3311				17				LB
JiKcSDthQPD                 				AC3311				18				UB
tfJDsxSVR                   				AC3312				1				UB
OTR                         				AC3312				2				SL
GaT                         				AC3312				3				SU
eeQgNPpk                    				AC3312				4				LB
iNNFVNgt                    				AC3312				5				LB
XgYPSvNQMovh                				AC3312				6				UB




PNR Number: 4652_20221101_1_3372_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

X                           				AC3372				4				LB
IZi                         				AC3372				5				LB
WXkqQaYZNlqfofH             				AC3372				6				UB
uPhsRSxiWf                  				AC3372				7				UB
Nfwykpgqyp                  				AC3372				8				SL
fRQFNupmeXhAR               				AC3372				9				SU
RwOyYQ                      				AC3372				10				LB
YtlkkwVVHY                  				AC3372				11				LB
HeKTm                       				AC3372				12				UB
kxavqUaxF                   				AC3372				13				UB




PNR Number: 22517_20221101_1_3325_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

OiFw                        				AC3325				12				UB
aWyFyG                      				AC3325				13				UB
MGghSiB                     				AC3325				14				SL
sd                          				AC3325				15				SU
aZGPD                       				AC3325				16				LB
ZfmyQoXQ                    				AC3325				17				LB
pEuNBZkWtdA                 				AC3325				18				UB
QV                          				AC3326				1				UB
SfxckijGbREcKp              				AC3326				2				SL
RDfdvKkhZLj                 				AC3326				3				SU
kcxNDpbdYQczOfn             				AC3326				4				LB
SSIYZg                      				AC3326				5				LB
LnFTJp                      				AC3326				6				UB
LLLLtIkkpsN                 				AC3326				7				UB
ADGc                        				AC3326				8				SL
G                           				AC3326				9				SU
zssfC                       				AC3326				10				LB
doLCuWooCRLXNK              				AC3326				11				LB




PNR Number: 4652_20221101_1_3384_4				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ovAdzb                      				AC3384				4				LB




PNR Number: 4652_20221101_1_3405_3				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

iLGXzsmSqC                  				AC3405				3				SU
IaFmzKZdLbbW                				AC3405				4				LB
Q                           				AC3405				5				LB
fD                          				AC3405				6				UB
JQSHQxPxKcVI                				AC3405				7				UB
soktgM                      				AC3405				8				SL
r                           				AC3405				9				SU
cgiMvq                      				AC3405				10				LB
VkubxIXggK                  				AC3405				11				LB
RP                          				AC3405				12				UB
zwbwQG                      				AC3405				13				UB
JfgyUN                      				AC3405				14				SL
ctBatU                      				AC3405				15				SU
KSl                         				AC3405				16				LB
rkwjiRQbovzS                				AC3405				17				LB
SydNSAqeeVH                 				AC3405				18				UB
Y                           				AC3406				1				UB
KWdejLuyTYs                 				AC3406				2				SL
pgwYHPf                     				AC3406				3				SU
pexy                        				AC3406				4				LB
naPTVzRePk                  				AC3406				5				LB
NRFureySiDQmIar             				AC3406				6				UB
ucWVReZzVexCFUS             				AC3406				7				UB
unvCJUfPYmmPxa              				AC3406				8				SL
vGHjFaMCxtWvkI              				AC3406				9				SU
zYaZQFMPpYk                 				AC3406				10				LB
SquPYfgQK                   				AC3406				11				LB
aUQSejsBmcf                 				AC3406				12				UB
gLpQxoygGOiu                				AC3406				13				UB
GfzIIdVMiwZ                 				AC3406				14				SL
eFyJuAVxn                   				AC3406				15				SU
IfIezlgQ                    				AC3406				16				LB
HTTpsxA                     				AC3406				17				LB
cRngvCze                    				AC3406				18				UB
JFiVzhO                     				AC3407				1				UB
yOx                         				AC3407				2				SL
yV                          				AC3407				3				SU
eWM                         				AC3407				4				LB




PNR Number: 4652_20221101_0_2368_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Dvg                         				SL2368				13				MB
kJfgVDGx                    				SL2368				14				UB
xl                          				SL2368				15				LB
iLmbKbizktYEHn              				SL2368				16				MB
IKgc                        				SL2368				17				UB
slxnCBGNQ                   				SL2368				18				SL
amZouAaVWP                  				SL2368				19				SU
LWPhBufkxp                  				SL2368				20				LB
KqickHkc                    				SL2368				21				MB
uxseMSZa                    				SL2368				22				UB
ILYsh                       				SL2368				23				LB
XBnAM                       				SL2368				24				MB
uQbhkdQkQP                  				SL2369				1				LB
TOGLpQ                      				SL2369				2				MB
AlBzMoGcSgD                 				SL2369				3				UB
PtQaOLQbpSH                 				SL2369				4				LB
heKGwxjhjFZ                 				SL2369				5				MB
lcEoehegKPEhibGi            				SL2369				6				UB
mT                          				SL2369				7				SL
WbfD                        				SL2369				8				SU
je                          				SL2369				9				LB
lukRiXwLjXcEWJ              				SL2369				10				MB
CUuJvGj                     				SL2369				11				UB
RwilDyIrFOgUlBHo            				SL2369				12				LB
wbir                        				SL2369				13				MB
VxTCXLBoRez                 				SL2369				14				UB
uwMGFC                      				SL2369				15				LB
cfcwXjlvODd                 				SL2369				16				MB
DpgGDDaDlsW                 				SL2369				17				UB
zwWiMRwPMdRPVVpf            				SL2369				18				SL
geEeFHx                     				SL2369				19				SU
r                           				SL2369				20				LB
XsMsgLhVKWO                 				SL2369				21				MB
yPMDHFcWrGkrHCfp            				SL2369				22				UB
IIshYzrGL                   				SL2369				23				LB




PNR Number: 4652_20221101_0_2369_24				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

gmjDQQWiOIJfYHj             				SL2369				24				MB
JLDI                        				SL2370				1				LB
ugjpV                       				SL2370				2				MB
OkhNqxpkMdvT                				SL2370				3				UB
maH                         				SL2370				4				LB
KnVnnVmVEzj                 				SL2370				5				MB
yyxZRlFWQyMHEWi             				SL2370				6				UB
iVjJx                       				SL2370				7				SL
Flexkrpra                   				SL2370				8				SU
QwxVBi                      				SL2370				9				LB
LL                          				SL2370				10				MB
GIoQMa                      				SL2370				11				UB
oBKKQXHi                    				SL2370				12				LB




PNR Number: 4652_20221101_0_2397_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

TnlqkduGhDqQsP              				SL2397				6				UB
WiUYzLkvY                   				SL2397				7				SL
OYoZkRmfUA                  				SL2397				8				SU
kTVNEtxZnMBMj               				SL2397				9				LB
wnZmLomFGXeZcTki            				SL2397				10				MB
ll                          				SL2397				11				UB
LADjxvbhgSIxOg              				SL2397				12				LB
vZqPOhYoz                   				SL2397				13				MB
eh                          				SL2397				14				UB
ZBdzcogCHd                  				SL2397				15				LB
uOocQGfkRj                  				SL2397				16				MB
eLYpBXRnfATWk               				SL2397				17				UB
OjEhoMzGMknTyCP             				SL2397				18				SL
tPA                         				SL2397				19				SU
jKwrEeCaU                   				SL2397				20				LB
FqtVkmSJeh                  				SL2397				21				MB
sQfXcJdUqaPg                				SL2397				22				UB
aRxJ                        				SL2397				23				LB
hUcuFqHVVdAz                				SL2397				24				MB
dHwyfV                      				SL2398				1				LB
PZGgRsKSNgv                 				SL2398				2				MB
e                           				SL2398				3				UB
ZimaFLBxHTnqfUtN            				SL2398				4				LB
dDrDGfVdmRRTx               				SL2398				5				MB
NsMGsAsqQeNT                				SL2398				6				UB
kfHRoQhcROhh                				SL2398				7				SL
NjuxtYJBR                   				SL2398				8				SU
FZfnLJ                      				SL2398				9				LB
HcJkVmYcbs                  				SL2398				10				MB
JhRr                        				SL2398				11				UB
OUHgAsgrWwRnX               				SL2398				12				LB
RfauUNYNgkiSaSD             				SL2398				13				MB
OOnuJ                       				SL2398				14				UB
VsbBolzinfltuQ              				SL2398				15				LB
AufZZuSkepeI                				SL2398				16				MB
zArMKGLkAQNRIhc             				SL2398				17				UB
qvhnn                       				SL2398				18				SL
pIbwbRQxjjGw                				SL2398				19				SU
lgS                         				SL2398				20				LB




PNR Number: 22517_20221101_1_3406_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wnacw                       				AC3406				14				SL
hVGmEHnioQpZfbi             				AC3406				15				SU
LZOFvuiEQo                  				AC3406				16				LB
xYUk                        				AC3406				17				LB
Ij                          				AC3406				18				UB
ccHM                        				AC3407				1				UB
dKuTKtXs                    				AC3407				2				SL
TLEEsH                      				AC3407				3				SU
aoYIxEfajL                  				AC3407				4				LB
rcxpvVhJZtPi                				AC3407				5				LB




PNR Number: 22517_20221101_0_2570_20				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

yeAkc                       				SL2570				20				LB
QfDPRANDEyWd                				SL2570				21				MB
RGAnxT                      				SL2570				22				UB
RkURziMqUFyGw               				SL2570				23				LB
YoP                         				SL2570				24				MB
TjTzHNvS                    				SL2571				1				LB
b                           				SL2571				2				MB
SqVnavoIaeQ                 				SL2571				3				UB
gtDFLnx                     				SL2571				4				LB
kplfIKVgQNAXZs              				SL2571				5				MB
kw                          				SL2571				6				UB
ovogTXcaYMkpTE              				SL2571				7				SL
lQGwlRAChzpZY               				SL2571				8				SU
DvvLlRiLeGhb                				SL2571				9				LB
Ascek                       				SL2571				10				MB
kNpCSLMCKfFarl              				SL2571				11				UB
kuzKy                       				SL2571				12				LB
fBmXagsGOFvkVMF             				SL2571				13				MB
Fvg                         				SL2571				14				UB




PNR Number: 4652_20221101_0_2420_22				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

gVoEgRkTS                   				SL2420				22				UB
SEfzi                       				SL2420				23				LB
lipCTWLi                    				SL2420				24				MB
WEntojbsqMJOk               				SL2421				1				LB
AmguUTcc                    				SL2421				2				MB
gLBZuRyvFZcGU               				SL2421				3				UB
bez                         				SL2421				4				LB
GMpOfCu                     				SL2421				5				MB
KefxAqFQo                   				SL2421				6				UB
fWkTvhOPZ                   				SL2421				7				SL
ZgaXWsxVPJqscT              				SL2421				8				SU
GftlC                       				SL2421				9				LB
raLD                        				SL2421				10				MB
hLZMhp                      				SL2421				11				UB
oFoUFPTjaT                  				SL2421				12				LB
HsZMuVoZ                    				SL2421				13				MB
HFFWWdjDjzH                 				SL2421				14				UB
npNsXjZxIJswxS              				SL2421				15				LB
SslLVBdwMdaWfVD             				SL2421				16				MB
sazZcXHDDBTiIO              				SL2421				17				UB
wvGcl                       				SL2421				18				SL
yPVQoBcmcpRvKDB             				SL2421				19				SU
Ks                          				SL2421				20				LB
MKGhajxFoXiwmSWg            				SL2421				21				MB
IfljT                       				SL2421				22				UB
LePwqyTqaSzSV               				SL2421				23				LB
JDLBwRBq                    				SL2421				24				MB
rMkIwpz                     				SL2422				1				LB
AaDe                        				SL2422				2				MB
iPsijzDvHkhROZ              				SL2422				3				UB
tQtHIWZSvP                  				SL2422				4				LB
tUIhOSKdBIARMxz             				SL2422				5				MB
aeYOp                       				SL2422				6				UB
