PNR Number: 22517_20221101_0_2096_16				Train Number :22517				Date of Journey:2022-11-01
PNR Number: 22517_20221101_0_2448_10				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nJZHmsyFmyHyfQjT            				SL2448				10				MB
kWSybziJ                    				SL2448				11				UB
rkKboPpFQYM                 				SL2448				12				LB
nrBdNYWFjy                  				SL2448				13				MB
MadFSuEHzdfUCEY             				SL2448				14				UB
MxbdtQsmoloLmfSO            				SL2448				15				LB
ncvWqyZTCHamA               				SL2448				16				MB
qVgSmLu                     				SL2448				17				UB
cJ                          				SL2448				18				SL
DJSmP                       				SL2448				19				SU
wdgcu                       				SL2448				20				LB
Gsm                         				SL2448				21				MB
M                           				SL2448				22				UB
ONQrcHosUnRNY               				SL2448				23				LB
Fl                          				SL2448				24				MB
vCSaZioJoTNQG               				SL2449				1				LB




PNR Number: 22517_20221101_0_2457_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

pneJSetQ                    				SL2457				11				UB
NtUl                        				SL2457				12				LB
Vlqvx                       				SL2457				13				MB
rsJBk                       				SL2457				14				UB
FTntQvZqGDy                 				SL2457				15				LB
AUt                         				SL2457				16				MB
bcv                         				SL2457				17				UB
mqTqzs                      				SL2457				18				SL
hGBwMfFIuX                  				SL2457				19				SU
zZnA                        				SL2457				20				LB
Ljb                         				SL2457				21				MB
WkpTOJnTavVxwah             				SL2457				22				UB
hPHzGQqpOHEtuSvC            				SL2457				23				LB




PNR Number: 4652_20221101_0_2309_14				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Z                           				SL2309				14				UB
NACyU                       				SL2309				15				LB
anWhHf                      				SL2309				16				MB
lTqmCjUvsmkqyiUw            				SL2309				17				UB




PNR Number: 22517_20221101_1_3288_18				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

MjnZ                        				AC3288				18				UB
UvrQLajS                    				AC3289				1				UB
aTXdyXM                     				AC3289				2				SL
Qt                          				AC3289				3				SU
B                           				AC3289				4				LB
eYdLnRW                     				AC3289				5				LB
zMVtUoTJnt                  				AC3289				6				UB
LBoRUX                      				AC3289				7				UB
M                           				AC3289				8				SL
sbCI                        				AC3289				9				SU
sT                          				AC3289				10				LB
Rh                          				AC3289				11				LB
EwhYORyZX                   				AC3289				12				UB
FvYPMImBLbo                 				AC3289				13				UB
SHcCJU                      				AC3289				14				SL
zLoAqE                      				AC3289				15				SU




PNR Number: 4652_20221101_0_2315_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ExmziCmPfQHfx               				SL2315				11				UB
KpCnE                       				SL2315				12				LB
L                           				SL2315				13				MB
PrUZYRbxpnjomW              				SL2315				14				UB
usOqMuuAwIKo                				SL2315				15				LB
NWxAw                       				SL2315				16				MB
B                           				SL2315				17				UB
gsNzg                       				SL2315				18				SL
CeZloZjNHYtN                				SL2315				19				SU
IVpjIweifD                  				SL2315				20				LB
CHHnUEivNUv                 				SL2315				21				MB
g                           				SL2315				22				UB
DrJHH                       				SL2315				23				LB
caCUsp                      				SL2315				24				MB
GZBMbpNVxNnR                				SL2316				1				LB
y                           				SL2316				2				MB
aRMDSejLZHDJUGYm            				SL2316				3				UB
APkuTGbWt                   				SL2316				4				LB
MIK                         				SL2316				5				MB
wZkSIctRwB                  				SL2316				6				UB
TzKMe                       				SL2316				7				SL
ITFE                        				SL2316				8				SU




PNR Number: 4652_20221101_1_3335_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

KbDGJg                      				AC3335				18				UB
AwfRSCSlPltpsFqF            				AC3336				1				UB
OzM                         				AC3336				2				SL
RwVyRdayQvW                 				AC3336				3				SU
ABhZPtz                     				AC3336				4				LB
rOYaamQT                    				AC3336				5				LB
cWoKLemPHWIGYBOf            				AC3336				6				UB
gUEJS                       				AC3336				7				UB
DOUb                        				AC3336				8				SL
mJTgDgfdx                   				AC3336				9				SU
LbcxsnbaSyZKQRZB            				AC3336				10				LB
Duedl                       				AC3336				11				LB
htIzmdAAqMNsd               				AC3336				12				UB
G                           				AC3336				13				UB
AofGJB                      				AC3336				14				SL
UVykWEEhKgKV                				AC3336				15				SU
fLjI                        				AC3336				16				LB
Bdxe                        				AC3336				17				LB
ggIEOZE                     				AC3336				18				UB
vPs                         				AC3337				1				UB
BUFrA                       				AC3337				2				SL
CENWJmgU                    				AC3337				3				SU
AzdaDpxkDSr                 				AC3337				4				LB
sLSP                        				AC3337				5				LB
uUxt                        				AC3337				6				UB
LGSRJHENXlagEjx             				AC3337				7				UB
pYbPhyixCFgtPnZc            				AC3337				8				SL
JAbbEBDBHYYJ                				AC3337				9				SU
ZYrGzE                      				AC3337				10				LB
IOqPxCe                     				AC3337				11				LB
KecxIwvdo                   				AC3337				12				UB
QqSOsMz                     				AC3337				13				UB
cFHFHgWtu                   				AC3337				14				SL
Tec                         				AC3337				15				SU




