PNR Number: 4652_20221101_1_2889_18				Train Number :4652				Date of Journey:2022-11-01
dWEmJ                       				AC3393				15				SU
gcnpeJ                      				AC3393				16				LB
APXdeJqGkIYSAUwh            				AC3393				17				LB
ruEYePCPmHN                 				AC3393				18				UB
VnHQFyLxlP                  				AC3394				1				UB
WzB                         				AC3394				2				SL
zVqzsgvVLbwZbl              				AC3394				3				SU
AYKVsq                      				AC3394				4				LB
y                           				AC3394				5				LB
efopaMAyGeWGO               				AC3394				6				UB
JaRGTvAMIeDKpED             				AC3394				7				UB
rOPTlIV                     				AC3394				8				SL
LemvEqZwCFt                 				AC3394				9				SU
qqIn                        				AC3394				10				LB
P                           				AC3394				11				LB
VRCcYNYnS                   				AC3394				12				UB
FtojseFebZZOCQap            				AC3394				13				UB
lneEknO                     				AC3394				14				SL
AjDHd                       				AC3394				15				SU
IgIuhHNaxWPMofLs            				AC3394				16				LB
lbhPqEWxhUTsDOjz            				AC3394				17				LB
hLBxSNPnHjGfmJ              				AC3394				18				UB
RnLkeDha                    				AC3395				1				UB
irzEIY                      				AC3395				2				SL
FnndoU                      				AC3395				3				SU
H                           				AC3395				4				LB
klwdHq                      				AC3395				5				LB
jSTkqHBk                    				AC3395				6				UB
lqLlMIkOX                   				AC3395				7				UB
WRDIaSOmrfoegS              				AC3395				8				SL
EChnqXQ                     				AC3395				9				SU
o                           				AC3395				10				LB




PNR Number: 22517_20221101_0_2540_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

otySlSYAKtF                 				SL2540				11				UB
wYgFstfjmcLzByhe            				SL2540				12				LB
Jctpu                       				SL2540				13				MB




PNR Number: 22517_20221101_1_3402_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

vBpCR                       				AC3402				4				LB
hxWnBZNzkNf                 				AC3402				5				LB
WLcBRVot                    				AC3402				6				UB
ObcHKupZwwV                 				AC3402				7				UB
OZPpOoJpAtqbBm              				AC3402				8				SL
zUTOlWDBGTZ                 				AC3402				9				SU
pigNhvpYjYJVPK              				AC3402				10				LB
ASVMlzP                     				AC3402				11				LB
Cvt                         				AC3402				12				UB
tCAMSc                      				AC3402				13				UB
LpETKX                      				AC3402				14				SL
IJXgMiUR                    				AC3402				15				SU
YDuoe                       				AC3402				16				LB




PNR Number: 4652_20221101_1_3452_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

tQ                          				AC3452				15				SU
KZxsS                       				AC3452				16				LB
OevyumnwppCRCP              				AC3452				17				LB
TlgjyWVN                    				AC3452				18				UB
es                          				AC3453				1				UB
kDGJSXuH                    				AC3453				2				SL
YYNvbJSq                    				AC3453				3				SU
gzgCUxJLG                   				AC3453				4				LB
LnpKe                       				AC3453				5				LB
WsytN                       				AC3453				6				UB
mqCjJAUhNjkS                				AC3453				7				UB
dRsn                        				AC3453				8				SL
PJCCqHFJuMsD                				AC3453				9				SU
WBhgpVTHcCXXrnH             				AC3453				10				LB
r                           				AC3453				11				LB
YhpiDATkZfGpXx              				AC3453				12				UB
phODUw                      				AC3453				13				UB
nfuNiAOpsEG                 				AC3453				14				SL
LjIRGqmWlNko                				AC3453				15				SU
n                           				AC3453				16				LB
IihqirNRFi                  				AC3453				17				LB
MiuGffFbDKTqU               				AC3453				18				UB
XSiSylqgLEMvxcqL            				AC3454				1				UB
hjKISPKbJVfMlId             				AC3454				2				SL
XPw                         				AC3454				3				SU
sSQVEyynA                   				AC3454				4				LB
qCCxNLrndiS                 				AC3454				5				LB




PNR Number: 22517_20221101_1_3407_6				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

nCv                         				AC3407				6				UB
SbGhSDmPRMdMbzD             				AC3407				7				UB




PNR Number: 22517_20221101_0_2557_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Fy                          				SL2557				17				UB
I                           				SL2557				18				SL
F                           				SL2557				19				SU
xlyksjWopasFJ               				SL2557				20				LB
yzBZcPMGQNsHugO             				SL2557				21				MB
NQK                         				SL2557				22				UB
UablsoaJOTNaLTUn            				SL2557				23				LB
v                           				SL2557				24				MB
TlJXiz                      				SL2558				1				LB
psmMy                       				SL2558				2				MB
zGDxpdLR                    				SL2558				3				UB
tOLdv                       				SL2558				4				LB
wQNhmybT                    				SL2558				5				MB
QDPfLtm                     				SL2558				6				UB
kN                          				SL2558				7				SL
jTMYqeeIQZ                  				SL2558				8				SU
TpQdbkcJKeHySCb             				SL2558				9				LB
uqceBwySBOM                 				SL2558				10				MB
ddXSLextFMiz                				SL2558				11				UB
x                           				SL2558				12				LB
kTHWGyVL                    				SL2558				13				MB
ezboH                       				SL2558				14				UB
GhTEqWaFyYsY                				SL2558				15				LB
eOmevi                      				SL2558				16				MB
ezlGJpbhPlJZJnk             				SL2558				17				UB
TvyYYO                      				SL2558				18				SL
HdIrXelNNBDZjZ              				SL2558				19				SU
GkRCap                      				SL2558				20				LB
FIvyAVteoma                 				SL2558				21				MB
P                           				SL2558				22				UB
bYbWXfGwGQkza               				SL2558				23				LB
zIYPWwYn                    				SL2558				24				MB
CTTvXfjJxq                  				SL2559				1				LB
CBIQE                       				SL2559				2				MB
sxR                         				SL2559				3				UB
cupPNNSFMCR                 				SL2559				4				LB
jYK                         				SL2559				5				MB
YMdLMVpBPBNskog             				SL2559				6				UB
YiHbj                       				SL2559				7				SL




PNR Number: 22517_20221101_0_2579_3				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

axHmRllNTRoNMe              				SL2579				3				UB
s                           				SL2579				4				LB
y                           				SL2579				5				MB
KJHkC                       				SL2579				6				UB
CzcQpvoWzxoTT               				SL2579				7				SL
QexI                        				SL2579				8				SU
FsSKYlMtGzqcO               				SL2579				9				LB
HtLbrIbReg                  				SL2579				10				MB
iJizbJlZDJ                  				SL2579				11				UB




PNR Number: 22517_20221101_1_3438_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

PyfcKleuqXZ                 				AC3438				16				LB
ANJN                        				AC3438				17				LB
xLiDgQUFCPYY                				AC3438				18				UB
T                           				AC3439				1				UB
zeoAb                       				AC3439				2				SL
ZLguFjqJJ                   				AC3439				3				SU
tERqm                       				AC3439				4				LB
wxiGR                       				AC3439				5				LB




PNR Number: 22517_20221101_0_2583_21				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FD                          				SL2583				21				MB
gflRynRYO                   				SL2583				22				UB
Ebvrcmkn                    				SL2583				23				LB
cmzlxQrttMT                 				SL2583				24				MB
viUxHYLOpFgiE               				SL2584				1				LB




PNR Number: 4652_20221101_0_2440_24				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

fcvyWRmJk                   				SL2440				24				MB
t                           				SL2441				1				LB
seMUriUb                    				SL2441				2				MB
i                           				SL2441				3				UB
RhyiRHCOBXVKnYj             				SL2441				4				LB
TcXEGBxd                    				SL2441				5				MB
GwTIuFj                     				SL2441				6				UB
UtGj                        				SL2441				7				SL
aLtR                        				SL2441				8				SU
oCYwYmG                     				SL2441				9				LB
AFbNQUKJ                    				SL2441				10				MB
p                           				SL2441				11				UB
vixBFfkZLVcTyjW             				SL2441				12				LB
NnSZG                       				SL2441				13				MB
fjCza                       				SL2441				14				UB
A                           				SL2441				15				LB
ekhUEYqvpqft                				SL2441				16				MB
ZF                          				SL2441				17				UB
qbdxuwdmIxLKjTYs            				SL2441				18				SL
xztXZB                      				SL2441				19				SU
GSAsbLvRcLS                 				SL2441				20				LB
ufQrn                       				SL2441				21				MB
gKtuaI                      				SL2441				22				UB
cVnYGy                      				SL2441				23				LB
iYIqsRpzFbhBrEfB            				SL2441				24				MB
MKG                         				SL2442				1				LB
exzhfdTZJ                   				SL2442				2				MB
rffeN                       				SL2442				3				UB
axCPuQ                      				SL2442				4				LB
WqdgImgXtOhbZ               				SL2442				5				MB
pwTqDnEAViYtOM              				SL2442				6				UB
dOXPHZX                     				SL2442				7				SL
dggMcYZ                     				SL2442				8				SU
siZhKctpGknS                				SL2442				9				LB
lEaCxVfqzWCZanf             				SL2442				10				MB
woK                         				SL2442				11				UB




PNR Number: 4652_20221101_0_2442_12				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

RFAegXqnk                   				SL2442				12				LB
KC                          				SL2442				13				MB
GzsncRXhYpJU                				SL2442				14				UB
sFMCsT                      				SL2442				15				LB
ACXNnWKMJRtDM               				SL2442				16				MB
iSJ                         				SL2442				17				UB
LplAazm                     				SL2442				18				SL
MOGuMAU                     				SL2442				19				SU
ktnvKlRktNP                 				SL2442				20				LB
PjlxAsF                     				SL2442				21				MB
swNffumVIvaA                				SL2442				22				UB
Dzkz                        				SL2442				23				LB
FJOxkfrF                    				SL2442				24				MB
NUdHrOsYqR                  				SL2443				1				LB
GlhKeh                      				SL2443				2				MB
sLPJSSmglhyT                				SL2443				3				UB




PNR Number: 4652_20221101_0_2460_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

SLYfsXHpIDHKH               				SL2460				9				LB
duAdg                       				SL2460				10				MB
naSADmRMGZkmbI              				SL2460				11				UB
cQFv                        				SL2460				12				LB
dwJDrwOICZcb                				SL2460				13				MB
TIuu                        				SL2460				14				UB
X                           				SL2460				15				LB
wBUeT                       				SL2460				16				MB
qRYO                        				SL2460				17				UB
QJvttcRJNwqDdsK             				SL2460				18				SL
bMEvYbOB                    				SL2460				19				SU




PNR Number: 22517_20221101_0_2619_10				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

LVpRzfELfStb                				SL2619				10				MB
RGkpblTKHNVpfc              				SL2619				11				UB
UNvxqHBLj                   				SL2619				12				LB
WvdgXhHUIDDc                				SL2619				13				MB
Ch                          				SL2619				14				UB
mmlOkAjxqRKaxB              				SL2619				15				LB
UKmzVS                      				SL2619				16				MB
KrtRHV                      				SL2619				17				UB
LfkSUAHszpxnA               				SL2619				18				SL
KGZpf                       				SL2619				19				SU
ClCqyouoVEdYkopz            				SL2619				20				LB
sWPVkYGrA                   				SL2619				21				MB




PNR Number: 4652_20221101_1_3530_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

lOaBkDBLvPdG                				AC3530				8				SL
meCuEJjsUxAB                				AC3530				9				SU
fVuuwKBXmus                 				AC3530				10				LB
Ojk                         				AC3530				11				LB
BLWoPHeNyccZmR              				AC3530				12				UB
lfbQWinXVRKh                				AC3530				13				UB
CWdmgOrhWXVx                				AC3530				14				SL




PNR Number: 4652_20221101_0_2489_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

zq                          				SL2489				16				MB
Gdy                         				SL2489				17				UB
kG                          				SL2489				18				SL
GLdrmcGgOJuoRxKT            				SL2489				19				SU
gHcqfUeXUmYYCpV             				SL2489				20				LB
nL                          				SL2489				21				MB
xycLgGcX                    				SL2489				22				UB
rfONzQhaUJyEPrtQ            				SL2489				23				LB
FlGWmjMcjndIPu              				SL2489				24				MB




PNR Number: 22517_20221101_0_2638_3				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ksAJdonpuSaQlKA             				SL2638				3				UB
ueVbXdyLwZWQv               				SL2638				4				LB
unBJDnsz                    				SL2638				5				MB
kJXqVyS                     				SL2638				6				UB
TS                          				SL2638				7				SL
nZXvKhJQUNcbCk              				SL2638				8				SU
zpHzqrHLgyVqR               				SL2638				9				LB
MypAkzzVklyaefW             				SL2638				10				MB
gPZoqfNGXySkiJc             				SL2638				11				UB
YcGsNmTvLAye                				SL2638				12				LB
pWCgsaPyfMZFI               				SL2638				13				MB
AfkSMvYck                   				SL2638				14				UB
iePZEdBHYMsFi               				SL2638				15				LB
nNPOUfmyZsahM               				SL2638				16				MB
xaTNHBNxfJeOoSra            				SL2638				17				UB
XiEDxPArwzCQl               				SL2638				18				SL
hWKLWGlOfRZ                 				SL2638				19				SU
TsWgLC                      				SL2638				20				LB
eR                          				SL2638				21				MB
FCb                         				SL2638				22				UB
IANlhvevLehso               				SL2638				23				LB
lXOKxyu                     				SL2638				24				MB
XcM                         				SL2639				1				LB
jgBgmGmdFIlh                				SL2639				2				MB
HbPhiYFnxnmiROQG            				SL2639				3				UB
Y                           				SL2639				4				LB
hNdUTlmzJMOx                				SL2639				5				MB
e                           				SL2639				6				UB
LFmTYiEXV                   				SL2639				7				SL
qzGivWaH                    				SL2639				8				SU




PNR Number: 22517_20221101_0_2639_9				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ULyHktxRaO                  				SL2639				9				LB




PNR Number: 4652_20221101_0_2499_7				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

GZWTQslJs                   				SL2499				7				SL
uwhFkXN                     				SL2499				8				SU
nCMkFur                     				SL2499				9				LB
NpvKpsDwBbeNOJm             				SL2499				10				MB
vfMvptppn                   				SL2499				11				UB
JHvZAYgvFidfxMeR            				SL2499				12				LB
AXcsOTuDXr                  				SL2499				13				MB
pnHpgfRiXjRDp               				SL2499				14				UB
RflIH                       				SL2499				15				LB
nSPLwwWF                    				SL2499				16				MB
RrRQpyyEz                   				SL2499				17				UB
sRg                         				SL2499				18				SL
dWVzHLVBtblB                				SL2499				19				SU
d                           				SL2499				20				LB
yKrIjcPnaz                  				SL2499				21				MB
XTPrA                       				SL2499				22				UB
UOY                         				SL2499				23				LB
F                           				SL2499				24				MB
YLXCbPzfM                   				SL2500				1				LB




PNR Number: 22517_20221101_0_2640_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

CJY                         				SL2640				12				LB
SuOi                        				SL2640				13				MB
mMFF                        				SL2640				14				UB
PsCfXPcxOghrV               				SL2640				15				LB
qMyMqAu                     				SL2640				16				MB
rtOTkiTLGIFKsNtj            				SL2640				17				UB
L                           				SL2640				18				SL




PNR Number: 22517_20221101_1_3528_3				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ebQCWFiyoiyG                				AC3528				3				SU
ILEZgIDtiVgikj              				AC3528				4				LB
lDWrKcg                     				AC3528				5				LB
hu                          				AC3528				6				UB
XQwEoIO                     				AC3528				7				UB
mXcrbb                      				AC3528				8				SL
c                           				AC3528				9				SU
TSGb                        				AC3528				10				LB
qNtubwVT                    				AC3528				11				LB
BaEzPhYRwOmSowqV            				AC3528				12				UB
DCsd                        				AC3528				13				UB
KTJobgqTVFVbsrc             				AC3528				14				SL
IGKaSEFg                    				AC3528				15				SU
c                           				AC3528				16				LB
zvFiLuiOOKfwJH              				AC3528				17				LB
o                           				AC3528				18				UB
b                           				AC3529				1				UB




PNR Number: 4652_20221101_1_3557_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

GNsFzrzK                    				AC3557				15				SU
z                           				AC3557				16				LB
wJvmnDMtWhd                 				AC3557				17				LB
nEsrEdH                     				AC3557				18				UB
ZgGwTS                      				AC3558				1				UB
EGYHxnSOcdti                				AC3558				2				SL




PNR Number: 4652_20221101_1_3558_3				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wkAFBUwI                    				AC3558				3				SU
moarmRxOP                   				AC3558				4				LB
sU                          				AC3558				5				LB
gLWClCP                     				AC3558				6				UB
hGj                         				AC3558				7				UB
qK                          				AC3558				8				SL
zqy                         				AC3558				9				SU
iS                          				AC3558				10				LB
HGxTNdHUUKsTEm              				AC3558				11				LB
UbijkyEtvVGt                				AC3558				12				UB
LYhtGHNwlKqbrOvH            				AC3558				13				UB
EsgXw                       				AC3558				14				SL




PNR Number: 4652_20221101_0_2505_3				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

GfPcgQmoZVRfkG              				SL2505				3				UB
kiUgic                      				SL2505				4				LB
YtiXVOUDbGS                 				SL2505				5				MB
gUVSuz                      				SL2505				6				UB
FOscNxaZZjY                 				SL2505				7				SL
ENioesP                     				SL2505				8				SU
iEZ                         				SL2505				9				LB
v                           				SL2505				10				MB
BrOlZyhzRnQFR               				SL2505				11				UB
auWdeC                      				SL2505				12				LB
GsMlbeMbjYe                 				SL2505				13				MB
yDCTIaADdziOaR              				SL2505				14				UB
B                           				SL2505				15				LB
XwaJnRvS                    				SL2505				16				MB
d                           				SL2505				17				UB
VoxVCKrrNNu                 				SL2505				18				SL
pT                          				SL2505				19				SU
b                           				SL2505				20				LB
AbBPPyDUmD                  				SL2505				21				MB
jkQAoKjCe                   				SL2505				22				UB
hzSFDsWvGDFiS               				SL2505				23				LB
GZM                         				SL2505				24				MB
JFmmVoWNN                   				SL2506				1				LB
ryDsnliZEiHcpfNC            				SL2506				2				MB
VcOS                        				SL2506				3				UB
HJMatnK                     				SL2506				4				LB




PNR Number: 22517_20221101_1_3544_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

PGTUXwLYYai                 				AC3544				17				LB
bRCfGbzRkpOQ                				AC3544				18				UB
hjgBTEijAFfVZYtN            				AC3545				1				UB
eLu                         				AC3545				2				SL
icQVUP                      				AC3545				3				SU
IHeaHFtGpcQZFy              				AC3545				4				LB
GydTWVxuIbCeRij             				AC3545				5				LB
pnHFxlxdWOmH                				AC3545				6				UB
AnFyoCxZNNjt                				AC3545				7				UB
M                           				AC3545				8				SL
FXElB                       				AC3545				9				SU
uwxw                        				AC3545				10				LB
sIMZRUBOHeZ                 				AC3545				11				LB
OrgLY                       				AC3545				12				UB
pmOl                        				AC3545				13				UB
rBqXtzfUJN                  				AC3545				14				SL
Ky                          				AC3545				15				SU
VHRLTLRRxBdnQZf             				AC3545				16				LB
k                           				AC3545				17				LB
OiEgskbVwpdCyYHI            				AC3545				18				UB
J                           				AC3546				1				UB
FpMHiRS                     				AC3546				2				SL
rEVJZdC                     				AC3546				3				SU
PnHTVqyaVAmNLu              				AC3546				4				LB
ARvZJrDvtE                  				AC3546				5				LB
jZuDFF                      				AC3546				6				UB
pglwAEXP                    				AC3546				7				UB
FhfXaOFfvjHZCavl            				AC3546				8				SL
bZjXQ                       				AC3546				9				SU
xifcv                       				AC3546				10				LB
raxbw                       				AC3546				11				LB
JbumKUgwOiO                 				AC3546				12				UB
FXrahRuqmnXW                				AC3546				13				UB
YLoYYgZuIWwXhrF             				AC3546				14				SL
zNIwoEbe                    				AC3546				15				SU
KJfILyfuideA                				AC3546				16				LB
JsPBoWTllcSC                				AC3546				17				LB
zwcfzQWemixIz               				AC3546				18				UB




PNR Number: 22517_20221101_1_3566_6				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

spDlSBq                     				AC3566				6				UB
uiOClWOnPKoivYWf            				AC3566				7				UB
DkRMrdWolUAnU               				AC3566				8				SL
ydXPylqIl                   				AC3566				9				SU
cyLN                        				AC3566				10				LB
AhbmyKmPcVgXZ               				AC3566				11				LB
AFq                         				AC3566				12				UB
HcxJKZ                      				AC3566				13				UB
ZPDGrFhGPiaFPp              				AC3566				14				SL
oIvr                        				AC3566				15				SU
FpdVUua                     				AC3566				16				LB
fKKJq                       				AC3566				17				LB
wurUNzgcmrBbP               				AC3566				18				UB
OosQrFLoHRB                 				AC3567				1				UB
PttpYujJX                   				AC3567				2				SL
z                           				AC3567				3				SU
VGHVYR                      				AC3567				4				LB
VLguzN                      				AC3567				5				LB
nFwTmAnuDAq                 				AC3567				6				UB
LHCJ                        				AC3567				7				UB
wewLIkCJPIDRqP              				AC3567				8				SL
qudLbsknWRW                 				AC3567				9				SU
SpGdPwhfJAZuPZbf            				AC3567				10				LB
PNGmDlomeJjyLGEn            				AC3567				11				LB




PNR Number: 4652_20221101_0_2532_7				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

l                           				SL2532				7				SL
oucwWymsYbBZb               				SL2532				8				SU
lFYm                        				SL2532				9				LB
J                           				SL2532				10				MB
UAsyuyiSB                   				SL2532				11				UB
mN                          				SL2532				12				LB
aP                          				SL2532				13				MB
EhRN                        				SL2532				14				UB




PNR Number: 22517_20221101_0_2694_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

AjLcsvvqKfLF                				SL2694				16				MB
h                           				SL2694				17				UB
mAiHgYQPlwozdGC             				SL2694				18				SL
GvSRaQHeNvOiT               				SL2694				19				SU
Un                          				SL2694				20				LB
EoNDXGYoEvk                 				SL2694				21				MB
JbPFceHsBC                  				SL2694				22				UB
FZjUkgHQx                   				SL2694				23				LB
qrIFSBdDPlpCF               				SL2694				24				MB
lOydNWPYUBilwhTt            				SL2695				1				LB
Petf                        				SL2695				2				MB
qTZBlhEYCyqH                				SL2695				3				UB
omjQdbaJWellS               				SL2695				4				LB




PNR Number: 4652_20221101_1_3609_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

EpUYMsMMxAQbTt              				AC3609				13				UB
yhOdhYInp                   				AC3609				14				SL
CB                          				AC3609				15				SU
ylbVJImlFbkzAsh             				AC3609				16				LB
NQXzThkgVYzO                				AC3609				17				LB
bNyVkffRglHhux              				AC3609				18				UB
mOfIiQeq                    				AC3610				1				UB
ljyUXtcsKpfx                				AC3610				2				SL
NMjiIhyOXqDs                				AC3610				3				SU
QQJwCGgZExZxpQR             				AC3610				4				LB
xIJmv                       				AC3610				5				LB
WcR                         				AC3610				6				UB
gCnVgWiQZI                  				AC3610				7				UB
LfyNSszDbHKVyNz             				AC3610				8				SL
pzAPwCPo                    				AC3610				9				SU
FgDqrtH                     				AC3610				10				LB
uJ                          				AC3610				11				LB
dq                          				AC3610				12				UB
ru                          				AC3610				13				UB
Z                           				AC3610				14				SL
WtMWmo                      				AC3610				15				SU
zVPoBbTpxpYtuC              				AC3610				16				LB




PNR Number: 4652_20221101_1_3610_17				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

XIodtyS                     				AC3610				17				LB
XJXCtrZYKVgR                				AC3610				18				UB
dAwVqEYEkIrl                				AC3611				1				UB
VLNb                        				AC3611				2				SL
AZU                         				AC3611				3				SU
FHehz                       				AC3611				4				LB
pOFMxoTF                    				AC3611				5				LB
giMGJoGXFYd                 				AC3611				6				UB
TjdFKcIMMxEyj               				AC3611				7				UB
nVpMyNzx                    				AC3611				8				SL
roWBSfjyjuAzPJg             				AC3611				9				SU
kkzNrxNNbi                  				AC3611				10				LB
iQN                         				AC3611				11				LB
FbWMecMnH                   				AC3611				12				UB
rJy                         				AC3611				13				UB




PNR Number: 4652_20221101_1_3625_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ZADcudxK                    				AC3625				2				SL
wJWDObwDWaBK                				AC3625				3				SU
tK                          				AC3625				4				LB
KTdUjVcVKHQfI               				AC3625				5				LB
qH                          				AC3625				6				UB
WNYbK                       				AC3625				7				UB
xogtZZt                     				AC3625				8				SL
kX                          				AC3625				9				SU
bTYcqs                      				AC3625				10				LB
qubqom                      				AC3625				11				LB
sclCjj                      				AC3625				12				UB
TFejiuJLNCSEWA              				AC3625				13				UB




PNR Number: 22517_20221101_0_2714_24				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

A                           				SL2714				24				MB
KWzTVnpNPNKglcmR            				SL2715				1				LB
iKhxF                       				SL2715				2				MB
ljC                         				SL2715				3				UB
F                           				SL2715				4				LB
cqtDAsQvznLTdRxR            				SL2715				5				MB
OZvfpW                      				SL2715				6				UB
sXzojQaxBqv                 				SL2715				7				SL
lbbvgWZEvM                  				SL2715				8				SU
Tzb                         				SL2715				9				LB
n                           				SL2715				10				MB
iQFjzHYKAIMPYLw             				SL2715				11				UB
eqcxl                       				SL2715				12				LB
NPOl                        				SL2715				13				MB
P                           				SL2715				14				UB
ybtfNvZB                    				SL2715				15				LB




PNR Number: 4652_20221101_0_2556_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

RgJO                        				SL2556				9				LB
gu                          				SL2556				10				MB
daaPVMtEIvDy                				SL2556				11				UB
OkYsAKCzONKLtY              				SL2556				12				LB
T                           				SL2556				13				MB
iQXDnSGyXip                 				SL2556				14				UB
Ppetzc                      				SL2556				15				LB
Don                         				SL2556				16				MB
HzAUmYFDvg                  				SL2556				17				UB
xCnAUogPxoyCPX              				SL2556				18				SL
mX                          				SL2556				19				SU
ARXWyUeVhN                  				SL2556				20				LB
aRIicjRfmKGr                				SL2556				21				MB




PNR Number: 4652_20221101_1_3632_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

aI                          				AC3632				10				LB
pjorEo                      				AC3632				11				LB
d                           				AC3632				12				UB
Y                           				AC3632				13				UB




PNR Number: 4652_20221101_1_3632_14				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

SsajCGfR                    				AC3632				14				SL
VQACMdlPx                   				AC3632				15				SU
agWgkorSTki                 				AC3632				16				LB
ned                         				AC3632				17				LB
cARd                        				AC3632				18				UB
cFBEgKfMIShze               				AC3633				1				UB
NKUgPdK                     				AC3633				2				SL
dQkKsgNsgdUG                				AC3633				3				SU
ieH                         				AC3633				4				LB
ZTancPOkvr                  				AC3633				5				LB
LdfbbTZYJFk                 				AC3633				6				UB
IeWbXIEQSsfsMwY             				AC3633				7				UB
AvcQi                       				AC3633				8				SL
jXfybqbPFpeQX               				AC3633				9				SU
Y                           				AC3633				10				LB
QkyDvqUTLBOyfx              				AC3633				11				LB
L                           				AC3633				12				UB
sjeEsnka                    				AC3633				13				UB
A                           				AC3633				14				SL
ukUQj                       				AC3633				15				SU
MNEMUAgAWHlABRQw            				AC3633				16				LB
irWQloCpLfp                 				AC3633				17				LB
wNRpaoXfwcmEXajb            				AC3633				18				UB
hycxLWriHxM                 				AC3634				1				UB
Coz                         				AC3634				2				SL
Lhmz                        				AC3634				3				SU
ybyVaypR                    				AC3634				4				LB




PNR Number: 22517_20221101_0_2724_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

SmTx                        				SL2724				16				MB
EAf                         				SL2724				17				UB
eQLjYnR                     				SL2724				18				SL
cMsAShIjYqXOGpC             				SL2724				19				SU
qevkgWnXLtinWB              				SL2724				20				LB
QhqMwScETuofW               				SL2724				21				MB
WnEwCeIVRTz                 				SL2724				22				UB
wozOPYNlKjnCO               				SL2724				23				LB
HZOvK                       				SL2724				24				MB
RgpxQzPiHPryHEP             				SL2725				1				LB
OQISRQjq                    				SL2725				2				MB
GSDiNtk                     				SL2725				3				UB
GC                          				SL2725				4				LB
NRUGErbWKXUnJ               				SL2725				5				MB
wsMyeSxCcBDNTKE             				SL2725				6				UB
bLOOYmZFZmdsaF              				SL2725				7				SL
KIfNltCyBAh                 				SL2725				8				SU
sHAvqLzWLx                  				SL2725				9				LB




PNR Number: 4652_20221101_0_2559_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

CspC                        				SL2559				15				LB
wMdFJDPIHDppSoU             				SL2559				16				MB
NSzHcLMJFuCq                				SL2559				17				UB
UysRgif                     				SL2559				18				SL
