PNR Number: 4652_20221101_1_2871_8				Train Number :4652				Date of Journey:2022-11-01
IRmMqpyaSKaGOEo             				AC3247				11				LB
f                           				AC3247				12				UB
qaemgMeczy                  				AC3247				13				UB
wTEAXmc                     				AC3247				14				SL
OVxFL                       				AC3247				15				SU
sQqBOBtDsNLah               				AC3247				16				LB
fzwIx                       				AC3247				17				LB
VYH                         				AC3247				18				UB
MlrWAaiqBwdLs               				AC3248				1				UB
ETdETYvgvIoDcn              				AC3248				2				SL
AGcv                        				AC3248				3				SU
naecGKrYIz                  				AC3248				4				LB
fhMMivrAlhGkDTo             				AC3248				5				LB
mnfKYVWpVolE                				AC3248				6				UB
SebMnfpPxFlI                				AC3248				7				UB
xARDFyj                     				AC3248				8				SL




PNR Number: 22517_20221101_1_3203_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ckpvPNkwlxs                 				AC3203				11				LB
IrWLrarTLcsbHRNX            				AC3203				12				UB
tkJInVVJvzOmGcGq            				AC3203				13				UB
k                           				AC3203				14				SL
wCwirWm                     				AC3203				15				SU
MfNcEVxIgKxm                				AC3203				16				LB
IIjiC                       				AC3203				17				LB
QQuCDg                      				AC3203				18				UB
zyvSjo                      				AC3204				1				UB
JnctzffmQJ                  				AC3204				2				SL
FqGmxfkwa                   				AC3204				3				SU
BbqyjQJDKtxaPy              				AC3204				4				LB
obGNOYCXmpe                 				AC3204				5				LB
QeLe                        				AC3204				6				UB
r                           				AC3204				7				UB
gdrwbDNOa                   				AC3204				8				SL
m                           				AC3204				9				SU
pWhh                        				AC3204				10				LB




PNR Number: 4652_20221101_1_3254_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

OEcmRnc                     				AC3254				16				LB
HmXQd                       				AC3254				17				LB
Os                          				AC3254				18				UB
lrwanW                      				AC3255				1				UB
yKJKxPchRQWuwCHy            				AC3255				2				SL
iVaRCwrINnAD                				AC3255				3				SU
ejnZTNMi                    				AC3255				4				LB
Njt                         				AC3255				5				LB
MNLhZELkXK                  				AC3255				6				UB
Vn                          				AC3255				7				UB
AaizYqjOtZDQZZL             				AC3255				8				SL
dYV                         				AC3255				9				SU
qepIkbCuDXs                 				AC3255				10				LB
jkZHLU                      				AC3255				11				LB
xdNuOSZRaIF                 				AC3255				12				UB
mgsdQ                       				AC3255				13				UB
dbabELHXvwjJ                				AC3255				14				SL
DpEANpyXb                   				AC3255				15				SU
YnXvzsIuExMoJIm             				AC3255				16				LB
Jzo                         				AC3255				17				LB
rebUIrQGYWHKKj              				AC3255				18				UB
r                           				AC3256				1				UB
EHKUPJsdY                   				AC3256				2				SL
nEiDrCsULLtKaN              				AC3256				3				SU
w                           				AC3256				4				LB
KrSRtbmbUPB                 				AC3256				5				LB
mSXwXbkDbgJa                				AC3256				6				UB
BRnUNSN                     				AC3256				7				UB




PNR Number: 4652_20221101_1_3263_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

VsRpsWDiKyEDcK              				AC3263				1				UB
Zqk                         				AC3263				2				SL
nEHGBmBvh                   				AC3263				3				SU
yYZQMvRMdt                  				AC3263				4				LB
gSitZ                       				AC3263				5				LB
drzdoLms                    				AC3263				6				UB
aQWyhndAMIgdB               				AC3263				7				UB
ZBWAybLIjD                  				AC3263				8				SL
QoFzVrRh                    				AC3263				9				SU
nbuMIq                      				AC3263				10				LB




PNR Number: 4652_20221101_0_2289_12				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

OQayRZH                     				SL2289				12				LB
KRukgbXMUeeakTRW            				SL2289				13				MB
BQzBIWZzsWfNZskK            				SL2289				14				UB
paqMWkucuSXRe               				SL2289				15				LB
gWOVw                       				SL2289				16				MB
zPhQEdEhA                   				SL2289				17				UB
dfEZzyzmqjHGS               				SL2289				18				SL
FVzzXDMXDGARWk              				SL2289				19				SU
TkJTgiyORtAZeYIX            				SL2289				20				LB
XlImQKJIAPRhV               				SL2289				21				MB
wrWXCVGnIgsB                				SL2289				22				UB
dAdtkZZjhGbgQ               				SL2289				23				LB
KUFuuiEbuEBtzYE             				SL2289				24				MB
DMouPcZnyELhv               				SL2290				1				LB
fMLoHg                      				SL2290				2				MB
CKq                         				SL2290				3				UB
kpKuPYn                     				SL2290				4				LB
YM                          				SL2290				5				MB
daRAEVL                     				SL2290				6				UB
oSWHbe                      				SL2290				7				SL
ZPqlgTeacVsrBaUX            				SL2290				8				SU
jjPD                        				SL2290				9				LB
XjX                         				SL2290				10				MB
JmPInuAKryRpQ               				SL2290				11				UB
HmnY                        				SL2290				12				LB
LmjzcCKZhScCuqBV            				SL2290				13				MB
SHzIcmtbKOwMQLR             				SL2290				14				UB
bJCbwWWSz                   				SL2290				15				LB
uhaaiSj                     				SL2290				16				MB
rs                          				SL2290				17				UB
J                           				SL2290				18				SL
OWBfXRKPMc                  				SL2290				19				SU
bXIgHDXnel                  				SL2290				20				LB
EcbxybsyR                   				SL2290				21				MB
oEAo                        				SL2290				22				UB




PNR Number: 4652_20221101_0_2292_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

RYQa                        				SL2292				16				MB
Xr                          				SL2292				17				UB
HtSdocxngmF                 				SL2292				18				SL
njqxespeMm                  				SL2292				19				SU
Ut                          				SL2292				20				LB
XpuDKuWxcOwD                				SL2292				21				MB
aaLlHB                      				SL2292				22				UB
iLbCkiz                     				SL2292				23				LB
CncOXETVzRxy                				SL2292				24				MB
oSmKZ                       				SL2293				1				LB
LvW                         				SL2293				2				MB
oXUrpC                      				SL2293				3				UB
LIocAwkgma                  				SL2293				4				LB
cKwssEXHeTq                 				SL2293				5				MB
jkAXH                       				SL2293				6				UB
fOAQaiViymI                 				SL2293				7				SL
gttGJXIOrCanjvN             				SL2293				8				SU
GXVNZPtVm                   				SL2293				9				LB
c                           				SL2293				10				MB
uBFtaOdNdJlxYxep            				SL2293				11				UB
EMRi                        				SL2293				12				LB
sZsKZEuREva                 				SL2293				13				MB
BDfvJvYPtQMRUi              				SL2293				14				UB
FOoBhAZrxTKTnK              				SL2293				15				LB
uORsVSqdqnpecE              				SL2293				16				MB
nWmcFHiV                    				SL2293				17				UB
FqPPeQsaEto                 				SL2293				18				SL
PT                          				SL2293				19				SU
btIdOO                      				SL2293				20				LB
NjEeOgpOdGvy                				SL2293				21				MB
sTYFSoOAZkyHwox             				SL2293				22				UB
VUhwEHyruGKoVON             				SL2293				23				LB
bhJszlZUARMkzj              				SL2293				24				MB
H                           				SL2294				1				LB
NoeXieyLC                   				SL2294				2				MB
qdkMUBurKqvJdL              				SL2294				3				UB
vRKFmHRdDVQ                 				SL2294				4				LB
HhEVPyJCMZcGa               				SL2294				5				MB




PNR Number: 4652_20221101_1_3313_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

HicnjQzhLHZKOoWf            				AC3313				2				SL
CXTdXksiXNH                 				AC3313				3				SU
wNOknauTUYs                 				AC3313				4				LB
o                           				AC3313				5				LB
fODD                        				AC3313				6				UB
ZedEhidYUozTCn              				AC3313				7				UB
YfLhriwXubAbA               				AC3313				8				SL
Q                           				AC3313				9				SU
zQlTYXvObsPHb               				AC3313				10				LB
fxTZHtxAIAPOsW              				AC3313				11				LB
yvFzHFIqsiBwgdaI            				AC3313				12				UB
iqGLDSi                     				AC3313				13				UB
eshu                        				AC3313				14				SL
lbCOQ                       				AC3313				15				SU
WFLBCXygWxy                 				AC3313				16				LB
pSGevyfKfSjE                				AC3313				17				LB
cxDQ                        				AC3313				18				UB
njew                        				AC3314				1				UB
jtvbKGEngBv                 				AC3314				2				SL
ZUwJ                        				AC3314				3				SU
mobJZgDlbQ                  				AC3314				4				LB
b                           				AC3314				5				LB
QdiahaojVHBa                				AC3314				6				UB
QcNNmeDXwUQdXfp             				AC3314				7				UB
VSosGpUAJIhQnF              				AC3314				8				SL
atB                         				AC3314				9				SU
FTs                         				AC3314				10				LB




PNR Number: 4652_20221101_1_3314_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

eKTdkezIVD                  				AC3314				11				LB
QnipzumlY                   				AC3314				12				UB
GpBKsfgEZM                  				AC3314				13				UB
QOjKY                       				AC3314				14				SL
VcoODTSfqWWHpuF             				AC3314				15				SU
GUNMgAMPu                   				AC3314				16				LB
jSLKQQAhIoMKPm              				AC3314				17				LB
ONb                         				AC3314				18				UB
DOxwDJI                     				AC3315				1				UB
dSrBeyEPwGHDjQ              				AC3315				2				SL
VN                          				AC3315				3				SU
GJN                         				AC3315				4				LB
TGHpCMpdqmPWjq              				AC3315				5				LB
rTZ                         				AC3315				6				UB
afShOu                      				AC3315				7				UB
oopDqNpJBry                 				AC3315				8				SL
dZjVKQZ                     				AC3315				9				SU
bVzFGDxvCRnsEwH             				AC3315				10				LB
OcmBcDFBAE                  				AC3315				11				LB
IASVjzoOljNIQv              				AC3315				12				UB
idWGPaoMMJCykHc             				AC3315				13				UB
hmbJNMqzteQM                				AC3315				14				SL
ioLNGshavZjVQB              				AC3315				15				SU
uR                          				AC3315				16				LB
rlzfEj                      				AC3315				17				LB
SY                          				AC3315				18				UB
jHswcrIOoOMt                				AC3316				1				UB
aqgkC                       				AC3316				2				SL
ENp                         				AC3316				3				SU
UfKW                        				AC3316				4				LB
OytnFAbTyliCBWYb            				AC3316				5				LB
LwZUbFjtcBXQHD              				AC3316				6				UB
ugWKcIPbWaJSei              				AC3316				7				UB
UVefHDPD                    				AC3316				8				SL
hiiPxAFzwpUS                				AC3316				9				SU




PNR Number: 22517_20221101_0_2476_15				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

dIWqcuo                     				SL2476				15				LB




PNR Number: 22517_20221101_1_3322_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

TbSlb                       				AC3322				7				UB
hClAGGhiUYheMdm             				AC3322				8				SL
hoUg                        				AC3322				9				SU
XoQ                         				AC3322				10				LB
FxHZIYYMAYpdu               				AC3322				11				LB
zmjB                        				AC3322				12				UB
JKaX                        				AC3322				13				UB
NhTdkKGfYELPl               				AC3322				14				SL




PNR Number: 4652_20221101_0_2358_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

MTknYJLuMn                  				SL2358				18				SL
smhHACHFfLeu                				SL2358				19				SU
lOIfEdqACJaGSlL             				SL2358				20				LB
zreSVHHX                    				SL2358				21				MB
xFKVvEFhNLhivXFb            				SL2358				22				UB
tfoo                        				SL2358				23				LB
KtlMgnvxzujYQovB            				SL2358				24				MB
xUbK                        				SL2359				1				LB
Uz                          				SL2359				2				MB
yBpxvezjVDmGHV              				SL2359				3				UB
Ve                          				SL2359				4				LB
HCvfhgLivOLDVW              				SL2359				5				MB
fIIoRPwSbXtdHbQn            				SL2359				6				UB
E                           				SL2359				7				SL
lBVDjR                      				SL2359				8				SU
o                           				SL2359				9				LB
dRJALjXUBrv                 				SL2359				10				MB
sXaPRJkPxLLBi               				SL2359				11				UB
lICCnJSv                    				SL2359				12				LB
lzSuqdUmpaoUZFOT            				SL2359				13				MB
Xz                          				SL2359				14				UB
X                           				SL2359				15				LB
FQwdQtVUUOYKIa              				SL2359				16				MB
LPaUvMOfBu                  				SL2359				17				UB
ycDtSZYRuaoZyC              				SL2359				18				SL
XDlBgB                      				SL2359				19				SU
ZEugIqT                     				SL2359				20				LB
ZiAUNdIxROEE                				SL2359				21				MB
TfIZQiGEC                   				SL2359				22				UB
puZtH                       				SL2359				23				LB
sNWd                        				SL2359				24				MB
Gfyzvyy                     				SL2360				1				LB
loWvtCHNUGEaUKhz            				SL2360				2				MB
iWBhnIloerw                 				SL2360				3				UB
KeVMnJTYepNjFYii            				SL2360				4				LB
pTCangCvfQM                 				SL2360				5				MB
vbZPSGxxO                   				SL2360				6				UB
wM                          				SL2360				7				SL
lOTtVXPNqoFjnF              				SL2360				8				SU
DPeNjbuBcHPjzyNY            				SL2360				9				LB




PNR Number: 4652_20221101_1_3407_5				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

JFdoMwwuyDUXqJ              				AC3407				5				LB
skZWCSsIxqTsbAK             				AC3407				6				UB
EtgSZVn                     				AC3407				7				UB
cWKLuPttr                   				AC3407				8				SL
uWqUafBIfhzVnc              				AC3407				9				SU
QXWEDqFnNmJbb               				AC3407				10				LB
IkFHcDMgZncAc               				AC3407				11				LB
QCjJafkuxg                  				AC3407				12				UB
mfs                         				AC3407				13				UB
COmUBmBItFPRaIY             				AC3407				14				SL
pBeFLbM                     				AC3407				15				SU
mM                          				AC3407				16				LB
SCzCiUSgsQiLwBE             				AC3407				17				LB
V                           				AC3407				18				UB
mzWFU                       				AC3408				1				UB
UcvTcBJaugEdHM              				AC3408				2				SL
Sukl                        				AC3408				3				SU
xipcJpidrmpz                				AC3408				4				LB
sDqwz                       				AC3408				5				LB
ZrwMP                       				AC3408				6				UB
hpAyY                       				AC3408				7				UB
uXfir                       				AC3408				8				SL
ciOEwW                      				AC3408				9				SU
YYWqM                       				AC3408				10				LB
ZnVm                        				AC3408				11				LB
rDPMdJrLqSOV                				AC3408				12				UB
JxfTueP                     				AC3408				13				UB
R                           				AC3408				14				SL
kdZbRAjhB                   				AC3408				15				SU
GXsZop                      				AC3408				16				LB
dEPjNdaIEjXapKeK            				AC3408				17				LB
wyxSaXZWswHqVOj             				AC3408				18				UB
RqfkuDlbRsv                 				AC3409				1				UB
fKjfdMGourMF                				AC3409				2				SL
lOSdVjBPNCshdVEZ            				AC3409				3				SU
lAXAPrMf                    				AC3409				4				LB
HeJqySGN                    				AC3409				5				LB
uzPw                        				AC3409				6				UB




PNR Number: 4652_20221101_0_2375_21				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

XKNgVZNUq                   				SL2375				21				MB
evmUwCeTuGiPSdOG            				SL2375				22				UB
x                           				SL2375				23				LB
DV                          				SL2375				24				MB




PNR Number: 22517_20221101_0_2528_18				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

TWchvvXEi                   				SL2528				18				SL
XDrXbTvcNbKSshj             				SL2528				19				SU
WCFVJhytKAIAxEJj            				SL2528				20				LB
SUiQK                       				SL2528				21				MB
fkFSV                       				SL2528				22				UB
YDlCHFQxTuIUIwKx            				SL2528				23				LB
KtSMUEqUCKjK                				SL2528				24				MB
oPuTLiTqCqAnkOx             				SL2529				1				LB
fGwVAgrVaM                  				SL2529				2				MB
IMRnQUd                     				SL2529				3				UB
aba                         				SL2529				4				LB
UwdpTa                      				SL2529				5				MB
ecT                         				SL2529				6				UB
Em                          				SL2529				7				SL
ZJwLEz                      				SL2529				8				SU
GpKV                        				SL2529				9				LB
trk                         				SL2529				10				MB
Ap                          				SL2529				11				UB
DXjr                        				SL2529				12				LB
pygOUkR                     				SL2529				13				MB
SD                          				SL2529				14				UB




PNR Number: 22517_20221101_0_2572_15				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

kHHwy                       				SL2572				15				LB
vShP                        				SL2572				16				MB
Pp                          				SL2572				17				UB
CG                          				SL2572				18				SL
AyNVq                       				SL2572				19				SU
UScBcvZhM                   				SL2572				20				LB
EpNTfn                      				SL2572				21				MB
nKghpvMlL                   				SL2572				22				UB
Doui                        				SL2572				23				LB
faJE                        				SL2572				24				MB
yb                          				SL2573				1				LB
JYCSdzb                     				SL2573				2				MB




PNR Number: 4652_20221101_0_2454_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

mgnSZsRUAhYG                				SL2454				11				UB
sRlKzOTcpBpIBa              				SL2454				12				LB
boozpoWhSh                  				SL2454				13				MB
aegBTvPv                    				SL2454				14				UB
DIs                         				SL2454				15				LB
T                           				SL2454				16				MB
PwbNYeu                     				SL2454				17				UB
liOsSVWkGqgooYG             				SL2454				18				SL
mawgutSNQl                  				SL2454				19				SU
wyokeWSyLjuFd               				SL2454				20				LB
FurUbmhcQO                  				SL2454				21				MB
MLhVKplDaLHuqH              				SL2454				22				UB
jxFTeE                      				SL2454				23				LB
lZnXDturqvCqNx              				SL2454				24				MB
aavRsYa                     				SL2455				1				LB
KsHWtoQOm                   				SL2455				2				MB
zjRsBVRXkfZwXXyS            				SL2455				3				UB
wUIaeoCXVLYphr              				SL2455				4				LB
VXq                         				SL2455				5				MB
RSyAnM                      				SL2455				6				UB
Vu                          				SL2455				7				SL
ZePQFDmyvMtVLXbZ            				SL2455				8				SU
bQNFGc                      				SL2455				9				LB
XLBaaqVgvPIGCE              				SL2455				10				MB
eKVyWv                      				SL2455				11				UB
RIrKmyeHXRoNvsJF            				SL2455				12				LB




PNR Number: 4652_20221101_0_2455_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ZMZQkmelcI                  				SL2455				13				MB
THraDDgOyth                 				SL2455				14				UB
HuGaoxYKbI                  				SL2455				15				LB
PEXQelqLZzXI                				SL2455				16				MB
nfpA                        				SL2455				17				UB
GwEKgWUvEMi                 				SL2455				18				SL
Af                          				SL2455				19				SU
uUDbBxFoBPPN                				SL2455				20				LB
KanoSa                      				SL2455				21				MB
oWV                         				SL2455				22				UB
ofqGKCT                     				SL2455				23				LB
LWqbe                       				SL2455				24				MB
mh                          				SL2456				1				LB
wgqQyAExuJTna               				SL2456				2				MB
vBVPtZe                     				SL2456				3				UB
hPiNeRsvc                   				SL2456				4				LB
lsTXmKzd                    				SL2456				5				MB
PL                          				SL2456				6				UB
FixaMTgiZrBSq               				SL2456				7				SL
YpxyWk                      				SL2456				8				SU
H                           				SL2456				9				LB
SescCTYwQB                  				SL2456				10				MB
cGCMrWzWVhllw               				SL2456				11				UB
rMZ                         				SL2456				12				LB
WO                          				SL2456				13				MB
zfQLHWQopupPeEF             				SL2456				14				UB
QZsXIIdOHqMWwFC             				SL2456				15				LB
JqqDtZUVsnD                 				SL2456				16				MB
cIvSxhy                     				SL2456				17				UB
FZEpV                       				SL2456				18				SL
RnCEeRNSA                   				SL2456				19				SU
XWOdCMgRMeTdsMM             				SL2456				20				LB
LHgaeBpN                    				SL2456				21				MB
IrpsSUbSuUbRSVaN            				SL2456				22				UB
VzAywiytgKfh                				SL2456				23				LB
ORSwcbNvFny                 				SL2456				24				MB
OBlJHiqQhkhSIQU             				SL2457				1				LB
GGsYBAsyQsH                 				SL2457				2				MB
lcC                         				SL2457				3				UB
wdGFdO                      				SL2457				4				LB




PNR Number: 22517_20221101_0_2611_23				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

QM                          				SL2611				23				LB
fOzEBwOe                    				SL2611				24				MB
XjQdsc                      				SL2612				1				LB
OHWuFaYIYk                  				SL2612				2				MB
mM                          				SL2612				3				UB
AnIXMHr                     				SL2612				4				LB
tuRYPcsRIA                  				SL2612				5				MB
eWUefdLRD                   				SL2612				6				UB
fIbhqSXZeB                  				SL2612				7				SL
ofDGGN                      				SL2612				8				SU
GoSgIgNWny                  				SL2612				9				LB
uRd                         				SL2612				10				MB
WEJL                        				SL2612				11				UB
BfUuqBneVBxS                				SL2612				12				LB
l                           				SL2612				13				MB
trFIZixWIW                  				SL2612				14				UB
zx                          				SL2612				15				LB
GDZlR                       				SL2612				16				MB
wffEsLw                     				SL2612				17				UB
ibDFyKeaC                   				SL2612				18				SL
lqR                         				SL2612				19				SU
jJDIOWKUMphzW               				SL2612				20				LB




PNR Number: 22517_20221101_0_2613_7				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

YuivdrtMJ                   				SL2613				7				SL
Olyh                        				SL2613				8				SU
ODhWAqwigv                  				SL2613				9				LB
LHTuxGhKNP                  				SL2613				10				MB
jiRxxDoGvo                  				SL2613				11				UB
GGv                         				SL2613				12				LB
pNAKaSG                     				SL2613				13				MB
ggCbEoBtO                   				SL2613				14				UB
VWUwpDKToaqnYz              				SL2613				15				LB
hkA                         				SL2613				16				MB
w                           				SL2613				17				UB
ogKDTSZF                    				SL2613				18				SL
LQfFpNY                     				SL2613				19				SU
NE                          				SL2613				20				LB
ThUAgFEUcMoeyrk             				SL2613				21				MB
qLmjfSid                    				SL2613				22				UB
ag                          				SL2613				23				LB
FHPrPBBDlJ                  				SL2613				24				MB
KGTsEgBjYyMk                				SL2614				1				LB




PNR Number: 22517_20221101_0_2671_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

OLh                         				SL2671				2				MB
IDBbpE                      				SL2671				3				UB
dmiObGsKiT                  				SL2671				4				LB
rm                          				SL2671				5				MB
EmZHKAWXHDDzPsi             				SL2671				6				UB
FKiTjpUsQi                  				SL2671				7				SL
sRYaii                      				SL2671				8				SU
xbQossHp                    				SL2671				9				LB
syJH                        				SL2671				10				MB
OqOBcMEZQJeNUBpL            				SL2671				11				UB
olTruxH                     				SL2671				12				LB
oUCUO                       				SL2671				13				MB
bxQyydT                     				SL2671				14				UB
hDeH                        				SL2671				15				LB
RSKHsKueI                   				SL2671				16				MB
GvGFQCbtaQvOt               				SL2671				17				UB
zEwVwv                      				SL2671				18				SL
XmWQOddV                    				SL2671				19				SU
DJ                          				SL2671				20				LB
UdltgCZYSEIg                				SL2671				21				MB
V                           				SL2671				22				UB
Jehft                       				SL2671				23				LB
UzjswQVQLGLAsh              				SL2671				24				MB
nEvQ                        				SL2672				1				LB
gWYQ                        				SL2672				2				MB
OKfEfhKNbs                  				SL2672				3				UB
bR                          				SL2672				4				LB
kLyNC                       				SL2672				5				MB
MIvK                        				SL2672				6				UB
TGBEr                       				SL2672				7				SL
eaIhvZKe                    				SL2672				8				SU
TPVW                        				SL2672				9				LB
qwDfRGJvnGSn                				SL2672				10				MB




PNR Number: 22517_20221101_1_3565_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

rjKLuxYXBui                 				AC3565				14				SL
aimsRSw                     				AC3565				15				SU
C                           				AC3565				16				LB
scOwm                       				AC3565				17				LB
s                           				AC3565				18				UB
tplHsiv                     				AC3566				1				UB
KvPHUE                      				AC3566				2				SL
RAZdB                       				AC3566				3				SU
TeM                         				AC3566				4				LB
BCQCoDAwdlx                 				AC3566				5				LB




PNR Number: 22517_20221101_0_2695_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

EuuGMRkExkhqWEf             				SL2695				5				MB
PeBsDvucODuyTM              				SL2695				6				UB
chul                        				SL2695				7				SL
uUOFfFeiotJ                 				SL2695				8				SU
DfgBgLgpikigAMi             				SL2695				9				LB
NBFbhm                      				SL2695				10				MB
RjGzGOTAdbGmJTd             				SL2695				11				UB
aTJvWLvBPfhey               				SL2695				12				LB
OMFvkYNAWPJzVDSl            				SL2695				13				MB
HzmoqiREEHipBqz             				SL2695				14				UB
mcGlITLMrzP                 				SL2695				15				LB
vmWrYAodqT                  				SL2695				16				MB
GJtSPSQJMYLlUqI             				SL2695				17				UB
xDrvOijPRqqOhP              				SL2695				18				SL
Eveb                        				SL2695				19				SU
prRLteTvbWxt                				SL2695				20				LB
KFiocs                      				SL2695				21				MB
qMdsXCBkAmonvaa             				SL2695				22				UB
puQniZB                     				SL2695				23				LB
RjXFMgCeDQqbtHDv            				SL2695				24				MB
ymxqI                       				SL2696				1				LB
BbleRMWyvARYrh              				SL2696				2				MB
ICgYMkIznSCCZbz             				SL2696				3				UB
ZjfFcxZGSuaKE               				SL2696				4				LB
hxDonPuzGNku                				SL2696				5				MB
sLPxTm                      				SL2696				6				UB
rdkuqJajPh                  				SL2696				7				SL
MVwWzkwnVjtMhT              				SL2696				8				SU
MFjtxb                      				SL2696				9				LB
QEwCTqc                     				SL2696				10				MB
c                           				SL2696				11				UB
CmmIrkkaoHip                				SL2696				12				LB
tQjLooQgjrjEC               				SL2696				13				MB
cOMuHwusKwrfjZm             				SL2696				14				UB
KqZ                         				SL2696				15				LB
WuEO                        				SL2696				16				MB
NqSVjskdaJLK                				SL2696				17				UB
kkbulTzjAZxOGAWx            				SL2696				18				SL
sZMYSJ                      				SL2696				19				SU




PNR Number: 4652_20221101_1_3659_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

bomGLvEctIa                 				AC3659				10				LB
ab                          				AC3659				11				LB
oSCiXlJJ                    				AC3659				12				UB
OPn                         				AC3659				13				UB
pJEChwpWkAPgBN              				AC3659				14				SL
EgcYdEiuHsX                 				AC3659				15				SU
GGA                         				AC3659				16				LB
BFPeqNspVLxRfzj             				AC3659				17				LB
HSddaCahIlCJOOb             				AC3659				18				UB
eEdqlgnMwxAf                				AC3660				1				UB
ku                          				AC3660				2				SL
HKBbM                       				AC3660				3				SU
PwaHzLqIIsC                 				AC3660				4				LB
TqxQDLxRVjlXTQI             				AC3660				5				LB
wqKjpUtB                    				AC3660				6				UB
OYVIlbYQqiAkH               				AC3660				7				UB
sChmuxuqoEmBH               				AC3660				8				SL
pNDxBYFCqEblw               				AC3660				9				SU
tIsoKBgmDs                  				AC3660				10				LB
xTbjkWrprBEaJJVH            				AC3660				11				LB
KqQk                        				AC3660				12				UB
Xn                          				AC3660				13				UB
RQgU                        				AC3660				14				SL
thtSuAsMvSPJ                				AC3660				15				SU
mxDRikrxhATLViGn            				AC3660				16				LB
niyMpfxAjCe                 				AC3660				17				LB
hQxwQtDanCbNgcRS            				AC3660				18				UB




PNR Number: 4652_20221101_1_3661_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

j                           				AC3661				1				UB
kqLYq                       				AC3661				2				SL
vr                          				AC3661				3				SU
qEe                         				AC3661				4				LB
CbtIHCSQTlzfRaix            				AC3661				5				LB
AwaE                        				AC3661				6				UB
jqRTIoX                     				AC3661				7				UB
GWuuVLwrxCrs                				AC3661				8				SL




PNR Number: 4652_20221101_1_3708_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

medzYjXjGTrdY               				AC3708				1				UB
JjKASqvzfoGlD               				AC3708				2				SL
VRlSk                       				AC3708				3				SU
wM                          				AC3708				4				LB
mkOQTHecTETtr               				AC3708				5				LB
q                           				AC3708				6				UB
IdtvYyh                     				AC3708				7				UB




PNR Number: 22517_20221101_1_3707_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

KEbB                        				AC3707				16				LB
etcnJHkZy                   				AC3707				17				LB
lzjB                        				AC3707				18				UB
QNlOqlbQuagKqd              				AC3708				1				UB
qWpfTXmhFNhRgG              				AC3708				2				SL
doXMjxyNBBrrI               				AC3708				3				SU
lzntocptblFwq               				AC3708				4				LB
QTZAOEfqysdDfgkR            				AC3708				5				LB
GHm                         				AC3708				6				UB
OOjsruhUOuz                 				AC3708				7				UB
hNCXcmQDJonK                				AC3708				8				SL
RHsTQockeaUpPtxb            				AC3708				9				SU
tToCYXcdWL                  				AC3708				10				LB
ZdDOAAMTBAi                 				AC3708				11				LB
nbkg                        				AC3708				12				UB
YHGzfugKcme                 				AC3708				13				UB




PNR Number: 22517_20221101_0_2802_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

aVldRPEbL                   				SL2802				5				MB
PmXgESJNSODckvwT            				SL2802				6				UB
FxdHm                       				SL2802				7				SL
BwNl                        				SL2802				8				SU
