PNR Number: 22517_20221101_1_2839_13				Train Number :22517				Date of Journey:2022-11-01
IYkbPgg                     				AC3133				1				UB
RGAEyOOjmyzUG               				AC3133				2				SL
ejKMnsYBJ                   				AC3133				3				SU
iSUX                        				AC3133				4				LB
eIMvdwKKxMcu                				AC3133				5				LB
KWTVKoGmlLMhiXNn            				AC3133				6				UB
rBwbUsHmEIhfpoHb            				AC3133				7				UB
YTwvIxISkXIiUcM             				AC3133				8				SL




PNR Number: 22517_20221101_0_2362_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

RsRXFdueISZMy               				SL2362				4				LB
zrIKpSWMRqIL                				SL2362				5				MB
THPGSB                      				SL2362				6				UB
UFS                         				SL2362				7				SL
WALqDz                      				SL2362				8				SU
rVaUUO                      				SL2362				9				LB
gNcsaLpk                    				SL2362				10				MB
qmlYgKwQbZC                 				SL2362				11				UB
t                           				SL2362				12				LB
IGgXdibmau                  				SL2362				13				MB
DcQPBO                      				SL2362				14				UB
XiCTvf                      				SL2362				15				LB
trvMYQ                      				SL2362				16				MB




PNR Number: 4652_20221101_0_2222_5				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

mxQFqYbGcqhvNx              				SL2222				5				MB
blud                        				SL2222				6				UB
Gs                          				SL2222				7				SL
xFUaf                       				SL2222				8				SU
NWFbp                       				SL2222				9				LB
UqEQthxEZy                  				SL2222				10				MB
SkuwuEgcTvYuqx              				SL2222				11				UB
otDFtrTJTbjL                				SL2222				12				LB
KqnLY                       				SL2222				13				MB
YtGExbFrBUf                 				SL2222				14				UB
TMwFsWOFohdd                				SL2222				15				LB




PNR Number: 4652_20221101_0_2222_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

uZwoEXeMhONx                				SL2222				16				MB
jFNPsTxEvdCsCqvn            				SL2222				17				UB
YRuGTWYgoBb                 				SL2222				18				SL
tItcIZZMh                   				SL2222				19				SU
BvFVMw                      				SL2222				20				LB
GHGnndsEe                   				SL2222				21				MB
eLAfiLZwAEH                 				SL2222				22				UB
UcrMGaDrg                   				SL2222				23				LB
PNDC                        				SL2222				24				MB
zwicRslbXAokFrl             				SL2223				1				LB
N                           				SL2223				2				MB
sziROeBoLnHOW               				SL2223				3				UB
mYWPwY                      				SL2223				4				LB
UhWeoSrsNY                  				SL2223				5				MB
JRawRWeXZLoSjKkE            				SL2223				6				UB
RVpb                        				SL2223				7				SL
QodC                        				SL2223				8				SU
ggxOJrFaRXaKXD              				SL2223				9				LB
QmFiAiaGXArog               				SL2223				10				MB
FmaxLLLqsdVzin              				SL2223				11				UB
NwEGoPb                     				SL2223				12				LB
JKxvHAq                     				SL2223				13				MB
vtRBRMLsNkMvxV              				SL2223				14				UB
SkJUyxa                     				SL2223				15				LB
zQNioRWZaUiAeQA             				SL2223				16				MB
EEQjJQwviPzAx               				SL2223				17				UB
D                           				SL2223				18				SL
gvYTTK                      				SL2223				19				SU
cbDE                        				SL2223				20				LB
mnCbWgDeb                   				SL2223				21				MB
H                           				SL2223				22				UB
qrqJlDmlUsyF                				SL2223				23				LB
y                           				SL2223				24				MB
XnRwRrnkfCRndAoX            				SL2224				1				LB
MgDR                        				SL2224				2				MB
CnDssDdVvsdVXDs             				SL2224				3				UB
FHy                         				SL2224				4				LB
iPTzi                       				SL2224				5				MB
tIEH                        				SL2224				6				UB




PNR Number: 4652_20221101_0_2224_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

cbJr                        				SL2224				10				MB
gFVUCBQd                    				SL2224				11				UB
lmiuYKszx                   				SL2224				12				LB
mMzKrBpJsEY                 				SL2224				13				MB
oXbcjH                      				SL2224				14				UB
xEAI                        				SL2224				15				LB
ZmersOJvHRKiT               				SL2224				16				MB
OJuljeoZwQvEEEL             				SL2224				17				UB
ewQEcTvr                    				SL2224				18				SL
PoARbFQxIXPgBYi             				SL2224				19				SU
KnW                         				SL2224				20				LB
UGNsEBPiJvKrjHP             				SL2224				21				MB
vYKjYhtaoJRcHgIH            				SL2224				22				UB
FkEVsRkfK                   				SL2224				23				LB
YpPZQaeYMmMK                				SL2224				24				MB
kiWRMvqsXsl                 				SL2225				1				LB
Mp                          				SL2225				2				MB
MMP                         				SL2225				3				UB
SpQdLDsFGjBgkl              				SL2225				4				LB
hOJiygaK                    				SL2225				5				MB
Qm                          				SL2225				6				UB
eMNxGHkPpKdiEQJc            				SL2225				7				SL
doZaYEGdRFa                 				SL2225				8				SU




PNR Number: 4652_20221101_1_3208_5				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

rUPjqBjukoE                 				AC3208				5				LB
fiFLl                       				AC3208				6				UB
qDkmLw                      				AC3208				7				UB
F                           				AC3208				8				SL
ybhvG                       				AC3208				9				SU
DuhLBeWIgka                 				AC3208				10				LB
ZItrBjNGFAeUSCa             				AC3208				11				LB
QrEYBuZ                     				AC3208				12				UB
KlpThDiSjiRFQ               				AC3208				13				UB
hiaUTwjfsDxdY               				AC3208				14				SL
Z                           				AC3208				15				SU
nOgCWIfFmTrt                				AC3208				16				LB
nzV                         				AC3208				17				LB
zcagiuQUoLnEwUd             				AC3208				18				UB
tabxSUrzu                   				AC3209				1				UB
h                           				AC3209				2				SL
BbstWpzjYkYJLdF             				AC3209				3				SU
YGKRl                       				AC3209				4				LB
oIhGIMHQVWOZq               				AC3209				5				LB
nNNINTLHWP                  				AC3209				6				UB
gBtxpdQizcEWiu              				AC3209				7				UB




PNR Number: 22517_20221101_0_2373_21				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

tKFp                        				SL2373				21				MB
iuWlPgrrcXKYOxnF            				SL2373				22				UB
idwEyLqBU                   				SL2373				23				LB
BFsPaGnbIMzjRnZt            				SL2373				24				MB
uiQAPyw                     				SL2374				1				LB
mTDvNEX                     				SL2374				2				MB
cw                          				SL2374				3				UB
frP                         				SL2374				4				LB
bErNoW                      				SL2374				5				MB
VdDgVSsV                    				SL2374				6				UB
YiBWXPqNgz                  				SL2374				7				SL
mveFEWloHo                  				SL2374				8				SU
hXnCtqrPOvgAL               				SL2374				9				LB
LNvyaNFYFGLyFEm             				SL2374				10				MB
Myxx                        				SL2374				11				UB
UnzwwDsXIqACy               				SL2374				12				LB
fbbqrCwDeCigQqq             				SL2374				13				MB
gB                          				SL2374				14				UB
rgLnoVb                     				SL2374				15				LB
x                           				SL2374				16				MB
IfYqmFBLiL                  				SL2374				17				UB
OGIS                        				SL2374				18				SL




PNR Number: 22517_20221101_1_3191_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

WAmVvac                     				AC3191				5				LB
SyjdGoV                     				AC3191				6				UB
oJCNlEEmbar                 				AC3191				7				UB
VJfOt                       				AC3191				8				SL
VXPCjLYlEQhudH              				AC3191				9				SU
qq                          				AC3191				10				LB
wW                          				AC3191				11				LB
IkXbrfQdVfUUL               				AC3191				12				UB
rx                          				AC3191				13				UB
PXCiLtZnwUZPX               				AC3191				14				SL
YLXDiGyfDyHD                				AC3191				15				SU
iPNdkq                      				AC3191				16				LB
LWNAv                       				AC3191				17				LB
sF                          				AC3191				18				UB
IHo                         				AC3192				1				UB
MOYalfp                     				AC3192				2				SL
WnxhqeGp                    				AC3192				3				SU
pKyKg                       				AC3192				4				LB
SlvqpjElahyDOC              				AC3192				5				LB
OSmw                        				AC3192				6				UB
tPmrvYuE                    				AC3192				7				UB
IAVLXv                      				AC3192				8				SL
AUTRsttSIb                  				AC3192				9				SU
PmgTRnPjW                   				AC3192				10				LB
wfuetPYOM                   				AC3192				11				LB
vGgeWgjryOoSyzA             				AC3192				12				UB
MUpWvLRQFGLCwZ              				AC3192				13				UB
GIRdwGEtAFvIkimD            				AC3192				14				SL
jJLXtEZuAF                  				AC3192				15				SU
lYw                         				AC3192				16				LB
NkUzcTdvhZs                 				AC3192				17				LB
wjkkQPpQjV                  				AC3192				18				UB
tUfTKiXIAThLHG              				AC3193				1				UB
sSwvCkNU                    				AC3193				2				SL
coKx                        				AC3193				3				SU
qEHpr                       				AC3193				4				LB
mSMeHgB                     				AC3193				5				LB
qRN                         				AC3193				6				UB




PNR Number: 22517_20221101_0_2397_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

uQjo                        				SL2397				1				LB
cqd                         				SL2397				2				MB
ZMKsGd                      				SL2397				3				UB
U                           				SL2397				4				LB
XGmTpR                      				SL2397				5				MB
IavxCEgwZuehHC              				SL2397				6				UB
bH                          				SL2397				7				SL
LETxEDWMwjRbd               				SL2397				8				SU
KBfdUXlryQtGda              				SL2397				9				LB
oeKDHjGbevAxPJkQ            				SL2397				10				MB
s                           				SL2397				11				UB
PCjStjQSjaHpN               				SL2397				12				LB
dMhYvol                     				SL2397				13				MB
tMoM                        				SL2397				14				UB
O                           				SL2397				15				LB
RFVU                        				SL2397				16				MB
VNhoeW                      				SL2397				17				UB
isaKNR                      				SL2397				18				SL
bASZJXbp                    				SL2397				19				SU
IolKVR                      				SL2397				20				LB
XoUMBfLFIBy                 				SL2397				21				MB
RyyeUtQQvB                  				SL2397				22				UB
FCdC                        				SL2397				23				LB
fSZGInhbO                   				SL2397				24				MB
d                           				SL2398				1				LB
XaRDRcht                    				SL2398				2				MB
wacbEmYFOkkq                				SL2398				3				UB
RhJ                         				SL2398				4				LB
vTT                         				SL2398				5				MB




PNR Number: 4652_20221101_0_2256_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

RvfBcMFB                    				SL2256				16				MB
aEQSdScglaarhakd            				SL2256				17				UB
rQYwPCqmteI                 				SL2256				18				SL
qwdQZbnS                    				SL2256				19				SU
zGYwe                       				SL2256				20				LB
LZEpYQIrPWNrwioc            				SL2256				21				MB
tsiwEGnicpYej               				SL2256				22				UB
EWQpvyZFsJs                 				SL2256				23				LB
Ubam                        				SL2256				24				MB
Y                           				SL2257				1				LB
lcncHWEAYzYOT               				SL2257				2				MB
lJgqWY                      				SL2257				3				UB
pTKuS                       				SL2257				4				LB
Basdh                       				SL2257				5				MB
ufczqZRtXfXJE               				SL2257				6				UB
pzsWdWWiYSxzguf             				SL2257				7				SL
ZNPTZV                      				SL2257				8				SU
ury                         				SL2257				9				LB
kg                          				SL2257				10				MB
Ozhqw                       				SL2257				11				UB
QocehTUyHlcm                				SL2257				12				LB
WDHh                        				SL2257				13				MB
jjkmoSn                     				SL2257				14				UB
wNQJHLi                     				SL2257				15				LB
rpw                         				SL2257				16				MB
K                           				SL2257				17				UB
vNIBd                       				SL2257				18				SL
szUZiUOzN                   				SL2257				19				SU
OQXxhSYUfzsTXD              				SL2257				20				LB
MkFZ                        				SL2257				21				MB
DPsSfcqDQXLeqTFb            				SL2257				22				UB
nkVGJwtlKm                  				SL2257				23				LB
PKwyOFgmSbsy                				SL2257				24				MB
RYTBSX                      				SL2258				1				LB
ILZXtsklbY                  				SL2258				2				MB
B                           				SL2258				3				UB
vmKlk                       				SL2258				4				LB
ZKrfPgU                     				SL2258				5				MB
QrPonzRY                    				SL2258				6				UB
OfCIDLLTCGqb                				SL2258				7				SL




PNR Number: 4652_20221101_1_3251_18				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

AsqFmxDKyxQos               				AC3251				18				UB
GFbnQKdgRIRn                				AC3252				1				UB
f                           				AC3252				2				SL
daWfVS                      				AC3252				3				SU
tbAi                        				AC3252				4				LB
n                           				AC3252				5				LB
WQ                          				AC3252				6				UB




PNR Number: 22517_20221101_0_2399_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

xpAg                        				SL2399				16				MB
YxnSbfDEdt                  				SL2399				17				UB
q                           				SL2399				18				SL
EtgoxjNBuaHnje              				SL2399				19				SU
GMRSppe                     				SL2399				20				LB
X                           				SL2399				21				MB
kwbhwrR                     				SL2399				22				UB
okXunMWbYONaOXK             				SL2399				23				LB
IsDiuTviq                   				SL2399				24				MB
exKM                        				SL2400				1				LB
jiexAS                      				SL2400				2				MB
VIKeN                       				SL2400				3				UB
pvVwZDmeOvxR                				SL2400				4				LB
t                           				SL2400				5				MB
nueRpFNatxPRqdJ             				SL2400				6				UB
VvVZgPQZVbnPwpj             				SL2400				7				SL
ibIOoHa                     				SL2400				8				SU
tGXdozWtrDOWmCTg            				SL2400				9				LB
nXRtzh                      				SL2400				10				MB
mUbCjQJHhgqK                				SL2400				11				UB
aVgDHr                      				SL2400				12				LB
MFywKGuAOlmJWVPE            				SL2400				13				MB
NqMNSJItnIAGd               				SL2400				14				UB
UvwpdnxrayoI                				SL2400				15				LB
kJGizkKq                    				SL2400				16				MB
gXASSYGbSLwuBcmW            				SL2400				17				UB
lkcEzAWexaYGSJjB            				SL2400				18				SL




PNR Number: 22517_20221101_1_3210_9				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

tvgqEWFUkr                  				AC3210				9				SU
QmBLcfLQPClg                				AC3210				10				LB
nFVMldWyfUPYzsmr            				AC3210				11				LB
Vy                          				AC3210				12				UB
v                           				AC3210				13				UB
ZgD                         				AC3210				14				SL
veINWHg                     				AC3210				15				SU
kRkNvuvKW                   				AC3210				16				LB
fsAxaLIwXuEbCCr             				AC3210				17				LB
rltSPWQU                    				AC3210				18				UB
vOKYsXKo                    				AC3211				1				UB
UuHasCJtA                   				AC3211				2				SL
BIVOBdETaItiy               				AC3211				3				SU
oRPDxkMDqfEob               				AC3211				4				LB
yhXIrZP                     				AC3211				5				LB
GZY                         				AC3211				6				UB
hAxpWcmInWHPjAet            				AC3211				7				UB
dUfXxHdCuOrcyxX             				AC3211				8				SL
XbevnX                      				AC3211				9				SU




PNR Number: 22517_20221101_1_3221_2				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

BLHmHEFKO                   				AC3221				2				SL
kNwIkGiMebrFtBIg            				AC3221				3				SU
HqTvcPwNAXisL               				AC3221				4				LB
HuhsAomZEkvi                				AC3221				5				LB
w                           				AC3221				6				UB
ilfzOkWAeiYvEj              				AC3221				7				UB
JmWMONwU                    				AC3221				8				SL
sZDFYscQFRtIpwrd            				AC3221				9				SU
UMblBYe                     				AC3221				10				LB
RXUfIaSNcvR                 				AC3221				11				LB
qaUUFdLBDubVJ               				AC3221				12				UB
nzpTUMNfQGzNBeKu            				AC3221				13				UB
Ems                         				AC3221				14				SL
RtUzmlBTczGa                				AC3221				15				SU
bTfKkcjuCaorP               				AC3221				16				LB
ZiHfrjaeVYHjA               				AC3221				17				LB
cjbenTfAUW                  				AC3221				18				UB
FsqTMFWQbv                  				AC3222				1				UB
AmyeYxiAmmri                				AC3222				2				SL
swgubGPUrxLp                				AC3222				3				SU
Xsa                         				AC3222				4				LB
OHhqvd                      				AC3222				5				LB
Lct                         				AC3222				6				UB
zyLJnTZOt                   				AC3222				7				UB
ROveHyD                     				AC3222				8				SL
NW                          				AC3222				9				SU
Cg                          				AC3222				10				LB
MDM                         				AC3222				11				LB
LNlBUAYYTxOcmh              				AC3222				12				UB
SK                          				AC3222				13				UB
lAktDuG                     				AC3222				14				SL




PNR Number: 22517_20221101_0_2419_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

gfcnhQvzAKGIx               				SL2419				13				MB
wPpmzPsF                    				SL2419				14				UB
nPKqZ                       				SL2419				15				LB
hHUWWtRjx                   				SL2419				16				MB
sYxMlP                      				SL2419				17				UB
ibCEKj                      				SL2419				18				SL
nVGcpmDGNF                  				SL2419				19				SU
xgIjGqifWBIOiz              				SL2419				20				LB
asBELkBJrkTJc               				SL2419				21				MB
GfDYIxXQriejU               				SL2419				22				UB
zgWsDGGwqhwZkg              				SL2419				23				LB
HT                          				SL2419				24				MB




PNR Number: 4652_20221101_0_2278_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

speLjdCrpMpH                				SL2278				11				UB
SavWOwrnxf                  				SL2278				12				LB
h                           				SL2278				13				MB
hDSx                        				SL2278				14				UB
Bp                          				SL2278				15				LB
fCfrZjK                     				SL2278				16				MB
tcDlmj                      				SL2278				17				UB
iAoOYWUPb                   				SL2278				18				SL
VSUtCLultUFpT               				SL2278				19				SU




PNR Number: 22517_20221101_1_3238_13				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

oYHHB                       				AC3238				13				UB
YGMXxbccolbjCIvo            				AC3238				14				SL
QccvLd                      				AC3238				15				SU
oGCSUBVTBAq                 				AC3238				16				LB
ge                          				AC3238				17				LB
myD                         				AC3238				18				UB
Ko                          				AC3239				1				UB
LNWp                        				AC3239				2				SL
vCBA                        				AC3239				3				SU
g                           				AC3239				4				LB
JChf                        				AC3239				5				LB
ofJILJRpxihc                				AC3239				6				UB
NMlCrHoU                    				AC3239				7				UB
UXXW                        				AC3239				8				SL
ExSn                        				AC3239				9				SU
GMjZaLhpdvVZT               				AC3239				10				LB
c                           				AC3239				11				LB
PrItHlxrThjFdzf             				AC3239				12				UB
SuJpkehKXBQocV              				AC3239				13				UB
MkpJABiN                    				AC3239				14				SL
GrplmXjnM                   				AC3239				15				SU
nXnhSszvEVGFtZz             				AC3239				16				LB
hrSIdcCmSnjxFfX             				AC3239				17				LB
wNwMrhEnFq                  				AC3239				18				UB
oF                          				AC3240				1				UB
xKsBqUlDp                   				AC3240				2				SL
lv                          				AC3240				3				SU
gBDWkMtbb                   				AC3240				4				LB
wmGFftspnb                  				AC3240				5				LB
EoInkCwbuqSPdqZ             				AC3240				6				UB
wKqgNAgvGmfRnK              				AC3240				7				UB
fHVHmpfpfTNtWvtZ            				AC3240				8				SL
HFwbvGPv                    				AC3240				9				SU




PNR Number: 22517_20221101_0_2427_12				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

OvPuZs                      				SL2427				12				LB
znjQDt                      				SL2427				13				MB
jZxQqNAtVdGuwns             				SL2427				14				UB
hBTJxUfUxT                  				SL2427				15				LB
JMooqPKQXYIaKRO             				SL2427				16				MB
pbks                        				SL2427				17				UB
hZc                         				SL2427				18				SL
DyqldnpVfjmBeSb             				SL2427				19				SU
kKO                         				SL2427				20				LB
lAJxKhsCbzFrtdR             				SL2427				21				MB
EQyrzpa                     				SL2427				22				UB
FPmEpRhor                   				SL2427				23				LB
dymPWHtoVVwPdjiY            				SL2427				24				MB
nRZTY                       				SL2428				1				LB
P                           				SL2428				2				MB
hiMF                        				SL2428				3				UB
elQyLgmocryObgk             				SL2428				4				LB
VRWPXv                      				SL2428				5				MB
OgyfquSq                    				SL2428				6				UB
SQgrcZOnmKef                				SL2428				7				SL
tEkdazvqLnHxj               				SL2428				8				SU
bLBwjvvlwgauVqV             				SL2428				9				LB
mCFXLrOQfcRHyGI             				SL2428				10				MB




PNR Number: 22517_20221101_1_3254_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

HVftf                       				AC3254				14				SL
cAXHByNEufzs                				AC3254				15				SU
raTWSVxybbBfoE              				AC3254				16				LB
rPeghLL                     				AC3254				17				LB
lKuNMfCudRPc                				AC3254				18				UB
SFsHZNGLYo                  				AC3255				1				UB




PNR Number: 22517_20221101_1_3261_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

tEgL                        				AC3261				5				LB
nPW                         				AC3261				6				UB
RYwrlJ                      				AC3261				7				UB
fKH                         				AC3261				8				SL
qovbwsogIArm                				AC3261				9				SU
gWYKKfAXw                   				AC3261				10				LB
RPMmbLFaegkLdfk             				AC3261				11				LB
ionfqpVOl                   				AC3261				12				UB
XFDlnLSAVXJSRzV             				AC3261				13				UB
FOV                         				AC3261				14				SL




PNR Number: 4652_20221101_1_3319_14				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

f                           				AC3319				14				SL
JdeYaAqCMpeHUC              				AC3319				15				SU
fhi                         				AC3319				16				LB
DAitwul                     				AC3319				17				LB
HEdmYZV                     				AC3319				18				UB
aMFOToMyDHLWxW              				AC3320				1				UB
y                           				AC3320				2				SL
NRwdYsyojaWnY               				AC3320				3				SU
hyxLb                       				AC3320				4				LB
iDadDWaKcVf                 				AC3320				5				LB




PNR Number: 4652_20221101_1_3320_6				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Ctp                         				AC3320				6				UB
NwjeeDUSMQ                  				AC3320				7				UB
FZpjRFBgQZZ                 				AC3320				8				SL
ZfXHCZ                      				AC3320				9				SU
Lwel                        				AC3320				10				LB
XjdFMFbJwBGPIe              				AC3320				11				LB
bAz                         				AC3320				12				UB
Ts                          				AC3320				13				UB
QGfymsKfn                   				AC3320				14				SL
lqk                         				AC3320				15				SU
OOJIk                       				AC3320				16				LB
mAFDnzpSLdFLFr              				AC3320				17				LB
MXPYuhXaf                   				AC3320				18				UB
OppAsGItsR                  				AC3321				1				UB
rpCJHh                      				AC3321				2				SL
ydVSD                       				AC3321				3				SU
ejL                         				AC3321				4				LB
SrLRzR                      				AC3321				5				LB
meioL                       				AC3321				6				UB
HwY                         				AC3321				7				UB
g                           				AC3321				8				SL
ofHsFFCLDEDb                				AC3321				9				SU
eLoSJllrIOY                 				AC3321				10				LB
dLifijB                     				AC3321				11				LB
HXMbWk                      				AC3321				12				UB




PNR Number: 22517_20221101_1_3285_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

MfKILpLnos                  				AC3285				14				SL
Ugy                         				AC3285				15				SU
jsqgWiQ                     				AC3285				16				LB
zzLIaPUGnfg                 				AC3285				17				LB




PNR Number: 4652_20221101_1_3327_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

UFVCgJt                     				AC3327				13				UB
MhrwhEgpAS                  				AC3327				14				SL
grFikg                      				AC3327				15				SU
wYPPyiE                     				AC3327				16				LB
TOwmWlxHhYh                 				AC3327				17				LB




PNR Number: 4652_20221101_0_2313_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

RFocH                       				SL2313				1				LB
UrkBwcIm                    				SL2313				2				MB
DuJqn                       				SL2313				3				UB
xjhCOtNiVCPpp               				SL2313				4				LB
kzQnrQVThX                  				SL2313				5				MB
GtwWJI                      				SL2313				6				UB
NHsepT                      				SL2313				7				SL
nPURhYfTdukQPGW             				SL2313				8				SU
UEqhuVIpTFVk                				SL2313				9				LB
dZKDfLrZlCV                 				SL2313				10				MB
p                           				SL2313				11				UB
yiAp                        				SL2313				12				LB
Ut                          				SL2313				13				MB
VIWxUCJcrvKoWjlA            				SL2313				14				UB
gYiz                        				SL2313				15				LB
GhnHreREpgws                				SL2313				16				MB
eKvSDLkF                    				SL2313				17				UB
XUSBgoYFzXAJxi              				SL2313				18				SL
OfCXdWaMHs                  				SL2313				19				SU
JrIQLRajuwAaAuk             				SL2313				20				LB
Ek                          				SL2313				21				MB
sYRJRfGZSmIaB               				SL2313				22				UB
Uq                          				SL2313				23				LB
O                           				SL2313				24				MB
BFHbqpL                     				SL2314				1				LB




PNR Number: 4652_20221101_0_2314_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

oNCxtkv                     				SL2314				2				MB
pKqoNB                      				SL2314				3				UB
EhJravpj                    				SL2314				4				LB
SsbnclJLAMHR                				SL2314				5				MB
EcOFGZ                      				SL2314				6				UB
fkkHGQfIMD                  				SL2314				7				SL
kGiiyEyZK                   				SL2314				8				SU
Fl                          				SL2314				9				LB
twTcLYbgWDQrsN              				SL2314				10				MB
okUF                        				SL2314				11				UB
yNKdvPwczcfX                				SL2314				12				LB
eHRYgBMS                    				SL2314				13				MB
oaGyfnrykcCJCPYB            				SL2314				14				UB
YEzPVkvMQryqOOcY            				SL2314				15				LB
ivUXJaCjSOVbuHa             				SL2314				16				MB
pStFDizqZD                  				SL2314				17				UB
wsMVgVedtBPH                				SL2314				18				SL
eppRGptVk                   				SL2314				19				SU
syBkIpQ                     				SL2314				20				LB
vT                          				SL2314				21				MB
Fh                          				SL2314				22				UB
tCvrqxac                    				SL2314				23				LB
KbXOwATd                    				SL2314				24				MB
SSocdk                      				SL2315				1				LB
mIQy                        				SL2315				2				MB
SmKqjviebWW                 				SL2315				3				UB
uyOa                        				SL2315				4				LB
LkqrnRQlXqOkR               				SL2315				5				MB
y                           				SL2315				6				UB
CmjEWRwwvjxh                				SL2315				7				SL
sjCMqJBnKmeYVTMV            				SL2315				8				SU




PNR Number: 22517_20221101_0_2479_11				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ySMUlAlBq                   				SL2479				11				UB
fJiYiHaImdw                 				SL2479				12				LB
pvsbS                       				SL2479				13				MB
ltVrjmOAbUJk                				SL2479				14				UB
nGcwKRiJGeXyv               				SL2479				15				LB
bQn                         				SL2479				16				MB
cWwdlRCxqiAc                				SL2479				17				UB
FYlSzCjAWVeruW              				SL2479				18				SL
T                           				SL2479				19				SU
yoXNXprC                    				SL2479				20				LB
OT                          				SL2479				21				MB




PNR Number: 4652_20221101_0_2331_16				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

pmMgwtejd                   				SL2331				16				MB
b                           				SL2331				17				UB
lrsZhkNFewsPcL              				SL2331				18				SL
iuWytrgnpUbIyXwr            				SL2331				19				SU
sgksgo                      				SL2331				20				LB
c                           				SL2331				21				MB
fQs                         				SL2331				22				UB
ruqdiYijZ                   				SL2331				23				LB
izkRWVASIcmEua              				SL2331				24				MB
uoJorGjrsKv                 				SL2332				1				LB
M                           				SL2332				2				MB
UAsEQpzOmGLQxvv             				SL2332				3				UB
cXVs                        				SL2332				4				LB
XEHxb                       				SL2332				5				MB
sxXrhyVJCTEt                				SL2332				6				UB
qwhryWK                     				SL2332				7				SL
SQwYb                       				SL2332				8				SU
swokY                       				SL2332				9				LB
ghBnJA                      				SL2332				10				MB
OFsYILmmmJvlKtBp            				SL2332				11				UB
lJkgelgNYbcwZA              				SL2332				12				LB
mDzKbAZYOsXJsYSY            				SL2332				13				MB
LItlYVOwPqUF                				SL2332				14				UB
xDVZe                       				SL2332				15				LB




PNR Number: 4652_20221101_0_2335_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

jEZ                         				SL2335				15				LB
aciq                        				SL2335				16				MB
yzlSoKBlJZxuY               				SL2335				17				UB
UZbEfibkr                   				SL2335				18				SL
JLGbLuWJIiiFo               				SL2335				19				SU
KvMOslmnAswQ                				SL2335				20				LB
gduNwAygy                   				SL2335				21				MB
XzYHV                       				SL2335				22				UB
yR                          				SL2335				23				LB
va                          				SL2335				24				MB
FATzI                       				SL2336				1				LB
mmgOHuLmx                   				SL2336				2				MB
oyZwGTiPAv                  				SL2336				3				UB
yfmcVFXLiYgxWg              				SL2336				4				LB
pb                          				SL2336				5				MB
CsU                         				SL2336				6				UB
VBcT                        				SL2336				7				SL
VXlMaynbvjkSXC              				SL2336				8				SU
QHKBqDXnXwiX                				SL2336				9				LB
bGBOw                       				SL2336				10				MB
ELlvJrW                     				SL2336				11				UB
KyCZO                       				SL2336				12				LB
TeiUUFvWqgri                				SL2336				13				MB
DhiM                        				SL2336				14				UB
kquNdBMBsPx                 				SL2336				15				LB
