PNR Number: 4652_20221101_1_2910_6				Train Number :4652				Date of Journey:2022-11-01
IDWpc                       				AC3165				2				SL




PNR Number: 4652_20221101_1_3212_14				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

jnxsOV                      				AC3212				14				SL
X                           				AC3212				15				SU
dnVDtZgUTcmUt               				AC3212				16				LB
CxWTVJr                     				AC3212				17				LB
ndlv                        				AC3212				18				UB
iJjUhyiKMl                  				AC3213				1				UB
WPVmrlFgEkj                 				AC3213				2				SL
MNQFiffznCwjC               				AC3213				3				SU
N                           				AC3213				4				LB
hiGVTmHpNZYoZY              				AC3213				5				LB
WhWbwTzGJd                  				AC3213				6				UB
YfFiP                       				AC3213				7				UB
gQTM                        				AC3213				8				SL
cpYzAWzShy                  				AC3213				9				SU
KhzwcJnmQo                  				AC3213				10				LB
ZCIMm                       				AC3213				11				LB
BpKHKwls                    				AC3213				12				UB
uXjQrSnOukJe                				AC3213				13				UB
kyQJq                       				AC3213				14				SL
gJbg                        				AC3213				15				SU
kbbUmhGnO                   				AC3213				16				LB
XjjQyYXqEZfNRqz             				AC3213				17				LB
HEvBVeH                     				AC3213				18				UB
NSomYOFcaWQz                				AC3214				1				UB
F                           				AC3214				2				SL
tuKjVWiKQF                  				AC3214				3				SU




PNR Number: 4652_20221101_0_2228_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wdiHvRor                    				SL2228				13				MB
lnTvYkiIcSasktk             				SL2228				14				UB
YbtQGxgMcAV                 				SL2228				15				LB
gr                          				SL2228				16				MB
HAr                         				SL2228				17				UB
QC                          				SL2228				18				SL
DzegCSU                     				SL2228				19				SU




PNR Number: 4652_20221101_0_2232_22				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FoxNoLaVAHnICT              				SL2232				22				UB
cTDmQhArLeBBVI              				SL2232				23				LB
itGijUHYmRvhBI              				SL2232				24				MB
ORhjfaqICtH                 				SL2233				1				LB
kMNqvpypmYw                 				SL2233				2				MB
RTJlOiQVqKd                 				SL2233				3				UB
ftZhXzXWrYKybb              				SL2233				4				LB
ufRUenZqG                   				SL2233				5				MB
YgtPrk                      				SL2233				6				UB
kNQnTseMkvPrtCBA            				SL2233				7				SL
Ycnh                        				SL2233				8				SU
HMxmqxEILCzKrDz             				SL2233				9				LB
aWiWZE                      				SL2233				10				MB
BdMKDHE                     				SL2233				11				UB
wyKuT                       				SL2233				12				LB
hNFyeSDKm                   				SL2233				13				MB
hYdbPMhFwLVx                				SL2233				14				UB
WZgcBd                      				SL2233				15				LB
MEoctTkDtZGWJ               				SL2233				16				MB
yADbAnISY                   				SL2233				17				UB
YH                          				SL2233				18				SL




PNR Number: 4652_20221101_0_2233_19				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

gDNVubVb                    				SL2233				19				SU
pHlI                        				SL2233				20				LB
qxIM                        				SL2233				21				MB
SDXUpmt                     				SL2233				22				UB
yhMFYiDUSNEras              				SL2233				23				LB
KwtSGWja                    				SL2233				24				MB
wVillQfJyr                  				SL2234				1				LB
uowgKvTUbq                  				SL2234				2				MB
G                           				SL2234				3				UB
sH                          				SL2234				4				LB
ihhxRAgMvAblDr              				SL2234				5				MB
ylZCz                       				SL2234				6				UB
Z                           				SL2234				7				SL
uoigOg                      				SL2234				8				SU
rAkuhBsLaA                  				SL2234				9				LB
GlML                        				SL2234				10				MB
E                           				SL2234				11				UB
YKtxNFLRFZqSW               				SL2234				12				LB
YrCwQihKMKZiaMg             				SL2234				13				MB
EMTwXTsDkMQK                				SL2234				14				UB
uQDBcFPV                    				SL2234				15				LB
wAcz                        				SL2234				16				MB
zTlNy                       				SL2234				17				UB
KOFPJFLFz                   				SL2234				18				SL
XrAjItmlyHrzh               				SL2234				19				SU
q                           				SL2234				20				LB
ziZwGyXZ                    				SL2234				21				MB
SL                          				SL2234				22				UB
JefBN                       				SL2234				23				LB
cNmDzQ                      				SL2234				24				MB
TtRsrKKCuLJizPpj            				SL2235				1				LB
AyjkpkPhu                   				SL2235				2				MB
PWmPtB                      				SL2235				3				UB
cuNkGtrLkrkhO               				SL2235				4				LB
TlD                         				SL2235				5				MB




PNR Number: 4652_20221101_1_3223_13				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

uMrMirgafoBQlaf             				AC3223				13				UB
VAGyntOXCVeYds              				AC3223				14				SL
CCiMPymbxtqg                				AC3223				15				SU
XAD                         				AC3223				16				LB
C                           				AC3223				17				LB
fjrigYlxWmxoTd              				AC3223				18				UB
YysjsZMwgVFlKJ              				AC3224				1				UB
JrXVgOiJTx                  				AC3224				2				SL
EiRMhhTkOSrbFp              				AC3224				3				SU
iRPQMbV                     				AC3224				4				LB
NkOatrM                     				AC3224				5				LB
nxK                         				AC3224				6				UB
aJyqreNqjOVpe               				AC3224				7				UB
BDnlTIi                     				AC3224				8				SL
VQYFNaIstEFR                				AC3224				9				SU




PNR Number: 22517_20221101_1_3177_15				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

dyEArHHgaxUMLw              				AC3177				15				SU
F                           				AC3177				16				LB
vaguvhlKSzN                 				AC3177				17				LB
JQnHs                       				AC3177				18				UB
UHNelmkbFXnj                				AC3178				1				UB
qP                          				AC3178				2				SL
sz                          				AC3178				3				SU
bv                          				AC3178				4				LB
X                           				AC3178				5				LB
ln                          				AC3178				6				UB
HHqTHNlLZ                   				AC3178				7				UB
Yp                          				AC3178				8				SL
NWNvvewBeGKPtohG            				AC3178				9				SU
rKQvKEVqRRQkgG              				AC3178				10				LB
WbLek                       				AC3178				11				LB
G                           				AC3178				12				UB
vkCboIwkbP                  				AC3178				13				UB




PNR Number: 4652_20221101_1_3231_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

GoNPQpFr                    				AC3231				2				SL
BnkdT                       				AC3231				3				SU
wRJTpnhSoO                  				AC3231				4				LB
LDqoq                       				AC3231				5				LB
cRDuPlBeAAgYd               				AC3231				6				UB
yGxOAsMW                    				AC3231				7				UB
GOSUbVJgd                   				AC3231				8				SL
OetTsBWTCGTMlpzl            				AC3231				9				SU




PNR Number: 22517_20221101_1_3185_4				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

xnsbLxtL                    				AC3185				4				LB
MzAltV                      				AC3185				5				LB
WTXKQAVRVlJInN              				AC3185				6				UB
ntIvPuRjuapMAgLA            				AC3185				7				UB
ZsydldSeEcJExTid            				AC3185				8				SL
faLhrVSuxfQEI               				AC3185				9				SU
lZtk                        				AC3185				10				LB
MLnqEcNDMILD                				AC3185				11				LB
PEqRmZoetpu                 				AC3185				12				UB
T                           				AC3185				13				UB
dtrdamEh                    				AC3185				14				SL
PCWQT                       				AC3185				15				SU
jvgPJgyKx                   				AC3185				16				LB
tmRgigjFaYeZWP              				AC3185				17				LB
FppMXDAvlbeOyu              				AC3185				18				UB
akw                         				AC3186				1				UB
xzPLhjoGolpzhFN             				AC3186				2				SL
did                         				AC3186				3				SU
UkVRIpghdLBcrrn             				AC3186				4				LB
ocIIAkfagMoKs               				AC3186				5				LB




PNR Number: 22517_20221101_0_2410_9				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

FswP                        				SL2410				9				LB
uMNGGaQEoMwAA               				SL2410				10				MB
ywELRVkCrCbE                				SL2410				11				UB
bhSSe                       				SL2410				12				LB
OYebsSckg                   				SL2410				13				MB
YRXAd                       				SL2410				14				UB
geKmXT                      				SL2410				15				LB
FLb                         				SL2410				16				MB
vSkLuNMbZFP                 				SL2410				17				UB
EBiESIKxEZWXRCn             				SL2410				18				SL
eRoFPSQVXW                  				SL2410				19				SU
yHKqZtMwKeQmQizf            				SL2410				20				LB
iDTDrMBO                    				SL2410				21				MB
QnRl                        				SL2410				22				UB
hDVJexOllSINbekt            				SL2410				23				LB
Pb                          				SL2410				24				MB
ZSFVHKkCNOKA                				SL2411				1				LB
muEzf                       				SL2411				2				MB
XblvOfXsTiV                 				SL2411				3				UB
s                           				SL2411				4				LB
LvklVKqfDJySDQpu            				SL2411				5				MB
dEOeKjff                    				SL2411				6				UB
awfMQw                      				SL2411				7				SL
d                           				SL2411				8				SU
vNCc                        				SL2411				9				LB
OfqExpKDH                   				SL2411				10				MB
ZSQgZbzBiiaDAs              				SL2411				11				UB
QmYRIOigCCnhrrV             				SL2411				12				LB
tVNPeVbXzXWvS               				SL2411				13				MB
MFQzrt                      				SL2411				14				UB
sECmsQjVtMq                 				SL2411				15				LB
OrgOdSPKsUtcjon             				SL2411				16				MB




PNR Number: 22517_20221101_1_3254_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

gWVZMWKTJoxMAaTD            				AC3254				1				UB
LGPCGyIOgfLH                				AC3254				2				SL
VvYW                        				AC3254				3				SU
YJDQjeuXE                   				AC3254				4				LB
YSkKaqpQh                   				AC3254				5				LB
RVpxZIH                     				AC3254				6				UB
smhAddZVukMJhOq             				AC3254				7				UB
TyhAQmK                     				AC3254				8				SL
KHcyNFugHGXCdcIC            				AC3254				9				SU
PewNZJwwIZrT                				AC3254				10				LB
rwikCmqCO                   				AC3254				11				LB
uypZ                        				AC3254				12				UB
CYaXrCXBjGieI               				AC3254				13				UB




PNR Number: 22517_20221101_1_3289_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

O                           				AC3289				16				LB
LxatUGcFUiSzeCy             				AC3289				17				LB
aEvHxaonBmRd                				AC3289				18				UB
IAHnt                       				AC3290				1				UB
pNeIZZplbV                  				AC3290				2				SL
XemCClbxYrMzRdX             				AC3290				3				SU
nICHT                       				AC3290				4				LB
mAmWS                       				AC3290				5				LB
DzJYmmWB                    				AC3290				6				UB
nznmbbt                     				AC3290				7				UB
NJJGoHsN                    				AC3290				8				SL
lqNEUGDegSBpx               				AC3290				9				SU
rh                          				AC3290				10				LB
NabhqkPdE                   				AC3290				11				LB
dUJHwfIESHixYkL             				AC3290				12				UB
rmL                         				AC3290				13				UB
gNKWnXUitBXxy               				AC3290				14				SL
DYadLgtTAyJ                 				AC3290				15				SU
lYQEhYkVBNabI               				AC3290				16				LB
SARiyThg                    				AC3290				17				LB
Q                           				AC3290				18				UB
HPiSEtj                     				AC3291				1				UB
oN                          				AC3291				2				SL
JemsKGCOQRx                 				AC3291				3				SU
tZIGvEYp                    				AC3291				4				LB
woxSqKayypfCEy              				AC3291				5				LB
tw                          				AC3291				6				UB
flzXtOGvb                   				AC3291				7				UB
sZZr                        				AC3291				8				SL




PNR Number: 4652_20221101_1_3330_10				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

Lb                          				AC3330				10				LB
cQFgHPSY                    				AC3330				11				LB
XMiZBpPr                    				AC3330				12				UB
ZDyDnKxjn                   				AC3330				13				UB
nAcAXhJxvKGPPmJI            				AC3330				14				SL
ydfwJACJQqAz                				AC3330				15				SU
HKIOXjfKpCudK               				AC3330				16				LB
hQDNTkbKVGWgMzt             				AC3330				17				LB
nEHd                        				AC3330				18				UB
Bb                          				AC3331				1				UB
SKyfM                       				AC3331				2				SL
WEywia                      				AC3331				3				SU
KLgTqPIgDZXyOPC             				AC3331				4				LB
dNXgE                       				AC3331				5				LB
wulIpms                     				AC3331				6				UB
OXlj                        				AC3331				7				UB
qqzVamJOqj                  				AC3331				8				SL
YJg                         				AC3331				9				SU




PNR Number: 4652_20221101_1_3344_8				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

meWBcQ                      				AC3344				8				SL
p                           				AC3344				9				SU
QSJIP                       				AC3344				10				LB
GJpzW                       				AC3344				11				LB
fYNSOLDnbDnHSyyc            				AC3344				12				UB
TATiaMKZoJOvfENe            				AC3344				13				UB
xUtdKyKQztuKFXyR            				AC3344				14				SL
VQvua                       				AC3344				15				SU
qMV                         				AC3344				16				LB
PzQeFaSqTN                  				AC3344				17				LB
aJzKWGl                     				AC3344				18				UB
YwHrKkvizG                  				AC3345				1				UB
JeNgeQHOqJ                  				AC3345				2				SL
ZYDE                        				AC3345				3				SU
wQPNNCdBKNaP                				AC3345				4				LB
Zqp                         				AC3345				5				LB
gQgmsGYdrlF                 				AC3345				6				UB
sq                          				AC3345				7				UB
kYEOBYGoii                  				AC3345				8				SL
iDaYDJHlZFdjF               				AC3345				9				SU
ltciaOis                    				AC3345				10				LB




PNR Number: 22517_20221101_1_3305_9				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

lB                          				AC3305				9				SU
DtCFyC                      				AC3305				10				LB
MMjWm                       				AC3305				11				LB
cIhbUg                      				AC3305				12				UB
NOLaN                       				AC3305				13				UB
xRRwRzsXJ                   				AC3305				14				SL
XmqLSJKzfeiZl               				AC3305				15				SU
hhUWLvJKpQbITBJY            				AC3305				16				LB
pUbpgNkwm                   				AC3305				17				LB
nyDnNvee                    				AC3305				18				UB
FcIkhJOstOiuoQNe            				AC3306				1				UB
ksA                         				AC3306				2				SL
e                           				AC3306				3				SU
XoT                         				AC3306				4				LB
jmntiqgq                    				AC3306				5				LB
VXaALBwcMkyvl               				AC3306				6				UB




PNR Number: 4652_20221101_1_3362_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

aUtICvUBYZz                 				AC3362				2				SL
ReNQSlGLaawuGGY             				AC3362				3				SU
wkPNpFWVSJqcTchu            				AC3362				4				LB
WOEsrTULwTW                 				AC3362				5				LB
DKw                         				AC3362				6				UB
B                           				AC3362				7				UB
Ayp                         				AC3362				8				SL
lpzqyKttOvhEon              				AC3362				9				SU
qloVM                       				AC3362				10				LB
LSzQ                        				AC3362				11				LB
iPuvZtOZ                    				AC3362				12				UB
IUoOkfLKSANIKreq            				AC3362				13				UB
sxhjwiAfWDnGCDre            				AC3362				14				SL
XBlj                        				AC3362				15				SU
PLuqZ                       				AC3362				16				LB
jBGDo                       				AC3362				17				LB
NQ                          				AC3362				18				UB
nTtdrbAQVMFmnI              				AC3363				1				UB




PNR Number: 4652_20221101_1_3363_2				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

zHBl                        				AC3363				2				SL
yPrskNEbjgHsNOmz            				AC3363				3				SU
TT                          				AC3363				4				LB
SsKRNlxxiSNrIyFA            				AC3363				5				LB
T                           				AC3363				6				UB
pfRpneXPDj                  				AC3363				7				UB
OZto                        				AC3363				8				SL
LVyJHKAFDmobok              				AC3363				9				SU
FwjCKui                     				AC3363				10				LB
EeTYTHzGYyI                 				AC3363				11				LB
JI                          				AC3363				12				UB
FslFc                       				AC3363				13				UB
yKALslGmlAXozTd             				AC3363				14				SL
X                           				AC3363				15				SU
AjyRue                      				AC3363				16				LB
tkTPZCDiLa                  				AC3363				17				LB
dYyO                        				AC3363				18				UB
JB                          				AC3364				1				UB
yeZYzgK                     				AC3364				2				SL
GZbXUsvQqixGep              				AC3364				3				SU
AqyfsPlS                    				AC3364				4				LB
DjxtBghuHwxQadP             				AC3364				5				LB
htPZWUMhwebz                				AC3364				6				UB
HVEQQfnvJ                   				AC3364				7				UB
QFOmNhvKv                   				AC3364				8				SL
NSTETBiglU                  				AC3364				9				SU
rIEM                        				AC3364				10				LB
TMFKjTBBkJafwG              				AC3364				11				LB
NwXyebNkoONeJdJq            				AC3364				12				UB
sVHurAABy                   				AC3364				13				UB
FpUcpe                      				AC3364				14				SL




PNR Number: 4652_20221101_0_2365_3				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

wSIKxSSkkaYTkQR             				SL2365				3				UB
hFSOAcQnOXieYW              				SL2365				4				LB
gqei                        				SL2365				5				MB
TGshfZqVDoSzZBdw            				SL2365				6				UB
SHSqeuc                     				SL2365				7				SL
mEMjxnJX                    				SL2365				8				SU
BTDtBet                     				SL2365				9				LB
lruwdMF                     				SL2365				10				MB
cjlafhZwZOP                 				SL2365				11				UB
LOJmlVtCYFmnj               				SL2365				12				LB




PNR Number: 22517_20221101_0_2582_10				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

giyWzEJTTl                  				SL2582				10				MB
kWBApr                      				SL2582				11				UB
ed                          				SL2582				12				LB
hOylGldKiiVSNM              				SL2582				13				MB
AukbtkdM                    				SL2582				14				UB
GjtmNvQdqRK                 				SL2582				15				LB
bLPZyrenwU                  				SL2582				16				MB
cdhmIMKo                    				SL2582				17				UB
mbLh                        				SL2582				18				SL
XvsgcG                      				SL2582				19				SU
wlQyltiFm                   				SL2582				20				LB
bxOit                       				SL2582				21				MB
eSaMZuoxGxDnIPtQ            				SL2582				22				UB
XH                          				SL2582				23				LB
fSsCf                       				SL2582				24				MB
fLnCDAS                     				SL2583				1				LB
MIwlgcj                     				SL2583				2				MB
LGtGcKFUNd                  				SL2583				3				UB
JvxmIMHFbnMJHVtF            				SL2583				4				LB
fklGAoxKWafI                				SL2583				5				MB
y                           				SL2583				6				UB
CRwn                        				SL2583				7				SL
GRIYbcIGjHwSW               				SL2583				8				SU
WcKGEPDxDzZO                				SL2583				9				LB
ATiKvKaNQro                 				SL2583				10				MB
i                           				SL2583				11				UB
lT                          				SL2583				12				LB
tdpuFkwBAOKTbG              				SL2583				13				MB
qIJr                        				SL2583				14				UB
mEzfNbwv                    				SL2583				15				LB
ykcTsXc                     				SL2583				16				MB
mUXZEEH                     				SL2583				17				UB
ocSDIN                      				SL2583				18				SL
nANxMPKOqiYqFefP            				SL2583				19				SU
ZVONPYXyodf                 				SL2583				20				LB




PNR Number: 22517_20221101_1_3443_16				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

ZeLRzmSZzpQHm               				AC3443				16				LB
YyxGfuHCKYphNmhz            				AC3443				17				LB
gFlknM                      				AC3443				18				UB
iddZLWebOCwg                				AC3444				1				UB
wnqAadbuMTNf                				AC3444				2				SL
XvxipP                      				AC3444				3				SU
RMVBrWvrYCZhB               				AC3444				4				LB
LL                          				AC3444				5				LB
FEHFVtJduFf                 				AC3444				6				UB
XoNIZtDFBm                  				AC3444				7				UB
OAKL                        				AC3444				8				SL
JWJdEAeuOKt                 				AC3444				9				SU
WFw                         				AC3444				10				LB
ZdJQO                       				AC3444				11				LB
ElnTM                       				AC3444				12				UB
kWRuJcRqEXTopwn             				AC3444				13				UB
TIYRNDWTJiOfq               				AC3444				14				SL
pRprFypKzFxKYH              				AC3444				15				SU
e                           				AC3444				16				LB
Yb                          				AC3444				17				LB
sXXqoDNU                    				AC3444				18				UB
WRJNNYfL                    				AC3445				1				UB
DLxEYtGLduuTbOJ             				AC3445				2				SL
mrYwlaZmlb                  				AC3445				3				SU
b                           				AC3445				4				LB
VFMfLX                      				AC3445				5				LB




PNR Number: 4652_20221101_1_3508_1				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

IddHkTGCbuwtF               				AC3508				1				UB
wqNlvadDaHdR                				AC3508				2				SL
gKlYPreW                    				AC3508				3				SU
QBJRVCil                    				AC3508				4				LB
qHdLg                       				AC3508				5				LB
bOMSfgjOjJvFl               				AC3508				6				UB
DjuSmLhFBxR                 				AC3508				7				UB
MAuXnxEL                    				AC3508				8				SL
QfqHIrPZNsdcBw              				AC3508				9				SU
wIKzACZ                     				AC3508				10				LB
zpwzQqZH                    				AC3508				11				LB
huejQH                      				AC3508				12				UB
rAmb                        				AC3508				13				UB




PNR Number: 22517_20221101_0_2605_9				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

GwJarKiYlipf                				SL2605				9				LB
NaWtNYyWmcjLMqv             				SL2605				10				MB
TbyiNrhxSVPmLdv             				SL2605				11				UB
YBhutMMgCutQtI              				SL2605				12				LB




PNR Number: 22517_20221101_1_3485_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

bj                          				AC3485				17				LB
VFmPlalZDZmLThI             				AC3485				18				UB
iFUoSdljfMY                 				AC3486				1				UB
wVvAPMyQfna                 				AC3486				2				SL
Vg                          				AC3486				3				SU
HIa                         				AC3486				4				LB
NgQBMvzkBktw                				AC3486				5				LB
dzt                         				AC3486				6				UB
elJfvRGt                    				AC3486				7				UB
oYuBJOFpngLE                				AC3486				8				SL
GQEoUivOAIhtA               				AC3486				9				SU
HRbWSIqncqXf                				AC3486				10				LB
ucjx                        				AC3486				11				LB
qbcVNw                      				AC3486				12				UB
jzpDcFTpZlUmu               				AC3486				13				UB
ByYhOBgdAH                  				AC3486				14				SL
KIhlJp                      				AC3486				15				SU
voSiAhaNWDh                 				AC3486				16				LB




PNR Number: 4652_20221101_0_2465_11				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

XHcrTmNexBu                 				SL2465				11				UB
UcFCYunoBEQt                				SL2465				12				LB
AS                          				SL2465				13				MB
REJVYROT                    				SL2465				14				UB
ctteZLFwDr                  				SL2465				15				LB




PNR Number: 4652_20221101_1_3524_9				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

sIHkoSxx                    				AC3524				9				SU
lBavAnGzoceo                				AC3524				10				LB
hdTZrX                      				AC3524				11				LB
ioZiHBodsO                  				AC3524				12				UB
RzOmeGfbDMsDqnES            				AC3524				13				UB
xvSIoMOALDPTqW              				AC3524				14				SL
UUUOwJzA                    				AC3524				15				SU
bfGjhis                     				AC3524				16				LB
muLaqqOTn                   				AC3524				17				LB
hY                          				AC3524				18				UB
P                           				AC3525				1				UB
cLTkFAcJP                   				AC3525				2				SL
uYflTYCReXANEHk             				AC3525				3				SU
hcceVzilU                   				AC3525				4				LB
HO                          				AC3525				5				LB
aQLleygTRRW                 				AC3525				6				UB
TStL                        				AC3525				7				UB
FsgSEdE                     				AC3525				8				SL
W                           				AC3525				9				SU
cfJPMsAJgwY                 				AC3525				10				LB
DMAvjPtQrsqka               				AC3525				11				LB
QFyUscLCXCMWImco            				AC3525				12				UB
ZrQjYvhP                    				AC3525				13				UB
EwxPFb                      				AC3525				14				SL




PNR Number: 22517_20221101_1_3490_17				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

UmEYoXEjLgcPnWds            				AC3490				17				LB
yycGNSbUSegX                				AC3490				18				UB
QjsRFeuy                    				AC3491				1				UB
wCQFOzlft                   				AC3491				2				SL
sEb                         				AC3491				3				SU
YvMaz                       				AC3491				4				LB
EDEOnT                      				AC3491				5				LB
j                           				AC3491				6				UB
eNxUjSrQmdIDLnQG            				AC3491				7				UB
I                           				AC3491				8				SL
FWKVlv                      				AC3491				9				SU
O                           				AC3491				10				LB
QVFxDBZAbDhm                				AC3491				11				LB
iEPMqGcWSxnSW               				AC3491				12				UB
Yfep                        				AC3491				13				UB
AlHGNnKejHuFMC              				AC3491				14				SL
uwckkfSeeRlKfxyb            				AC3491				15				SU
eJcux                       				AC3491				16				LB
SNQ                         				AC3491				17				LB
auhRIchQpVBDNZC             				AC3491				18				UB




PNR Number: 22517_20221101_1_3492_1				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

syorCmAElmgIse              				AC3492				1				UB
eiFBdlnHxDHcpM              				AC3492				2				SL
AYAIESbtwwXQJ               				AC3492				3				SU
oZUPyDld                    				AC3492				4				LB
bRtt                        				AC3492				5				LB
MZJIJLIKXVHrTG              				AC3492				6				UB
eobcP                       				AC3492				7				UB
nK                          				AC3492				8				SL
kq                          				AC3492				9				SU
dYMOJsiORXAltKDL            				AC3492				10				LB
WqNAMZoeGoRQjy              				AC3492				11				LB
xxxaZmTALCoVOCa             				AC3492				12				UB
RCjJQqShYlIMkKC             				AC3492				13				UB
ybdnCI                      				AC3492				14				SL
VHUfGody                    				AC3492				15				SU
pGGspLLAHwYSE               				AC3492				16				LB
DMTqJQMtsiWoI               				AC3492				17				LB
NqfcCQijFGlAWsr             				AC3492				18				UB
BZOqtSgXp                   				AC3493				1				UB
zWQNJEo                     				AC3493				2				SL
YEwCel                      				AC3493				3				SU
JHtfWygj                    				AC3493				4				LB
rhKG                        				AC3493				5				LB
rKzbelELsJuby               				AC3493				6				UB
DpBZ                        				AC3493				7				UB
K                           				AC3493				8				SL




PNR Number: 22517_20221101_1_3495_5				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

vXXNjuWfJxUZPkA             				AC3495				5				LB
lzpQabo                     				AC3495				6				UB
akqv                        				AC3495				7				UB
kQYyRWivDi                  				AC3495				8				SL
NDgT                        				AC3495				9				SU
ePmAPgumTAeLW               				AC3495				10				LB
JyxREl                      				AC3495				11				LB
lIDJVMI                     				AC3495				12				UB
qHEvvbq                     				AC3495				13				UB
EDwyntubXpbO                				AC3495				14				SL
BGBvITW                     				AC3495				15				SU
AmCsi                       				AC3495				16				LB
eLTR                        				AC3495				17				LB
lfhjmKxRUBmh                				AC3495				18				UB
iGwvpK                      				AC3496				1				UB
RZnaUvhSSzdbTtH             				AC3496				2				SL
dPkMYIzwJZxvCZ              				AC3496				3				SU
yGDgkzePHrRWG               				AC3496				4				LB
YPuDmPrQqZbyCCsl            				AC3496				5				LB
b                           				AC3496				6				UB
NvRQUevsYl                  				AC3496				7				UB




PNR Number: 4652_20221101_1_3527_15				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

PkIkCXwMv                   				AC3527				15				SU
tZj                         				AC3527				16				LB
doPzLtMzfW                  				AC3527				17				LB
eIvEenEsNKdq                				AC3527				18				UB
ZGvrGtXThEvIq               				AC3528				1				UB
ez                          				AC3528				2				SL
FiaL                        				AC3528				3				SU
oLPgLqWpw                   				AC3528				4				LB
y                           				AC3528				5				LB
O                           				AC3528				6				UB
GjBYrTNPCmxOw               				AC3528				7				UB
aYZKFygyDoFLOg              				AC3528				8				SL
mDqupNgnlEQjDw              				AC3528				9				SU
JPDlmkcfS                   				AC3528				10				LB
CtdkPQEWzU                  				AC3528				11				LB
uVnb                        				AC3528				12				UB
PKrQYe                      				AC3528				13				UB




PNR Number: 22517_20221101_0_2618_14				Train Number :22517				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

VZtNLPeNgzdL                				SL2618				14				UB
ZlhDdLpwllZL                				SL2618				15				LB
xZxuUWSZBvLVpcRB            				SL2618				16				MB
kTBJLvuRgzeQublu            				SL2618				17				UB
TvmcnxlUEJ                  				SL2618				18				SL
vcCSRD                      				SL2618				19				SU
VRsDxzPP                    				SL2618				20				LB
yGPeAkdyg                   				SL2618				21				MB
yFVmgFBl                    				SL2618				22				UB
HTdb                        				SL2618				23				LB
st                          				SL2618				24				MB
Gfnx                        				SL2619				1				LB
tXukZBbRckQB                				SL2619				2				MB
FHQIDGUuOC                  				SL2619				3				UB
MDzpYbvLdRIp                				SL2619				4				LB
utapZTJfjaPMVG              				SL2619				5				MB
iavqSH                      				SL2619				6				UB
w                           				SL2619				7				SL
KbQttTQ                     				SL2619				8				SU
AV                          				SL2619				9				LB




PNR Number: 4652_20221101_1_3528_14				Train Number :4652				Date of Journey:2022-11-01
	Passenger Name							Coach				Berth			Berth Type

uUPGy                       				AC3528				14				SL
RRwhtfhw                    				AC3528				15				SU
kniwPJDdCwypMi              				AC3528				16				LB
ffqz                        				AC3528				17				LB
